player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Tramaine Brock Sr.,5903,CB,SF,6,9,,3.0,28,0,39.6,0,3,0,0,0,0.0
Robert Nelson,8989,CB,HST,2,4,,4.0,13,1,0.0,0,1,0,0,0,0.0
Prince Amukamara,6171,CB,JAX,7,19,,19.0,15,0,39.6,0,1,0,0,0,0.0
Jonathan Meeks,7925,S,BUF,1,2,,2.0,4,0,39.6,0,1,0,0,0,0.0
Josh Norman,7649,CB,WAS,8,21,,21.0,32,0,39.6,0,1,0,0,0,0.0
Von Miller,6154,ED,DEN,6,9,,9.0,10,0,39.6,0,1,0,0,0,0.0
Tony Lippett,9589,CB,MIA,3,4,,4.0,17,0,39.6,0,1,0,0,0,0.0
Michael Morgan,6623,LB,SEA,4,7,,7.0,29,0,39.6,0,1,0,0,0,0.0
Eddie Pleasant,7593,S,HST,7,20,,10.0,13,0,39.6,0,2,0,0,0,0.0
Telvin Smith Sr.,8779,LB,JAX,10,27,,27.0,15,0,39.6,0,1,0,0,0,0.0
Paul Worrilow,8141,LB,ATL,2,2,,2.0,2,0,39.6,0,1,0,0,0,0.0
Devin McCourty,5552,S,NE,7,18,,18.0,19,0,39.6,0,1,0,0,0,0.0
J.J. Wilcox,7861,S,DAL,5,6,,6.0,9,0,39.6,0,1,0,0,0,0.0
Cameron Lynch,9911,LB,TB,1,3,,3.0,30,0,39.6,0,1,0,0,0,0.0
Derrick Morgan,5541,ED,TEN,5,8,,8.0,31,0,39.6,0,1,0,0,0,0.0
P.J. Williams,9511,CB,NO,1,2,,1.0,20,0,39.6,0,2,0,0,0,0.0
Akeem Ayers,6191,ED,IND,8,13,,13.0,14,0,39.6,0,1,0,0,0,0.0
Rob Ninkovich,3080,ED,NE,4,6,,6.0,19,0,39.6,0,1,0,0,0,0.0
Jayron Kearse,10878,S,MIN,2,2,,2.0,18,0,39.6,0,1,0,0,0,0.0
Denzel Perryman,9481,LB,SD,4,8,,4.0,27,0,39.6,0,2,0,0,0,0.0
Dre Kirkpatrick,7023,CB,CIN,5,10,,5.0,7,0,39.6,0,2,0,0,0,0.0
Marcus Sherels,6017,CB,MIN,1,2,,1.0,18,0,39.6,0,2,0,0,0,0.0
Mychal Kendricks,7049,LB,PHI,5,6,,6.0,24,0,39.6,0,1,0,0,0,0.0
Trae Waynes,9444,CB,MIN,3,6,,6.0,18,0,39.6,0,1,0,0,0,0.0
Ha Ha Clinton-Dix,8656,S,GB,8,12,,6.0,12,1,0.0,0,2,0,0,0,0.0
Artie Burns,10659,CB,PIT,7,10,,5.0,25,0,39.6,0,2,0,0,0,0.0
Derrick Kindred,10763,S,CLV,7,22,,22.0,8,0,39.6,0,1,0,0,0,0.0
Ray-Ray Armstrong,8271,LB,SF,2,7,,7.0,28,1,0.0,0,1,0,0,0,0.0
Shareece Wright,6241,CB,BLT,4,9,,9.0,3,0,39.6,0,1,0,0,0,0.0
Sam Shields,5943,CB,GB,1,1,,1.0,12,0,39.6,0,1,0,0,0,0.0
Leodis McKelvin,4325,CB,PHI,4,7,,7.0,24,0,39.6,0,1,0,0,0,0.0
Cody Davis,8458,S,LA,1,2,,2.0,26,0,39.6,0,1,0,0,0,0.0
Vontae Davis,4948,CB,IND,8,19,,9.5,14,0,39.6,0,2,0,0,0,0.0
James Bradberry,10696,CB,CAR,4,4,,4.0,5,0,39.6,0,1,0,0,0,0.0
Tracy Porter,4354,CB,CHI,5,6,,6.0,6,0,39.6,0,1,0,0,0,0.0
Myles Jack,10670,LB,JAX,6,11,,11.0,15,0,39.6,0,1,0,0,0,0.0
Darian Stewart,5820,S,DEN,10,33,33.0,11.0,10,0,42.4,1,3,0,6,1,0.18
Marcus Peters,9451,CB,KC,9,27,27.0,6.8,16,0,39.6,1,4,0,6,6,0.22
Derrick Johnson,2232,LB,KC,9,25,25.0,8.3,16,0,42.4,1,3,0,9,11,0.36
Eric Weddle,3653,S,BLT,10,49,24.5,12.3,3,0,56.3,2,4,0,10,4,0.2
Jaquiski Tartt,9479,S,SF,8,24,24.0,24.0,28,0,118.8,1,1,0,40,0,1.67
Peyton Thompson,7235,S,JAX,2,22,22.0,11.0,15,0,60.4,1,2,0,8,3,0.36
Justin Coleman,9892,CB,NE,6,43,21.5,4.8,19,0,39.6,2,9,0,22,0,0.51
Corey Graham,3784,S,BUF,10,64,21.3,21.3,4,0,158.3,3,3,1,57,56,0.89
Ryan Shazier,8650,LB,PIT,6,21,21.0,21.0,25,0,100.0,1,1,0,8,2,0.38
Coty Sensabaugh,7115,CB,NYG,4,20,20.0,20.0,21,0,87.5,1,1,0,5,1,0.25
Vonn Bell,10695,S,NO,9,40,20.0,13.3,20,0,93.8,2,3,0,26,1,0.65
Chris Lewis-Harris,7624,CB,BLT,3,20,20.0,5.0,3,1,0.0,1,4,0,8,0,0.4
Johnathan Joseph,2969,CB,HST,8,19,19.0,6.3,13,0,61.8,1,3,0,23,10,1.21
Zachary Orr,9326,LB,BLT,7,19,19.0,19.0,3,0,116.7,1,1,0,12,16,0.63
Mackensie Alexander,10688,CB,MIN,3,19,19.0,19.0,18,0,118.8,1,1,1,1,0,0.05
Kevin Johnson,9449,CB,HST,4,38,19.0,9.5,13,0,61.5,2,4,0,17,5,0.45
Jonathan Jones,11217,CB,NE,1,18,18.0,9.0,19,0,70.8,1,2,0,13,8,0.72
Kevin Minter,7826,LB,ARZ,8,18,18.0,9.0,1,0,56.3,1,2,0,-5,-3,-0.28
Marcus Gilchrist,6202,S,NYJ,10,35,17.5,7.0,22,0,87.5,2,5,0,67,33,1.91
Robert Golden,7303,S,PIT,7,35,17.5,17.5,25,0,95.8,2,2,0,14,11,0.4
Will Parks,10853,S,DEN,6,17,17.0,8.5,10,0,75.0,1,2,0,15,1,0.88
Phillip Gaines,8722,CB,KC,7,17,17.0,17.0,16,0,112.5,1,1,0,11,3,0.65
Rodney McLeod,7271,S,PHI,7,17,17.0,17.0,24,0,79.2,1,1,0,0,0,0.0
Harrison Smith,7641,S,MIN,9,49,16.3,8.2,18,0,95.8,3,6,1,15,7,0.31
Steven Nelson,9531,CB,KC,10,310,16.3,7.9,16,0,74.4,19,39,1,217,67,0.7
Quinten Rollins,9495,CB,GB,6,81,16.2,10.1,12,0,137.0,5,8,2,83,35,1.02
Chris Harris Jr.,6457,CB,DEN,10,227,16.2,8.7,10,0,83.0,14,26,1,145,30,0.64
Corey Moore,10117,S,HST,5,16,16.0,8.0,13,0,66.7,1,2,0,11,2,0.69
D'Qwell Jackson,2979,LB,IND,9,32,16.0,16.0,14,0,106.3,2,2,0,19,11,0.59
Chad Greenway,2962,LB,MIN,6,16,16.0,16.0,18,0,116.7,1,1,0,12,7,0.75
Patrick Robinson,5557,CB,IND,5,78,15.6,11.1,14,0,135.1,5,7,1,57,39,0.73
Marcus Williams,9115,CB,NYJ,7,93,15.5,8.5,22,0,113.3,6,11,2,69,16,0.74
Tashaun Gipson Sr.,7288,S,JAX,10,31,15.5,10.3,15,0,88.2,2,3,0,22,7,0.71
Byron Jones,9460,S,DAL,10,92,15.3,5.4,9,0,83.2,6,17,2,42,29,0.46
Jaylen Watkins,8736,S,PHI,6,15,15.0,7.5,24,0,135.4,1,2,1,35,14,2.33
Patrick Peterson,6157,CB,ARZ,10,45,15.0,5.6,1,0,49.0,3,8,0,30,20,0.67
David Amerson,7832,CB,OAK,8,15,15.0,7.5,23,0,56.3,1,2,0,-2,1,-0.13
Erik Walden,4481,ED,IND,7,15,15.0,15.0,14,0,112.5,1,1,0,11,14,0.73
Cre'Von LeBlanc,11218,CB,CHI,7,203,14.5,9.2,6,0,101.9,14,22,1,167,48,0.82
Lardarius Webb,5011,S,BLT,8,29,14.5,9.7,3,0,72.9,2,3,0,11,2,0.38
Rashad Johnson,5018,S,TEN,9,43,14.3,8.6,31,0,70.4,3,5,0,22,12,0.51
Brian Poole,11052,CB,ATL,10,283,14.2,7.9,2,0,91.4,20,36,2,212,134,0.75
Morgan Burnett,5596,S,GB,9,42,14.0,10.5,12,0,155.2,3,4,1,49,13,1.17
Bobby McCain,9578,CB,MIA,10,209,13.9,11.0,17,1,120.3,15,19,3,164,39,0.78
Bryce Callahan,10000,CB,CHI,5,69,13.8,8.6,6,0,75.5,5,8,0,41,5,0.59
Nickell Robey-Coleman,8483,CB,BUF,10,205,13.7,7.1,4,2,76.4,15,29,2,257,114,1.25
DeShawn Shead,7450,CB,SEA,7,27,13.5,9.0,29,0,96.5,2,3,0,28,16,1.04
William Gay,3786,CB,PIT,10,227,13.4,7.8,25,0,92.5,17,29,2,129,65,0.57
Demontre Hurst,8359,S,CHI,3,53,13.3,10.6,6,0,144.6,4,5,1,46,2,0.87
Morris Claiborne,7012,CB,DAL,5,13,13.0,13.0,9,0,118.8,1,1,0,14,2,1.08
Andre Hal,8850,S,HST,10,52,13.0,10.4,13,0,85.0,4,5,0,22,2,0.42
Tre Boston,8763,S,CAR,10,26,13.0,8.7,5,0,104.9,2,3,0,34,15,1.31
Cyrus Jones,10694,CB,NE,5,39,13.0,9.8,19,0,145.8,3,4,1,40,7,1.03
Quintin Demps,4431,S,HST,6,13,13.0,6.5,13,0,56.3,1,2,0,5,0,0.38
Tracy Howard,11063,S,CLV,7,39,13.0,6.5,8,0,56.9,3,6,0,19,7,0.49
Will Blackmon,3060,S,WAS,6,26,13.0,5.2,32,0,64.6,2,5,0,35,13,1.35
Nolan Carroll,5668,CB,PHI,9,13,13.0,6.5,24,0,85.4,1,2,0,20,6,1.54
Kevon Seymour,10852,CB,BUF,8,64,12.8,9.1,4,0,94.3,5,7,0,55,25,0.86
Kurt Coleman,5767,S,CAR,10,63,12.6,7.9,5,1,71.9,5,8,1,34,8,0.54
Reggie Nelson,3637,S,OAK,10,25,12.5,8.3,23,0,78.5,2,3,0,15,12,0.6
Jude Adjei-Barimah,10298,CB,TB,9,187,12.5,8.5,30,0,124.1,15,22,2,184,84,0.98
Thomas Davis Sr.,2231,LB,CAR,9,37,12.3,7.4,5,0,119.2,3,5,1,33,7,0.89
Ron Brooks,7124,CB,PHI,6,134,12.2,7.9,24,0,101.8,11,17,1,107,80,0.8
Rashard Robinson,10767,CB,SF,6,12,12.0,12.0,28,0,118.8,1,1,0,21,3,1.75
Antonio Cromartie,2964,CB,IND,4,12,12.0,6.0,14,0,79.2,1,2,0,17,0,1.42
Kam Chancellor,5656,S,SEA,6,48,12.0,6.9,29,1,69.3,4,7,1,33,26,0.69
Reshad Jones,5686,S,MIA,6,24,12.0,8.0,17,0,71.5,2,3,0,10,9,0.42
T.J. Carrie,8853,CB,OAK,6,24,12.0,8.0,23,0,88.2,2,3,0,22,4,0.92
Devon Kennard,8809,LB,NYG,9,12,12.0,12.0,21,0,112.5,1,1,0,11,3,0.92
Bacarri Rambo,7972,S,MIA,2,12,12.0,6.0,17,0,83.3,1,2,0,19,3,1.58
Kevin Byard,10698,S,TEN,9,47,11.8,9.4,31,0,83.3,4,5,0,20,7,0.43
Karlos Dansby,1754,LB,CIN,8,23,11.5,7.7,7,0,91.0,2,3,0,24,20,1.04
Preston Brown,8708,LB,BUF,7,23,11.5,7.7,4,0,75.7,2,3,0,13,10,0.57
Anthony Barr,8644,LB,MIN,9,34,11.3,4.9,18,0,62.2,3,7,0,41,10,1.21
Bradley McDougald,8220,S,TB,10,34,11.3,11.3,30,0,106.9,3,3,0,29,10,0.85
George Iloka,7159,S,CIN,10,34,11.3,6.8,7,0,86.3,3,5,0,41,25,1.21
Eric Reid,7799,S,SF,10,89,11.1,8.1,28,0,132.0,8,11,1,103,41,1.16
Josh Johnson,8386,CB,JAX,3,33,11.0,4.7,15,0,50.9,3,7,0,22,24,0.67
Dwight Lowery,4427,S,SD,10,99,11.0,9.0,27,0,98.5,9,11,0,84,36,0.85
Lorenzo Alexander,2476,ED,BUF,5,11,11.0,11.0,4,0,118.8,1,1,0,19,18,1.73
Sam Acho,6255,ED,CHI,8,11,11.0,11.0,6,0,79.2,1,1,0,1,3,0.09
Ibraheim Campbell,9548,S,CLV,5,22,11.0,5.5,8,0,58.3,2,4,0,14,21,0.64
Daryl Smith,1760,LB,TB,8,22,11.0,11.0,30,0,118.8,2,2,0,25,30,1.14
D.J. Swearinger Sr.,7838,S,ARZ,8,22,11.0,5.5,1,1,40.6,2,4,0,35,6,1.59
Sterling Moore,6871,CB,NO,6,98,10.9,5.8,20,1,62.6,9,17,1,87,50,0.89
Jerraud Powers,5015,CB,BLT,7,142,10.9,5.9,3,1,69.8,13,24,1,150,65,1.06
Brice McCain,5112,CB,TEN,11,350,10.9,7.4,31,1,124.6,32,47,6,395,198,1.13
Buster Skrine,6289,CB,NYJ,9,183,10.8,8.0,22,0,103.2,17,23,1,138,97,0.75
Vernon Hargreaves III,10645,CB,TB,10,74,10.6,6.7,30,0,95.6,7,11,0,107,38,1.45
Robert Alford,7841,CB,ATL,10,53,10.6,6.6,2,1,32.8,5,8,0,35,2,0.66
Keenan Robinson,7119,LB,NYG,9,21,10.5,5.3,21,0,56.3,2,4,0,3,4,0.14
Keanu Neal,10651,S,ATL,8,82,10.3,5.9,2,0,62.2,8,14,0,41,8,0.5
Leon Hall,3634,CB,NYG,7,124,10.3,6.9,21,0,115.3,12,18,1,169,120,1.36
T.J. McDonald,7852,S,LA,10,41,10.3,8.2,26,0,83.3,4,5,0,20,6,0.49
