player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,11,0,6,5,83.3,8,7,87.5,14,81.2,0,0,,28,28,100.0,0,5,5,100.0,22,20,90.9,3,3,100.0
Phil Dawson,422,K,SF,11,0,2,1,50.0,6,6,100.0,28,83.1,0,0,,25,25,100.0,0,5,5,100.0,16,15,93.8,3,3,100.0
Sebastian Janikowski,595,K,OAK,11,0,8,3,37.5,5,4,80.0,23,62.7,1,1,100.0,29,29,100.0,0,4,4,100.0,26,20,76.9,8,8,100.0
Matt Bryant,1223,K,ATL,11,0,4,2,50.0,7,7,100.0,2,76.1,0,0,,37,36,97.3,0,7,7,100.0,26,24,92.3,8,8,100.0
Josh Brown,1520,K,NYG,5,0,1,0,0.0,4,4,100.0,21,63.8,1,1,100.0,9,9,100.0,0,3,3,100.0,12,11,91.7,3,3,100.0
Mike Nugent,2264,K,CIN,11,0,3,0,0.0,6,4,66.7,7,30.0,0,0,,23,19,82.6,0,6,6,100.0,23,18,78.3,8,8,100.0
Robbie Gould,2607,K,NYG,5,0,0,0,,1,1,100.0,21,44.3,0,0,,16,13,81.3,0,0,0,,2,2,100.0,1,1,100.0
Nick Novak,2726,K,HST,10,0,5,2,40.0,7,5,71.4,13,57.4,1,1,100.0,18,17,94.4,0,9,9,100.0,28,23,82.1,6,6,100.0
Stephen Gostkowski,3063,K,NE,11,0,3,2,66.7,4,3,75.0,19,48.4,0,0,,34,31,91.2,0,9,7,77.8,20,16,80.0,4,4,100.0
Matt Prater,3471,K,DET,11,0,4,4,100.0,12,9,75.0,11,86.2,0,0,,24,22,91.7,0,2,2,100.0,24,21,87.5,6,6,100.0
Nick Folk,3794,K,NYJ,11,0,3,1,33.3,2,2,100.0,22,64.9,0,0,,21,19,90.5,0,4,4,100.0,20,17,85.0,11,10,90.9
Mason Crosby,3809,K,GB,11,0,0,0,,5,4,80.0,12,58.8,0,0,,28,26,92.9,0,12,10,83.3,23,20,87.0,6,6,100.0
Stephen Hauschka,4655,K,SEA,11,0,1,1,100.0,8,7,87.5,29,55.9,0,0,,22,18,81.8,0,8,8,100.0,25,22,88.0,8,6,75.0
Dan Carpenter,4697,K,BUF,11,0,2,1,50.0,7,4,57.1,4,47.3,1,1,100.0,30,27,90.0,0,3,3,100.0,18,14,77.8,5,5,100.0
Connor Barth,4777,K,CHI,11,0,3,1,33.3,3,2,66.7,6,53.0,0,0,,20,19,95.0,0,7,6,85.7,17,13,76.5,4,4,100.0
Ryan Succop,5180,K,TEN,12,0,3,1,33.3,6,6,100.0,31,70.1,1,1,100.0,34,32,94.1,0,4,4,100.0,18,16,88.9,4,4,100.0
Graham Gano,5443,K,CAR,11,0,4,2,50.0,11,9,81.8,5,60.7,0,0,,27,25,92.6,0,6,6,100.0,22,18,81.8,1,1,100.0
Dan Bailey,6796,K,DAL,11,0,3,3,100.0,7,5,71.4,9,80.0,0,0,,34,34,100.0,0,5,5,100.0,22,20,90.9,7,7,100.0
