player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,GB,5,5,0,12,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,36,2,0,0,0,0,0,,,0,0,,,6.3,,,0,0,,56.9,0,,,0,0,0.0,0,4,80.0,64,0,0,0,0,0,0,0.0,
Dwight Freeney,1019,ED,ATL,6,1,0,2,0,,,2.2,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,45,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,94,2,0,0,0,0,0,,
James Harrison,1251,ED,PIT,6,43,0,25,0,,,3.3,,,0,0,,61.1,0,,0.0,0,0,0.0,0,1,2.3,30,0,1,0,0,0,0,0.0,,0,1,4.0,100.0,34.0,11.7,11.7,0,0,0.0,71.5,0,9,0.0,0,0,98.6,3,35,81.4,103,1,4,3,0,23,11,0.7,7.7
Terence Newman,1321,CB,MIN,5,204,0,18,0,12.4,37.5,100.0,20.0,7.5,1,1,12.5,66.0,1,12,33.3,1,1,7.8,3,66,32.4,66,0,2,8,0,27,15,0.5,9.0,0,1,14.9,42.9,100.0,13.7,5.9,0,6,28.6,83.6,0,11,0.0,0,4,52.9,9,129,63.2,129,1,11,21,0,76,1,0.6,8.4
Terrell Suggs,1326,ED,BLT,6,3,0,3,0,,,1.9,,,0,0,,36.9,0,,,0,0,0.0,0,1,33.3,53,1,0,0,0,0,0,0.0,,0,1,0.0,100.0,1.7,2.0,2.0,0,0,0.0,88.3,0,1,0.0,0,0,79.2,1,2,66.7,121,6,4,1,0,1,1,0.5,1.0
Robert Mathis,1447,ED,IND,6,12,0,14,0,,,2.6,,,0,0,,61.2,0,,,0,0,0.0,0,2,16.7,78,1,0,0,0,0,0,0.0,,0,0,7.0,100.0,9.1,8.0,8.0,0,0,0.0,45.8,0,9,0.0,0,0,104.2,1,8,66.7,88,0,1,1,0,9,2,1.1,9.0
Cullen Jenkins,1637,DI,WAS,5,2,0,32,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,29,0,0,0,0,0,0,,,0,0,,,3.4,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,29,0,0,0,0,0,0,0.0,
DeAngelo Hall,1729,S,WAS,3,90,0,32,0,1.7,66.7,92.9,12.0,8.0,0,1,33.3,69.6,0,6,16.7,1,1,70.1,2,26,28.9,28,1,5,3,0,7,9,0.3,3.5,0,0,8.3,100.0,98.2,13.0,13.0,0,0,0.0,42.3,0,29,0.0,0,0,118.8,4,55,61.1,56,0,2,4,0,72,39,1.4,18.0
Karlos Dansby,1754,LB,CIN,6,151,0,7,0,9.2,66.7,81.3,9.5,6.3,0,0,0.0,54.1,0,32,0.0,0,0,129.2,4,39,25.8,48,2,4,6,1,46,19,1.2,11.5,0,1,3.7,100.0,91.0,5.8,5.8,0,0,0.0,37.8,0,39,13.3,2,0,139.6,16,101,66.9,111,5,12,16,1,205,146,2.2,12.8
Daryl Smith,1760,LB,TB,5,48,0,30,0,-3.0,100.0,29.4,5.0,5.0,0,0,0.0,63.5,0,9,,0,0,104.2,1,5,10.4,17,0,0,1,0,9,12,1.8,9.0,0,0,6.3,100.0,76.6,11.3,11.3,0,0,0.0,47.6,1,33,0.0,0,0,79.2,3,36,75.0,47,0,2,3,0,70,51,2.1,23.3
