player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Julius Peppers,1010,ED,GB,6,0,-1.0,0.0,4.2,,5.0,0,0,1,100.0,12,62.7,80.2,84.0,82.4,51.9,34.2,0,,,0,1,0,39.6,0,5,120,2,0,1,0,0,0,0.0,
Dwight Freeney,1019,ED,ATL,7,0,,,0.6,,,0,0,0,,2,60.0,67.1,87.3,66.4,51.8,52.7,0,,100.0,1,0,0,0.0,0,1,167,2,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,7,1,4.0,100.0,31.0,15.7,15.7,0,0,0,0.0,25,76.9,74.5,83.4,66.4,65.4,81.0,1,9,0.0,0,0,0,59.0,3,48,155,1,5,3,0,23,11,0.5,7.7
Terence Newman,1321,CB,MIN,6,1,14.0,42.4,100.0,15.1,6.4,0,1,7,21.2,18,79.9,80.3,84.2,,72.9,66.4,1,12,6.3,1,5,3,49.1,14,227,227,2,14,33,1,112,17,0.5,8.0
Terrell Suggs,1326,ED,BLT,6,1,0.0,100.0,1.7,3.0,3.0,1,0,0,0.0,3,66.8,65.0,0.0,60.8,81.8,81.0,0,1,0.0,0,0,4,79.2,1,3,179,7,4,1,0,1,1,0.3,1.0
Robert Mathis,1447,ED,IND,7,0,10.5,100.0,6.3,6.5,6.5,0,0,0,0.0,14,36.5,51.9,86.9,57.3,51.4,78.8,0,14,0.0,0,0,0,114.6,2,13,205,1,1,2,0,23,2,1.8,11.5
Cullen Jenkins,1637,DI,WAS,6,0,,,3.0,,,0,0,0,,32,57.2,51.4,82.2,53.9,52.8,47.1,0,,0.0,0,0,0,0.0,0,2,67,0,1,0,0,0,0,0.0,
DeAngelo Hall,1729,S,WAS,3,0,5.4,85.7,96.8,14.0,12.0,0,0,1,14.3,32,53.2,55.4,79.3,54.9,64.9,57.1,0,29,12.5,1,1,0,113.7,6,90,93,1,7,7,0,79,48,0.9,13.2
Karlos Dansby,1754,LB,CIN,7,1,4.7,88.0,88.5,7.6,6.7,0,0,1,4.0,7,50.6,56.7,36.7,52.4,70.8,53.5,0,39,16.0,4,1,1,138.0,22,177,200,9,20,25,2,268,180,1.6,12.2
Daryl Smith,1760,LB,TB,6,0,6.6,80.0,65.7,15.3,12.2,0,0,0,0.0,30,48.1,49.3,81.8,48.8,55.7,33.4,1,33,33.3,1,0,0,79.2,4,65,99,0,2,5,0,79,63,1.3,19.8
