team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
NYG,21,3,113,1,11,113,91.2,16,4
NO,20,3,144,4,20,144,91.0,25,1
PHI,24,3,110,4,13,110,90.5,19,2
GB,12,3,109,0,13,109,90.4,17,4
TEN,31,3,117,1,18,117,90.2,21,2
NYJ,22,3,121,1,22,121,89.7,24,1
OAK,23,3,123,2,25,123,89.0,27,0
WAS,32,3,129,5,18,129,88.8,26,3
ATL,2,3,114,4,15,114,87.3,24,5
DAL,9,3,105,5,16,105,87.1,24,3
SF,28,3,108,2,24,108,87.0,27,1
NE,19,3,98,4,16,98,86.7,23,3
ARZ,1,3,131,4,19,131,86.6,29,6
JAX,15,3,141,4,26,141,86.5,34,4
DEN,10,3,105,4,21,105,86.2,27,2
BLT,3,3,125,5,22,125,86.0,31,4
KC,16,3,131,6,16,131,85.5,30,8
DET,11,3,133,4,23,133,85.3,33,6
CIN,7,3,133,3,23,133,85.0,33,7
SD,27,3,109,2,23,109,84.9,29,4
MIA,17,3,122,6,27,122,84.8,35,2
TB,30,3,152,14,27,152,84.5,44,3
CAR,5,3,121,2,25,121,83.9,33,6
BUF,4,3,90,2,21,90,83.9,26,3
HST,13,3,117,6,20,117,83.8,32,6
SEA,29,3,124,8,27,124,83.5,38,3
CHI,6,3,116,6,25,116,83.2,35,4
LA,26,3,100,4,26,100,82.0,33,3
MIN,18,3,99,9,22,99,80.3,35,4
CLV,8,3,111,9,25,111,80.2,39,5
IND,14,3,137,4,35,137,79.9,47,8
PIT,25,3,126,5,36,126,79.0,47,6
