player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Julius Peppers,1010,ED,GB,12,0,-2.5,50.0,4.6,13.0,6.5,0,0,1,50.0,12,57.9,73.4,55.8,75.4,62.8,52.0,0,5,50.0,1,1,2,56.3,1,13,283,7,1,2,0,5,9,0.4,5.0
Dwight Freeney,1019,ED,ATL,11,0,,,0.4,,,0,0,0,,2,60.0,65.7,89.0,66.5,46.6,55.4,0,,100.0,1,0,1,0.0,0,1,251,2,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,12,2,7.8,87.5,32.8,12.4,10.9,0,0,0,0.0,25,71.6,87.8,85.5,84.3,75.0,74.6,1,18,0.0,0,0,0,55.7,7,90,274,6,6,8,0,55,15,0.6,7.9
Terence Newman,1321,CB,MIN,11,2,13.0,52.2,98.9,13.4,7.0,0,1,8,17.4,18,82.3,80.4,85.6,53.9,63.1,62.2,1,24,7.4,2,6,3,61.4,24,344,348,6,23,46,1,195,23,0.6,8.1
Terrell Suggs,1326,ED,BLT,11,1,0.0,100.0,2.6,9.0,9.0,1,0,0,0.0,3,49.4,77.5,28.9,74.4,80.6,76.4,0,1,16.7,1,0,4,79.2,1,9,347,10,4,1,0,1,1,0.1,1.0
Robert Mathis,1447,ED,IND,11,0,7.0,100.0,8.7,9.0,9.0,0,0,0,0.0,14,49.5,49.8,88.5,55.5,43.3,44.3,0,14,0.0,0,0,0,105.6,3,27,309,3,2,3,0,28,7,1.0,9.3
Cullen Jenkins,1637,DI,WAS,11,0,,,1.5,,,0,0,0,,32,57.2,57.8,56.3,63.2,55.4,57.7,0,,0.0,0,0,1,0.0,0,2,130,0,1,0,0,0,0,0.0,
DeAngelo Hall,1729,S,WAS,3,0,5.4,85.7,96.8,14.0,12.0,0,0,1,14.3,32,53.2,55.4,79.3,54.9,64.9,57.1,0,29,12.5,1,1,0,113.7,6,90,93,1,7,7,0,79,48,0.9,13.2
Vince Wilfork,1742,DI,HST,11,0,,,0.5,,,0,0,0,,13,59.5,53.6,53.6,57.6,54.4,76.1,0,,0.0,0,0,2,0.0,0,1,194,1,1,0,0,0,0,0.0,
Karlos Dansby,1754,LB,CIN,12,3,4.8,81.8,87.4,8.1,6.6,1,0,1,2.3,7,51.2,59.2,56.0,57.8,71.5,61.0,0,44,15.0,6,1,2,118.2,36,304,348,13,31,44,2,384,220,1.3,10.7
Daryl Smith,1760,LB,TB,12,0,6.2,88.9,71.0,15.0,13.3,0,0,0,0.0,30,56.2,54.1,83.6,53.8,53.4,55.1,1,33,14.3,1,0,0,79.2,8,130,183,1,6,9,0,127,88,1.1,15.9
