player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Julius Peppers,1010,ED,GB,3,0,,,4.4,,,0,0,0,,12,56.5,70.1,81.8,71.4,57.7,73.0,0,,,0,0,0,0.0,0,3,68,1,0,0,0,0,0,0.0,
Dwight Freeney,1019,ED,ATL,3,0,,,1.4,,,0,0,0,,2,60.0,54.4,83.6,60.2,37.8,27.8,0,,100.0,1,0,0,0.0,0,1,73,1,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,3,1,5.0,100.0,32.8,11.0,11.0,0,0,0,0.0,25,78.1,74.9,80.2,66.8,59.9,78.1,1,9,0.0,0,0,0,58.3,2,22,67,1,3,2,0,15,5,0.7,7.5
Terence Newman,1321,CB,MIN,3,0,12.9,47.1,100.0,13.9,6.5,0,1,2,11.8,18,69.4,69.8,81.4,,65.9,72.7,1,12,0.0,0,2,3,33.2,8,121,121,1,10,17,0,67,6,0.6,8.4
Terrell Suggs,1326,ED,BLT,3,1,,,2.7,,,0,0,0,,3,64.5,64.8,31.3,61.1,69.5,77.5,0,,0.0,0,0,1,0.0,0,2,75,3,1,0,0,0,0,0.0,
Robert Mathis,1447,ED,IND,3,0,,,6.8,,,0,0,0,,14,62.6,66.2,83.6,62.9,62.4,75.5,0,,,0,0,0,0.0,0,6,88,0,0,0,0,0,0,0.0,
Cullen Jenkins,1637,DI,WAS,2,0,,,3.0,,,0,0,0,,32,60.0,60.8,79.0,53.5,68.4,29.8,0,,,0,0,0,0.0,0,1,33,0,0,0,0,0,0,0.0,
DeAngelo Hall,1729,S,WAS,3,0,5.4,85.7,96.8,14.0,12.0,0,0,1,14.3,32,53.2,55.4,79.3,54.9,64.9,57.1,0,29,12.5,1,1,0,113.7,6,90,93,1,7,7,0,79,48,0.9,13.2
Karlos Dansby,1754,LB,CIN,3,0,5.0,85.7,85.5,7.3,6.3,0,0,0,0.0,7,51.1,52.6,7.4,55.9,63.1,61.8,0,24,9.1,1,0,1,107.7,12,94,110,3,10,14,0,138,96,1.6,11.5
Daryl Smith,1760,LB,TB,3,0,-1.0,100.0,75.0,13.0,13.0,0,0,0,0.0,30,38.8,54.2,78.3,51.8,69.5,42.8,0,21,,0,0,0,118.8,2,27,36,0,0,2,0,37,39,1.4,18.5
Mike Adams,1972,S,IND,3,0,5.3,50.0,93.6,55.0,27.5,0,0,0,0.0,14,66.7,71.5,81.7,67.4,71.2,88.9,0,10,0.0,0,0,0,57.3,2,117,125,0,8,4,0,13,17,0.1,6.5
Adam Jones,2223,CB,CIN,3,1,9.1,61.9,100.0,8.6,5.3,0,0,1,4.8,7,63.9,63.8,83.0,,59.1,57.9,1,41,14.3,2,1,1,82.4,13,123,123,2,11,21,1,165,54,1.5,12.7
DeMarcus Ware,2228,ED,DEN,2,0,,,3.0,,,0,0,0,,10,60.0,68.3,78.6,76.2,42.5,47.9,0,,,0,0,0,0.0,0,1,33,2,0,0,0,0,0,0.0,
Thomas Davis Sr.,2231,LB,CAR,3,0,2.6,81.8,78.0,8.7,7.1,0,0,0,0.0,5,53.1,61.8,82.2,71.4,64.6,69.0,1,25,0.0,0,0,0,92.4,9,78,100,3,9,11,1,88,62,1.1,9.8
Derrick Johnson,2232,LB,KC,3,1,0.8,83.3,92.7,10.9,9.1,0,0,1,8.3,16,85.6,78.2,82.6,61.4,58.2,43.6,1,13,22.2,2,1,0,53.5,10,115,124,3,6,12,0,62,61,0.6,6.2
Jonathan Babineaux,2276,DI,ATL,3,0,,,4.9,,,0,0,0,,2,47.7,51.4,80.9,61.7,53.3,26.3,0,,100.0,1,0,0,0.0,0,3,61,0,0,0,0,0,0,0.0,
Trent Cole,2363,ED,IND,2,0,0.0,100.0,4.7,2.0,2.0,0,0,0,0.0,14,46.9,57.0,80.0,61.6,58.8,24.1,0,8,,0,0,0,100.0,1,2,43,0,0,1,0,8,8,4.0,8.0
Lorenzo Alexander,2476,ED,BUF,3,0,1.3,100.0,19.1,5.7,5.7,0,0,0,0.0,4,43.4,68.4,82.0,78.9,56.3,80.4,0,15,0.0,0,0,1,98.6,3,18,94,3,1,3,0,23,19,1.4,7.7
Ahmad Brooks,2945,ED,SF,3,0,10.0,66.7,28.0,11.5,7.7,1,1,1,33.3,28,78.3,59.6,41.9,55.5,54.1,51.9,0,24,33.3,2,1,1,109.7,2,23,82,5,4,3,0,39,33,1.7,19.5
Mario Williams,2946,ED,MIA,3,0,,,2.1,,,0,0,0,,17,63.6,64.7,86.0,58.3,62.0,44.7,0,,100.0,1,0,0,0.0,0,2,95,1,0,0,0,0,0,0.0,
Haloti Ngata,2957,DI,DET,3,0,9.0,100.0,1.2,1.0,1.0,0,0,0,0.0,11,59.2,49.8,35.1,56.3,51.9,70.3,0,8,0.0,0,0,1,139.6,1,1,86,2,1,1,1,8,0,8.0,8.0
Chad Greenway,2962,LB,MIN,3,0,-2.0,100.0,87.5,25.0,25.0,0,0,0,0.0,18,38.7,54.4,74.7,53.5,74.4,29.4,0,6,100.0,1,0,0,131.3,1,28,32,0,0,1,1,6,8,0.2,6.0
Antonio Cromartie,2964,CB,IND,3,0,8.6,62.5,100.0,10.8,6.8,0,1,1,6.3,14,62.5,64.1,82.1,,68.4,82.1,0,44,0.0,0,1,2,90.4,10,114,114,0,10,16,0,139,77,1.3,13.9
Tamba Hali,2965,ED,KC,3,0,,,13.2,,,0,0,0,,16,67.3,83.0,81.5,71.0,81.0,76.7,0,,50.0,1,0,0,0.0,0,10,76,1,1,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,3,2,13.7,42.9,100.0,10.4,4.5,0,1,5,23.8,13,55.3,57.3,81.2,,65.0,50.4,0,27,18.2,2,4,2,61.8,9,102,102,1,7,21,0,121,54,1.3,13.4
D'Qwell Jackson,2979,LB,IND,3,0,3.7,71.4,91.5,16.0,11.4,0,0,0,0.0,14,54.1,58.6,80.7,49.5,66.4,59.6,0,20,25.0,1,0,0,93.2,5,86,94,1,3,7,0,53,33,0.7,10.6
Roman Harper,2988,S,NO,3,0,0.8,80.0,80.7,11.3,9.0,0,0,0,0.0,20,56.4,46.6,0.0,49.7,49.6,41.2,0,16,0.0,0,0,1,100.8,4,46,57,0,2,5,0,41,37,0.9,10.3
Will Blackmon,3060,S,WAS,2,0,9.0,33.3,91.9,29.0,9.7,0,0,0,0.0,32,79.7,82.0,79.2,54.0,60.8,77.2,0,10,0.0,0,0,0,43.8,1,34,37,1,1,3,0,10,7,0.3,10.0
Stephen Tulloch,3061,LB,PHI,2,0,4.0,100.0,93.8,4.7,4.7,0,0,0,0.0,24,58.4,62.8,73.0,60.0,67.2,33.5,0,10,25.0,1,0,0,95.8,3,15,16,1,3,3,0,21,9,1.5,7.0
Domata Peko Sr.,3068,DI,CIN,3,0,,,1.5,,,0,0,0,,7,62.4,58.5,83.8,54.2,57.3,73.5,0,,0.0,0,0,0,0.0,0,1,68,1,1,0,0,0,0,0.0,
Kyle Williams,3079,DI,BUF,3,0,,,2.7,,,0,0,0,,4,57.5,70.1,83.2,55.4,77.9,47.6,0,,,0,0,0,0.0,0,3,112,1,0,0,0,0,0,0.0,
Kedric Golston,3141,DI,WAS,2,0,,,11.1,,,0,0,0,,32,60.0,61.0,77.9,56.2,63.0,69.7,0,,,0,0,0,0.0,0,1,9,0,0,0,0,0,0,0.0,
Antoine Bethea,3152,S,SF,3,1,9.6,100.0,95.8,15.4,15.4,0,0,1,14.3,28,61.8,70.4,81.9,50.2,87.1,84.6,1,78,0.0,0,1,0,118.8,7,113,118,3,8,7,2,123,59,1.1,17.6
Tramon Williams,3558,CB,CLV,3,1,5.8,85.7,95.9,7.3,6.2,0,0,0,0.0,8,49.4,55.8,80.0,50.1,82.1,64.1,0,42,18.2,2,0,1,150.0,12,93,97,3,8,14,3,147,74,1.7,12.3
Brent Grimes,3589,CB,TB,3,1,15.4,56.3,99.1,11.8,6.6,1,1,3,18.8,30,63.1,64.1,81.1,60.0,64.9,81.4,0,27,0.0,0,2,2,116.7,9,111,112,0,6,16,2,108,23,1.0,12.0
Darrelle Revis,3630,CB,NYJ,3,0,11.6,78.9,100.0,6.7,5.3,0,0,0,0.0,22,47.0,50.5,80.5,,68.3,28.2,0,84,27.8,5,0,0,132.0,15,105,105,4,13,19,1,218,81,2.2,14.5
Lawrence Timmons,3631,LB,PIT,3,2,7.2,70.0,94.2,11.1,7.8,0,0,1,10.0,25,65.2,62.1,0.0,52.8,63.8,45.5,0,31,25.0,3,1,1,95.0,7,81,86,2,7,10,0,83,46,1.1,11.9
Leon Hall,3634,CB,NYG,3,1,2.6,60.0,95.1,12.2,7.3,0,0,1,10.0,21,73.2,66.5,77.5,68.1,29.6,57.5,0,55,0.0,0,1,0,120.4,6,78,82,2,4,10,1,84,85,1.2,14.0
Reggie Nelson,3637,S,OAK,3,3,24.6,60.0,100.0,38.0,22.8,0,0,1,20.0,23,54.9,59.3,81.9,,73.5,85.7,1,48,5.9,1,1,0,64.6,3,122,122,0,13,5,0,103,12,0.9,34.3
Paul Posluszny,3650,LB,JAX,3,1,4.3,75.0,90.3,10.4,7.8,0,0,0,0.0,15,65.5,73.4,80.9,63.2,76.9,77.4,1,44,7.7,1,0,0,103.1,9,102,113,4,11,12,1,131,90,1.4,14.6
Eric Weddle,3653,S,BLT,3,1,9.8,25.0,98.2,105.0,26.3,0,0,3,75.0,3,80.7,86.2,2.4,69.4,82.3,71.3,1,6,16.7,1,3,1,0.0,1,111,113,0,4,4,0,6,0,0.1,6.0
David Harris,3663,LB,NYJ,3,0,1.8,66.7,87.2,15.2,10.1,0,0,1,11.1,22,67.0,55.5,80.0,54.7,42.4,70.3,0,13,0.0,0,0,0,72.9,6,95,109,4,6,9,0,33,32,0.4,5.5
Justin Durant,3664,LB,DAL,3,1,11.0,100.0,93.8,8.8,8.8,0,0,1,20.0,9,49.7,49.8,76.1,53.3,58.3,83.6,0,32,0.0,0,1,0,118.8,5,45,48,0,4,5,0,85,30,1.9,17.0
Charles Johnson,3699,ED,CAR,3,0,,,15.2,,,0,0,0,,5,62.6,82.2,84.3,59.2,89.9,75.9,0,,0.0,0,0,0,0.0,0,10,66,1,1,0,0,0,0,0.0,
Brian Robison,3718,ED,MIN,3,1,9.0,100.0,4.8,6.0,6.0,0,0,0,0.0,18,48.1,57.5,47.5,63.7,55.1,55.7,0,15,0.0,0,0,1,118.8,1,6,124,2,0,1,0,15,6,2.5,15.0
Dashon Goldson,3742,S,ATL,1,0,4.0,100.0,100.0,2.0,2.0,0,0,0,0.0,2,48.1,43.4,69.7,,60.0,22.9,0,14,100.0,1,0,0,118.8,1,2,2,0,0,1,0,14,10,7.0,14.0
Corey Graham,3784,S,BUF,3,0,18.1,57.1,92.9,30.5,17.4,0,1,2,28.6,4,79.8,84.0,87.1,64.7,73.2,55.3,1,25,33.3,2,2,0,39.9,4,131,141,2,4,7,0,50,19,0.4,12.5
William Gay,3786,CB,PIT,3,2,5.4,64.7,97.1,11.7,7.6,0,0,2,11.8,25,72.7,70.7,10.5,55.3,67.3,58.6,0,20,9.1,1,1,2,100.6,11,136,140,3,8,17,1,102,50,0.8,9.3
Chris Long,4316,ED,NE,3,0,4.0,66.7,14.4,7.0,4.7,0,1,0,0.0,19,60.9,74.9,81.8,73.8,64.5,59.3,0,8,50.0,1,0,0,71.5,2,15,104,2,1,3,0,10,1,0.7,5.0
Leodis McKelvin,4325,CB,PHI,1,0,7.8,50.0,100.0,11.5,5.8,0,0,0,0.0,24,64.4,62.4,75.3,,53.0,52.6,0,11,33.3,1,0,0,56.3,2,24,24,1,2,4,0,11,2,0.5,5.5
Dominique Rodgers-Cromartie,4330,CB,NYG,3,0,12.6,62.5,94.2,9.3,5.8,1,0,3,18.8,21,55.1,56.5,80.2,66.5,57.8,42.8,0,44,20.0,2,3,1,109.4,10,98,104,0,8,16,1,132,47,1.4,13.2
Aqib Talib,4334,CB,DEN,3,0,8.4,55.0,100.0,9.5,5.3,0,0,3,15.0,10,73.1,73.5,81.0,,67.8,36.7,1,16,22.2,2,3,1,48.3,11,117,117,0,7,20,0,102,41,1.0,9.3
Brandon Flowers,4349,CB,SD,3,1,7.3,69.6,97.2,8.3,5.7,1,0,1,4.3,27,64.0,68.7,79.7,92.6,65.7,88.3,0,22,0.0,0,1,1,86.7,16,139,143,5,15,23,0,147,78,1.1,9.2
Tracy Porter,4354,CB,CHI,3,0,12.2,52.4,100.0,9.3,4.9,0,0,1,4.8,6,60.6,64.8,82.0,,76.6,83.9,1,23,0.0,0,1,0,77.7,11,107,107,1,9,21,2,101,16,1.0,9.2
