player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Mike Evans,8642,WR,TB,8,15.6,2,55.6,66.7,6,9,0,9.8,6,46,30,0,50.1,80.1,90.4,,89.9,0.0,0,4,45,0.0,0,337,3,55,90.5,305,19.0,64,89.8,99,8,81.0,273,745,112,2.0,13.5,2.44
Amari Cooper,9437,WR,OAK,9,10.4,11,68.2,42.9,3,7,0,4.9,3,35,23,2,74.1,43.4,81.2,,81.5,0.0,0,0,64,0.0,0,395,3,58,90.9,359,16.7,66,108.1,85,2,82.3,325,843,321,5.5,14.5,2.35
A.J. Green,6156,WR,CIN,8,12.7,6,70.2,80.0,8,10,1,4.8,3,38,7,0,76.7,80.4,90.6,,90.5,0.6,2,0,54,0.0,0,327,3,59,93.3,305,20.8,68,117.0,84,3,78.6,257,896,252,4.3,15.2,2.94
Antonio Brown,5718,WR,PIT,8,11.0,3,66.3,68.4,13,19,1,3.5,2,33,25,0,81.2,85.4,79.9,,80.7,0.0,0,2,51,0.0,0,340,4,55,95.6,325,13.5,46,105.3,83,6,86.2,293,677,166,3.0,12.3,2.08
Emmanuel Sanders,5606,WR,DEN,9,12.7,6,59.8,100.0,7,7,1,0.0,0,31,10,1,90.4,35.3,81.9,,81.3,0.0,0,3,41,0.0,0,324,2,49,92.0,298,22.5,73,80.0,82,3,77.5,251,614,140,2.9,12.5,2.06
T.Y. Hilton,7092,WR,IND,9,12.9,4,64.2,66.7,4,6,0,7.1,4,34,14,0,61.3,80.9,79.7,,79.1,0.2,1,1,63,0.0,0,419,0,52,92.6,388,57.3,240,107.6,81,4,42.5,178,791,170,3.3,15.2,2.04
Brandon Marshall,3064,WR,NYJ,9,13.3,2,48.8,33.3,2,6,2,11.4,5,29,22,0,50.6,82.0,71.6,,71.0,0.0,0,6,41,0.0,0,361,4,39,93.9,339,19.7,71,50.3,80,2,80.3,290,586,152,3.9,15.0,1.73
Michael Crabtree,4933,WR,OAK,9,11.8,8,62.0,81.8,9,11,0,9.3,5,35,23,0,60.1,79.7,78.2,,78.8,0.0,0,2,56,0.0,0,362,7,49,90.9,329,24.3,88,100.0,79,6,75.7,274,596,144,2.9,12.2,1.81
Larry Fitzgerald,1724,WR,ARZ,8,8.9,7,71.8,75.0,9,12,0,5.1,3,34,1,1,75.9,53.8,81.7,78.7,79.5,0.5,2,1,29,0.8,3,364,1,56,92.6,337,66.5,242,107.5,78,5,33.0,120,554,185,3.3,9.9,1.64
Allen Robinson II,8696,WR,JAX,8,13.9,2,50.6,40.0,6,15,1,15.2,7,29,15,1,35.3,29.5,68.2,,66.8,0.0,0,4,35,0.0,0,378,1,39,92.3,349,22.2,84,63.9,77,4,77.8,294,442,75,1.9,11.3,1.27
