player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,4,19,19,4.39,39.63,49.26,12.5,0,0,1,1,13,63.7,7,62,2,0,68.4,163,13,19,83.39,753,1,936
Andy Lee,1906,P,CAR,4,17,17,4.55,42.29,51.06,15.6,0,0,5,3,5,73.5,9,76,0,0,41.2,109,7,17,77.39,719,2,868
Donnie Jones,1939,P,PHI,3,15,15,4.48,36.67,45.2,34.0,0,0,4,6,24,67.8,5,72,0,0,13.3,68,2,15,67.24,550,3,678
Dustin Colquitt,2316,P,KC,4,21,21,4.49,39.76,43.38,4.5,0,0,4,6,16,63.5,9,58,1,0,38.1,36,8,21,94.28,835,2,911
Sam Koch,3148,P,BLT,4,18,18,4.14,36.61,47.44,14.6,0,0,0,2,3,72.6,4,60,3,0,66.7,175,12,18,74.46,659,1,854
Jon Ryan,3493,P,SEA,4,20,20,4.31,39.0,43.35,9.6,0,0,3,7,29,61.2,8,57,1,0,35.0,67,7,20,86.12,780,1,867
Brett Kern,4580,P,TEN,4,19,19,4.42,38.79,49.53,14.9,0,0,1,4,31,79.3,6,71,1,0,57.9,164,11,19,83.89,737,2,941
Kevin Huber,5066,P,CIN,4,21,21,4.23,41.24,46.0,7.3,0,0,1,5,7,63.4,8,58,3,0,52.4,80,11,21,88.81,866,1,966
Thomas Morstead,5088,P,NO,4,16,16,4.54,43.88,51.06,9.2,0,0,4,0,20,78.8,7,66,3,0,37.5,55,6,16,72.63,702,3,817
Pat McAfee,5146,P,IND,4,14,14,4.32,42.43,49.36,6.2,0,0,1,0,14,80.8,6,72,4,0,42.9,37,6,14,60.45,594,3,691
Britton Colquitt,5192,P,CLV,4,16,16,4.44,40.06,47.19,13.4,0,0,2,4,8,74.8,4,59,2,0,43.8,94,7,16,71.1,641,1,755
Matt Bosher,6344,P,ATL,4,13,13,4.55,41.31,44.08,5.3,0,0,1,7,2,75.2,8,60,0,0,23.1,16,3,13,59.12,537,1,573
Chris Jones,6798,P,DAL,4,13,13,4.72,40.0,50.0,15.0,0,0,1,2,9,81.1,5,63,2,0,46.2,90,6,13,61.36,520,2,650
Bryan Anger,7072,P,TB,4,22,22,4.77,43.32,47.55,7.6,0,0,1,12,30,84.4,10,59,0,0,31.8,53,7,22,105.02,953,2,1046
Brad Nortman,7192,P,JAX,4,17,17,4.61,43.71,48.35,9.8,0,0,6,3,15,70.2,7,78,1,0,23.5,39,4,17,78.29,743,2,822
Johnny Hekker,7252,P,LA,4,27,27,4.3,42.26,44.48,8.6,0,0,1,16,26,70.8,18,64,3,0,25.9,60,7,27,116.15,1141,0,1201
