player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,GB,15,2,0,12,75.7,4,23,350,95.3,12.9,45,2,6.1,8,387,369,35,1,75.5,3,18,203,99.5,17.7,36,8.1,6,215,214,27
Dwight Freeney,1019,ED,ATL,14,0,0,2,64.3,5,35,304,99.7,17.4,53,1,7.9,4,321,320,44,0,66.9,4,27,165,100.0,24.2,40,11.2,3,175,175,34
James Harrison,1251,ED,PIT,15,0,0,25,80.2,5,28,230,64.0,20.9,48,0,9.3,5,389,249,38,0,89.9,3,21,115,77.0,30.4,35,13.0,3,161,124,27
Terence Newman,1321,CB,MIN,14,0,0,18,53.9,0,0,4,0.9,0.0,0,4,0.0,0,443,4,0,0,55.6,0,0,2,1.0,0.0,0,0.0,0,202,2,0
Terrell Suggs,1326,ED,BLT,14,3,1,3,68.6,11,25,411,97.8,9.7,40,5,6.3,8,446,436,44,2,73.0,8,15,193,98.6,14.0,27,8.5,5,210,207,28
Robert Mathis,1447,ED,IND,13,0,0,14,57.4,1,19,296,91.7,9.8,29,0,4.7,4,348,319,24,0,60.0,1,11,141,95.7,12.1,17,6.4,3,164,157,15
Cullen Jenkins,1637,DI,WAS,14,0,0,32,62.1,1,8,162,98.9,6.8,11,1,2.8,0,178,176,9,0,64.6,1,6,61,100.0,11.5,7,5.7,0,69,69,7
DeAngelo Hall,1729,S,WAS,3,0,0,32,54.9,0,0,3,3.2,0.0,0,0,0.0,0,93,3,0,0,59.7,0,0,1,2.8,0.0,0,0.0,0,36,1,0
Vince Wilfork,1742,DI,HST,14,0,0,13,58.4,3,10,225,99.6,6.2,14,2,2.9,0,246,245,13,0,53.4,2,5,75,100.0,6.7,5,4.7,0,83,83,7
Karlos Dansby,1754,LB,CIN,15,1,2,7,58.9,2,3,47,12.0,4.3,2,3,5.3,0,442,53,5,0,44.5,0,1,15,8.7,0.0,0,3.3,0,208,18,1
Daryl Smith,1760,LB,TB,15,0,0,30,52.6,0,5,56,26.6,3.6,2,0,4.5,0,222,59,5,0,48.7,0,2,20,31.1,5.0,1,5.0,0,74,23,2
Antonio Smith,1856,DI,HST,12,0,0,13,58.6,4,10,165,100.0,8.5,14,2,4.8,1,177,177,15,0,61.1,3,9,92,100.0,13.0,12,7.6,1,100,100,13
Mike Adams,1972,S,IND,14,0,0,14,60.3,2,0,22,4.2,0.0,0,0,4.5,0,573,24,2,0,58.9,1,0,10,4.0,0.0,0,5.0,0,247,10,1
Adam Jones,2223,CB,CIN,15,0,1,7,54.0,0,1,2,0.3,0.0,0,8,25.0,0,626,2,1,0,54.0,0,1,2,0.7,0.0,0,25.0,0,307,2,1
DeMarcus Ware,2228,ED,DEN,10,0,2,10,68.4,3,18,192,95.5,15.6,30,4,8.1,5,220,210,26,0,71.3,2,12,113,97.6,20.4,23,10.6,5,127,124,19
