player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,GB,4,0,2.0,0,0,12,54.4,69.6,82.5,71.1,61.2,74.0,0.0,0,0,25,25,4.0,1,2
Dwight Freeney,1019,ED,ATL,5,0,0.0,0,0,2,60.0,67.7,86.2,68.6,46.4,49.4,0.0,0,0,23,23,4.3,1,1
James Harrison,1251,ED,PIT,5,1,3.8,0,0,25,77.0,76.5,82.4,69.7,62.9,79.7,0.0,0,0,39,39,7.7,3,5
Terence Newman,1321,CB,MIN,5,0,5.0,0,0,18,78.0,78.6,83.7,,72.1,65.3,33.3,1,3,93,97,1.1,1,2
Terrell Suggs,1326,ED,BLT,5,1,1.2,1,0,3,66.8,59.5,4.8,57.9,72.5,80.0,0.0,0,3,60,64,5.0,3,5
Robert Mathis,1447,ED,IND,5,1,2.8,0,0,14,52.1,56.2,85.6,58.5,53.1,76.8,0.0,0,0,63,65,6.3,4,6
Cullen Jenkins,1637,DI,WAS,4,0,1.0,0,0,32,56.5,52.6,81.4,55.1,54.2,29.8,25.0,1,0,38,39,5.3,2,3
DeAngelo Hall,1729,S,WAS,3,0,5.8,0,0,32,53.2,55.4,79.3,54.9,64.9,57.1,16.7,1,0,73,73,2.7,2,5
Vince Wilfork,1742,DI,HST,5,4,1.3,0,0,13,60.0,75.9,83.7,67.7,72.0,75.3,6.3,1,0,104,108,9.6,10,11
Karlos Dansby,1754,LB,CIN,5,3,3.0,0,0,7,56.4,56.9,23.6,53.8,63.7,67.2,7.7,1,1,92,95,6.5,6,9
Daryl Smith,1760,LB,TB,5,1,1.5,0,0,30,47.6,55.2,80.7,52.9,63.8,55.3,12.5,1,0,83,85,6.0,5,6
Antonio Smith,1856,DI,HST,2,0,,0,0,13,,76.8,75.3,72.9,60.0,67.6,,0,0,2,2,0.0,0,0
Mike Adams,1972,S,IND,5,1,14.2,0,1,14,70.5,72.2,83.9,64.9,65.5,72.5,15.4,2,0,109,113,0.9,1,10
Adam Jones,2223,CB,CIN,5,1,6.6,0,0,7,64.0,63.3,84.6,,55.3,58.6,14.3,1,1,122,125,1.6,2,5
DeMarcus Ware,2228,ED,DEN,2,1,,0,0,10,60.0,68.3,78.6,76.2,42.5,47.9,50.0,1,0,12,12,0.0,0,0
Thomas Davis Sr.,2231,LB,CAR,5,3,2.9,0,1,5,50.9,61.1,82.9,68.9,67.4,64.4,8.3,1,0,96,100,6.3,6,8
