team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,12,543,5,76,543,90.0,95,14
OAK,23,12,481,10,79,481,89.9,93,4
NO,20,12,517,16,78,517,88.8,105,11
TEN,31,12,418,8,72,418,88.0,90,10
PIT,25,12,478,13,79,478,87.9,104,12
CHI,6,12,451,18,70,451,87.4,101,13
KC,16,12,470,12,71,470,87.3,101,18
PHI,24,12,492,23,75,492,87.0,113,15
DAL,9,12,398,11,73,398,86.9,94,10
JAX,15,12,539,19,106,539,86.4,136,11
WAS,32,12,492,21,94,492,86.3,125,10
NE,19,12,457,19,83,457,86.2,114,12
BLT,3,12,526,20,108,526,85.6,140,12
NYG,21,12,472,19,97,472,85.6,126,10
ATL,2,12,459,29,68,459,85.5,115,18
CIN,7,12,489,11,89,489,85.3,122,22
DET,11,12,479,14,109,479,83.8,139,16
TB,30,12,492,34,108,492,83.7,151,9
CAR,5,12,453,21,98,453,83.6,134,15
LA,26,12,449,18,100,449,82.9,136,18
CLV,8,12,505,25,105,505,82.8,152,22
NYJ,22,12,458,22,101,458,82.4,142,19
MIN,18,12,461,35,85,461,82.2,142,22
BUF,4,12,427,15,111,427,82.2,139,13
HST,13,12,471,26,114,471,81.3,158,18
ARZ,1,12,541,38,122,541,81.0,183,23
MIA,17,12,411,25,94,411,80.9,138,19
DEN,10,12,459,21,120,459,80.5,160,19
SEA,29,12,475,28,129,475,80.1,173,16
SF,28,12,453,16,134,453,79.5,168,18
SD,27,12,461,28,118,461,79.2,169,23
IND,14,12,516,27,148,516,78.2,200,25
