player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,GB,2,0,0,,0,0,12,56.5,64.7,79.9,75.6,38.3,71.7,2,3,0,,,0,0,0,0.0,0,2,2,0,3,56,54,1,6,34,13,0,2,42,11,0,1,0,0,7,0,0,0,
Dwight Freeney,1019,ED,ATL,2,0,0,,0,0,2,60.0,44.4,81.8,50.1,42.3,24.2,2,2,0,,100.0,1,0,0,0.0,0,0,0,0,1,56,56,0,2,51,3,0,0,45,10,0,0,0,0,4,0,0,0,
James Harrison,1251,ED,PIT,2,0,0,100.0,0,1,25,77.4,75.6,79.3,59.6,74.6,75.7,0,2,1,9,0.0,0,0,0,58.3,2,0,17,0,19,63,45,0,0,45,0,0,18,35,9,1,2,3,2,2,0,15,5,7.5
Terence Newman,1321,CB,MIN,2,0,0,50.0,0,0,18,59.5,59.3,79.9,,55.8,67.9,0,0,0,12,11.1,1,2,2,61.0,7,0,7,127,92,134,0,0,0,0,0,0,134,0,42,0,0,8,14,0,0,58,6,8.3
Terrell Suggs,1326,ED,BLT,2,1,0,,0,0,3,62.8,63.0,79.9,52.7,70.4,75.7,1,2,0,,0.0,0,0,0,0.0,0,1,0,0,2,71,71,0,0,71,0,0,0,43,26,0,3,4,0,4,0,0,0,
Robert Mathis,1447,ED,IND,2,0,0,,0,0,14,60.9,59.9,82.2,56.9,60.3,75.5,1,5,0,,0.0,0,0,0,0.0,0,0,1,0,3,91,90,0,1,89,0,0,1,55,33,0,3,5,0,6,0,0,0,
Cullen Jenkins,1637,DI,WAS,1,0,0,,0,0,32,60.0,64.0,76.8,58.2,69.1,26.1,0,1,0,,50.0,1,0,0,0.0,0,0,0,0,1,29,29,5,18,2,4,0,0,16,12,0,0,1,0,1,0,0,0,
DeAngelo Hall,1729,S,WAS,2,0,0,83.3,0,0,32,52.2,55.7,78.2,54.9,68.4,81.8,0,0,0,29,0.0,0,1,0,117.4,5,0,34,0,73,134,3,0,0,3,0,83,131,3,58,14,2,8,6,0,0,73,45,14.6
Vince Wilfork,1742,DI,HST,2,0,0,,0,0,13,,69.3,78.8,67.8,63.7,72.1,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,60,60,35,24,0,1,0,0,33,27,0,4,4,0,3,0,0,0,
Karlos Dansby,1754,LB,CIN,2,2,0,100.0,0,0,7,41.2,48.0,79.4,51.1,65.4,60.8,0,0,0,24,10.0,2,0,0,117.0,11,0,106,2,67,129,13,0,0,13,0,0,116,10,52,8,7,16,11,0,0,133,96,12.1
