player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Kurt Warner,112,QB,ARZ,14,575,75.6,172,187,7.1,0.0,5,6,3.1,65.2,122,75,6.2,193,33.6,8,73,,54.0,71.0,37.8,70.4,,,6,5,199,8.0,100.8,3.1,6,0,0,4,12,7,3.5,1532,8.2,0,1,66.4,72.1,75.1,30.5,82.0,338,363,7.4,0.0,9,12,3.1,70.0,254,104,8.3,382,66.4,23,134,,77.9,76.3,86.0,74.5,58.4,64.4,8,8,406,17.3,96.0,4.7,18,1,3,5,14,8,2.0,2780,7.7,82.1,379,395,6.8,0.0,12,9,2.2,73.9,292,0,6.1,396,68.9,19,153,,91.3,81.0,86.1,78.9,58.4,64.4,0,7,418,,105.8,0.0,0,1,3,1,20,6,1.4,3097,7.8,10,73.3,131,155,8.9,0.0,2,9,5.6,54.2,84,179,12.5,179,31.1,12,54,,27.9,61.3,35.4,61.5,,,14,6,187,13.4,76.7,13.4,24,0,0,8,6,9,4.8,1215,7.8
Drew Brees,802,QB,NO,14,562,68.1,116,123,8.9,0.0,1,8,6.2,60.2,74,51,6.3,129,23.0,5,49,,87.0,76.3,81.7,75.1,,58.3,2,2,135,9.8,102.5,3.9,5,1,0,4,7,1,0.7,1125,9.1,0,20,92.0,80.8,80.0,44.4,76.7,399,423,8.2,0.0,13,16,3.6,66.0,279,100,8.8,433,77.0,27,148,,91.4,80.3,86.4,78.4,,61.8,3,14,452,6.0,91.4,1.4,6,4,6,2,21,14,3.1,3212,7.6,76.8,392,409,8.7,0.0,10,19,4.4,68.0,278,0,7.6,411,73.1,23,163,,91.3,84.9,86.2,82.3,,67.9,0,11,429,,105.5,0.0,0,2,6,1,26,11,2.6,3616,8.8,2,68.3,123,137,7.4,0.0,4,5,3.5,54.7,75,151,10.7,151,26.9,9,34,,88.2,65.7,82.3,65.8,,52.0,5,5,158,7.3,59.3,7.3,11,3,0,5,2,4,2.5,721,5.3
Jay Cutler,2956,QB,DEN,14,553,68.3,123,126,9.8,0.0,2,13,9.6,59.5,75,54,10.7,135,24.4,9,42,,64.5,78.4,81.9,76.1,,69.2,1,1,144,9.3,95.1,3.7,5,4,0,0,7,5,3.5,854,6.8,0,10,79.6,76.9,77.9,46.1,76.0,375,396,9.4,0.0,11,24,5.7,63.4,251,87,11.9,418,75.6,34,150,,87.2,76.6,63.3,75.3,,64.0,2,14,444,5.7,86.0,1.2,5,17,4,4,17,21,4.7,2997,7.6,77.7,386,402,9.1,0.0,10,24,5.7,66.7,268,0,10.7,412,74.5,32,152,,76.4,81.0,86.2,80.1,,49.9,0,11,431,,94.8,0.2,1,9,4,2,19,19,4.4,3170,7.9,2,61.6,112,120,11.2,0.0,3,13,9.7,48.3,58,141,15.9,141,25.5,11,40,,88.1,68.7,27.4,65.5,,78.2,3,4,157,6.4,66.0,6.4,9,12,0,2,5,7,4.5,681,5.7
Matt Cassel,2447,QB,NE,14,553,73.9,119,130,8.2,0.0,4,5,3.7,60.0,78,60,11.4,150,27.1,10,52,,45.1,66.8,82.2,65.3,,68.1,4,3,156,26.7,81.9,10.7,16,4,0,3,2,5,3.2,1069,8.2,0,19,61.2,60.6,62.3,47.0,77.6,317,342,7.5,0.0,11,8,2.3,65.2,223,99,9.3,403,72.9,23,126,,65.0,61.7,86.1,60.3,59.7,65.9,1,8,415,28.3,89.1,6.9,28,33,3,10,16,11,2.7,2203,6.4,80.4,352,370,6.9,0.0,9,11,2.9,69.7,258,0,8.8,394,71.2,25,146,,91.2,75.5,86.0,74.4,59.7,62.9,0,7,406,,98.0,0.0,0,24,3,6,17,7,1.7,2699,7.3,1,60.7,84,102,11.3,0.0,6,2,1.9,42.2,43,159,15.7,159,28.8,8,32,,23.3,37.6,82.4,35.2,,71.0,5,4,165,27.7,47.5,27.7,44,13,0,7,1,9,5.5,573,5.6
Donovan McNabb,438,QB,PHI,14,545,64.7,156,170,8.4,0.0,7,10,5.8,55.9,95,67,5.9,185,33.9,6,57,,70.8,67.7,35.4,66.2,,74.6,1,4,188,16.4,88.2,5.9,11,4,0,6,10,5,2.7,1214,7.1,0,24,75.1,71.2,70.2,62.6,74.6,319,334,8.7,0.0,4,18,5.2,63.5,212,81,10.9,360,66.1,26,123,,72.6,73.1,85.6,70.3,59.3,76.7,1,7,371,11.1,85.9,2.5,9,17,3,7,11,14,3.8,2295,6.9,74.7,375,389,8.5,0.0,8,19,4.8,65.0,253,0,9.6,397,72.8,27,144,,85.6,75.5,86.0,75.3,59.3,44.7,0,9,406,,90.7,0.0,0,8,3,3,16,13,3.2,2837,7.3,5,59.0,100,115,8.8,0.0,3,9,7.5,47.0,54,148,8.5,148,27.2,5,36,,44.0,61.5,25.8,53.0,,92.4,2,2,153,13.5,72.8,13.5,20,13,0,10,5,6,3.9,672,5.8
David Garrard,1109,QB,JAX,14,542,75.2,125,141,8.7,0.0,3,6,4.1,60.3,85,69,9.6,161,29.7,9,58,,67.9,77.5,82.4,75.5,,66.8,5,3,165,23.2,84.3,9.9,16,4,0,8,6,4,2.4,903,6.4,0,15,57.5,77.1,78.1,53.6,77.7,310,328,8.7,0.0,5,13,3.7,63.4,208,113,13.7,381,70.3,33,114,,59.5,78.9,59.3,75.7,,77.4,4,7,403,19.5,82.0,5.8,22,31,1,8,7,8,2.0,2269,6.9,79.8,336,345,8.6,0.0,6,13,3.6,67.2,232,0,13.4,360,66.4,36,140,,91.1,91.0,85.7,89.7,,69.2,0,8,377,,88.2,0.0,0,15,1,2,9,6,1.6,2567,7.4,2,67.7,99,124,9.2,0.0,2,6,4.5,49.2,61,182,9.0,182,33.6,6,32,,26.1,50.6,33.2,45.9,,78.2,9,2,191,20.9,67.4,20.9,38,20,0,14,4,6,3.1,605,4.9
Peyton Manning,327,QB,IND,14,530,78.0,109,116,9.7,0.0,3,5,4.1,63.8,74,51,12.9,121,22.8,11,46,,86.6,80.3,81.4,78.5,,,1,3,126,9.8,89.4,4.1,5,0,0,3,6,3,2.4,770,6.6,0,14,90.3,87.8,88.7,33.1,76.1,376,398,8.9,0.0,9,21,5.1,65.6,261,109,8.7,409,77.2,25,145,,91.3,90.2,62.2,87.8,,74.7,3,9,426,7.3,90.6,2.0,8,3,2,8,17,7,1.6,2773,7.0,80.1,352,370,8.8,0.0,10,23,6.0,68.9,255,0,9.6,370,69.8,27,144,,91.1,92.4,59.6,91.4,,,0,6,383,,102.7,0.0,0,0,2,6,21,5,1.3,2751,7.4,3,66.9,133,144,9.9,0.0,2,3,2.0,55.6,80,160,10.1,160,30.2,9,47,,88.8,69.8,82.5,67.6,,74.7,4,6,169,8.1,58.6,8.1,13,3,0,5,2,5,3.0,792,5.5
Aaron Rodgers,2241,QB,GB,14,526,72.7,88,97,9.5,0.0,3,5,5.0,59.8,58,48,9.4,110,20.9,6,34,,58.8,76.9,81.0,75.1,,64.1,1,1,114,22.9,108.4,10.0,11,2,0,5,10,2,1.8,614,6.3,0,12,77.4,75.2,76.6,50.5,77.2,342,369,9.1,0.0,2,20,5.2,64.5,238,101,9.8,416,79.1,26,134,,79.6,76.6,61.4,74.3,,71.1,5,11,436,18.8,87.4,4.6,19,28,5,15,13,15,3.4,2856,7.7,79.4,349,360,8.7,0.0,2,20,5.3,69.7,251,0,9.4,377,71.7,26,141,,91.2,85.6,85.8,82.6,,71.3,0,9,391,,101.9,0.0,0,17,5,4,19,12,3.1,2986,8.3,6,63.0,81,106,11.0,0.0,3,5,4.4,42.5,45,149,11.8,149,28.3,6,27,,30.2,56.0,24.3,55.0,,66.7,6,3,159,20.1,57.3,20.1,30,13,0,16,4,5,3.1,484,4.6
Jason Campbell,2242,QB,WAS,14,499,77.6,147,164,6.5,0.0,6,2,1.2,63.4,104,64,8.8,181,36.3,10,61,,76.3,71.1,83.0,69.4,,68.0,4,3,188,20.3,88.3,7.2,13,4,0,7,6,3,1.6,1132,6.9,0,32,64.3,73.2,73.1,56.5,75.1,261,279,7.1,0.0,7,7,2.4,62.7,175,87,10.7,318,63.7,21,92,,61.4,75.2,85.3,72.4,58.4,74.0,4,3,339,24.1,84.1,6.6,21,18,3,4,6,4,1.2,1813,6.5,77.5,320,337,6.5,0.0,12,6,1.7,66.5,224,0,9.7,348,69.7,24,120,,91.0,78.8,85.6,76.6,58.4,69.7,0,3,364,,89.6,0.3,1,10,3,2,8,3,0.8,2259,6.7,2,70.5,88,106,8.2,0.0,1,3,2.6,51.9,55,151,11.3,151,30.3,7,33,,27.5,63.5,82.5,60.2,,73.7,8,3,163,21.9,73.1,21.9,33,12,0,9,4,4,2.5,686,6.5
Brett Favre,14,QB,NYJ,14,484,75.2,109,114,7.9,0.0,1,3,2.5,63.2,72,37,12.2,121,25.0,10,46,,86.7,67.8,81.5,67.3,,58.3,1,6,129,16.2,88.2,5.0,6,1,0,3,8,5,3.9,875,7.7,0,22,54.3,64.6,66.5,29.0,77.0,326,337,7.5,0.0,3,12,3.3,69.1,233,60,7.2,363,75.0,18,118,,47.3,63.8,58.5,64.9,60.0,40.5,3,11,390,33.3,85.9,5.5,20,6,3,2,13,20,5.1,2177,6.5,80.4,372,380,6.7,0.0,2,10,2.5,71.8,273,0,8.7,387,80.0,26,147,,89.1,79.0,60.0,79.4,,34.8,0,11,414,,96.3,0.0,0,7,3,3,19,12,2.9,2713,7.1,3,54.0,63,71,12.7,0.0,2,5,6.5,45.1,32,97,5.9,97,20.0,2,17,,22.6,27.6,80.8,28.2,60.0,63.9,4,6,105,26.8,33.7,26.8,26,0,0,2,2,13,12.4,339,4.8
