player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Drew Brees,802,QB,NO,8,76.5,289,304,8.5,0.0,6,17,5.3,69.1,210,0,87,5.0,313,11,108,20,90.9,90.0,88.6,50.6,3,7,328,2,8.0,101.7,2.2,7,2,2,4,15,5,1.5,2568,8.4
Jay Cutler,2956,QB,DEN,8,73.3,288,300,9.6,0.0,8,20,6.2,62.3,187,0,75,11.4,320,24,110,10,71.3,72.5,72.7,51.1,1,10,344,2,6.7,86.9,1.6,5,15,1,2,15,18,5.2,2169,7.2
Kurt Warner,112,QB,ARZ,8,80.6,273,295,7.5,0.0,9,9,2.9,69.8,206,0,94,6.4,312,14,119,1,53.4,74.3,77.4,33.7,7,6,328,6,17.0,104.2,5.1,16,1,1,5,16,7,2.1,2432,8.2
Peyton Manning,327,QB,IND,8,74.2,271,294,9.6,0.0,12,21,6.8,62.2,183,0,103,9.0,305,18,102,14,90.9,83.4,83.5,52.5,3,9,320,3,8.7,83.3,3.0,9,2,1,7,12,6,1.9,2008,6.8
Donovan McNabb,438,QB,PHI,8,72.3,282,288,8.7,0.0,2,20,6.7,63.2,182,0,82,10.8,310,22,104,24,69.7,77.1,77.2,48.1,2,4,319,0,15.9,92.0,4.2,13,9,0,2,10,8,2.5,2176,7.6
Jason Campbell,2242,QB,WAS,9,76.3,253,273,7.0,0.0,8,8,2.7,64.5,176,0,83,8.8,306,17,100,32,66.0,78.9,81.4,39.5,4,2,327,0,27.7,92.4,7.5,23,10,2,6,8,3,0.9,1960,7.2
David Garrard,1109,QB,JAX,8,81.0,242,263,8.4,0.0,4,9,3.3,64.6,170,0,101,13.3,308,26,105,15,53.9,75.5,75.8,59.1,7,5,320,1,20.8,83.8,6.8,21,24,0,10,6,6,1.9,1778,6.8
Brett Favre,14,QB,NYJ,8,77.1,253,263,7.3,0.0,1,8,2.8,68.4,180,0,64,7.7,284,15,96,22,41.0,59.0,61.8,28.4,3,12,305,2,25.0,87.8,5.6,16,5,3,3,15,20,6.6,1812,6.9
Aaron Rodgers,2241,QB,GB,8,77.2,241,262,8.4,0.0,1,15,5.4,63.7,167,0,84,10.2,295,19,93,12,69.4,80.1,81.7,49.5,4,5,311,2,20.2,95.3,5.8,17,16,4,12,13,7,2.3,1982,7.6
Eli Manning,1722,QB,NYG,8,72.6,237,250,9.8,0.0,7,11,4.1,61.2,153,0,56,11.0,262,19,87,21,52.4,68.4,69.8,46.0,1,5,284,4,17.9,89.7,3.8,10,2,1,4,12,10,3.5,1735,6.9
Kyle Orton,2323,QB,CHI,8,73.0,222,244,9.0,0.0,7,15,6.0,61.9,151,1,88,6.8,267,11,87,6,69.1,71.8,73.5,45.9,4,4,275,3,17.0,92.2,5.6,15,8,2,9,11,6,2.2,1778,7.3
Derek Anderson,2430,QB,CLV,8,65.3,222,243,8.7,0.0,9,6,2.3,49.8,121,0,79,16.6,264,24,72,8,90.6,55.4,58.3,38.3,7,7,277,4,13.9,68.9,4.2,11,10,0,5,9,10,3.6,1454,6.0
Chad Pennington,596,QB,MIA,8,75.5,229,242,8.4,0.0,4,5,2.0,67.4,163,0,66,5.8,260,10,95,17,68.9,72.4,74.5,40.8,5,4,267,1,19.7,95.2,5.0,13,5,0,4,7,4,1.5,1991,8.2
Philip Rivers,1725,QB,SD,8,74.2,217,234,9.9,0.0,3,15,6.0,63.7,149,0,72,7.5,246,12,96,27,53.4,80.2,81.4,39.2,4,6,261,4,13.9,107.8,4.1,10,2,0,10,19,9,3.4,2038,8.7
Matt Cassel,2447,QB,NE,8,76.5,217,233,6.8,0.0,7,4,1.7,67.0,156,0,80,6.0,281,10,86,19,67.5,53.1,56.4,39.3,1,7,287,0,33.8,83.4,9.6,27,21,0,8,7,8,2.8,1568,6.7
Jake Delhomme,303,QB,CAR,8,72.6,215,231,9.3,0.0,11,7,2.9,60.6,140,0,59,10.3,244,16,82,5,53.1,74.4,76.7,29.9,2,5,256,1,18.6,88.7,4.5,11,2,0,3,9,5,2.0,1781,7.7
Matt Ryan,4317,QB,ATL,8,73.7,205,227,9.3,0.0,3,19,7.9,58.6,133,0,66,11.9,251,18,79,2,83.2,75.5,79.4,32.3,5,5,267,0,18.2,85.5,4.8,12,12,2,12,9,8,3.0,1663,7.3
Matt Schaub,1811,QB,HST,7,78.5,209,227,8.0,0.0,7,11,4.7,67.8,154,0,78,6.1,254,10,93,13,39.3,65.8,67.4,48.4,4,8,263,2,20.5,91.0,6.3,16,11,3,4,10,10,3.8,1762,7.8
Trent Edwards,3708,QB,BUF,8,78.5,209,222,7.6,0.0,5,13,5.6,68.0,151,0,63,7.9,246,13,82,4,54.0,79.7,81.4,43.8,4,5,258,1,28.6,90.8,7.3,18,6,0,4,6,4,1.6,1728,7.8
Joe Flacco,4332,QB,BLT,8,70.7,205,220,8.2,0.0,3,4,1.7,61.8,136,1,62,6.2,239,9,79,3,69.2,58.4,59.0,39.7,3,7,253,2,22.6,75.6,5.9,14,5,1,8,5,12,4.7,1464,6.7
J.T. O'Sullivan,1169,QB,SF,8,70.8,202,219,9.2,0.0,2,17,7.1,58.4,128,0,110,10.5,272,15,83,28,40.3,58.6,57.9,59.9,2,11,295,1,29.1,74.0,11.8,32,21,1,12,8,17,5.8,1678,7.7
JaMarcus Russell,3617,QB,OAK,8,59.5,195,216,10.4,0.0,4,8,3.6,48.6,105,0,75,9.5,246,11,58,23,28.2,43.8,43.6,58.8,6,4,254,2,29.3,69.0,8.9,22,8,0,11,6,9,3.5,1289,6.0
Kerry Collins,115,QB,TEN,8,71.1,187,207,8.1,0.0,7,6,2.8,56.5,117,0,52,12.0,214,16,70,31,90.3,63.9,64.8,48.1,4,3,226,1,5.8,72.9,1.4,3,4,0,9,3,4,1.8,1236,6.0
Tony Romo,1693,QB,DAL,6,70.3,195,200,9.4,0.0,0,16,7.6,64.0,128,0,60,6.6,210,9,75,9,27.2,66.9,73.5,26.2,2,5,222,3,11.7,103.9,3.3,7,3,0,3,14,11,5.0,1707,8.5
Marc Bulger,684,QB,SL,7,67.9,187,200,8.8,0.0,8,7,3.3,57.0,114,0,55,10.2,229,13,53,26,54.5,52.4,52.5,53.8,0,5,241,1,43.6,76.4,10.5,24,5,0,5,6,7,2.9,1305,6.5
Jeff Garcia,550,QB,TB,6,81.5,184,200,7.3,0.0,4,5,2.4,68.5,137,0,53,8.7,212,13,75,30,79.3,78.9,78.9,58.4,4,3,223,2,9.4,89.6,2.4,5,7,3,5,5,5,2.2,1363,6.8
Gus Frerotte,93,QB,MIN,6,71.6,183,198,9.1,0.0,9,9,4.2,57.6,114,0,66,13.0,216,17,67,18,76.0,64.4,68.1,28.9,1,8,231,0,24.2,77.6,7.4,16,2,1,4,8,5,2.2,1468,7.4
Ben Roethlisberger,1732,QB,PIT,8,68.1,185,197,9.9,0.0,2,10,4.9,57.4,113,0,90,10.3,231,13,69,25,39.6,66.0,68.7,42.9,5,8,241,4,30.0,79.7,11.7,27,7,0,5,10,8,3.3,1409,7.2
Ryan Fitzpatrick,2467,QB,CIN,5,72.8,158,166,8.6,0.0,6,5,2.9,62.0,103,0,60,10.4,204,12,55,7,27.6,51.8,50.1,62.0,0,6,214,1,31.7,66.6,9.3,19,19,0,2,4,13,6.1,789,4.8
Dan Orlovsky,2362,QB,DET,7,69.5,141,156,10.4,0.0,4,8,4.9,56.4,88,0,55,10.2,171,10,47,11,75.8,62.2,62.3,51.9,3,4,178,1,21.8,77.1,7.0,12,3,1,7,5,6,3.4,1049,6.7
