player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Peyton Manning,327,QB,IND,1,51,80.0,15,16,8.3,0.0,1,0,0.0,62.5,10,5,16.7,17,33.3,2,7,,75.1,69.4,74.7,68.5,,,0,0,20,20.0,80.5,5.9,1,0,0,0,0,0,0.0,101,6.3,0,14,80.9,72.5,72.7,,81.5,27,33,7.6,0.0,2,1,3.0,60.6,20,12,9.1,34,66.7,2,8,,78.1,73.1,76.6,71.9,,,2,0,34,8.3,82.4,2.9,1,0,0,2,1,0,0.0,156,4.7,83.3,30,34,7.2,0.0,2,1,2.8,61.8,21,0,16.0,34,66.7,4,9,,78.4,75.7,76.8,74.3,,,0,0,36,,84.4,0.0,0,0,0,2,1,0,0.0,172,5.1,1,75.0,12,15,9.3,0.0,1,0,0.0,60.0,9,17,0.0,17,33.3,0,6,,74.5,65.2,74.3,64.6,,,2,0,18,11.8,75.7,11.8,2,0,0,0,0,0,0.0,85,5.7
Chad Pennington,596,QB,MIA,1,47,70.0,20,21,8.5,0.0,0,1,4.8,66.7,14,10,0.0,25,53.2,0,10,,76.6,81.3,75.6,82.5,,55.3,0,0,26,40.0,104.7,16.0,4,0,0,1,1,0,0.0,157,7.5,0,17,80.3,70.5,71.6,50.3,61.9,21,22,9.2,0.0,0,0,0.0,54.5,12,3,7.7,22,46.8,1,5,,75.9,56.1,75.2,57.1,,58.3,1,1,23,0.0,61.6,0.0,0,0,0,0,1,1,4.3,94,4.3,66.7,33,33,8.9,0.0,0,0,0.0,63.6,21,0,4.5,34,72.3,1,11,,78.1,68.1,76.6,67.3,,,0,1,34,,77.3,2.9,1,0,0,0,1,1,2.9,196,5.9,0,62.5,8,10,8.5,0.0,0,1,10.0,50.0,5,13,0.0,13,27.7,0,4,,73.5,69.6,73.7,75.0,,50.3,1,0,15,23.1,100.0,23.1,3,0,0,1,1,0,0.0,55,5.5
Matt Hasselbeck,408,QB,SEA,1,46,40.0,10,12,10.9,0.0,2,1,8.3,33.3,4,9,0.0,15,32.6,0,3,,73.5,60.7,73.7,60.5,,,0,0,15,33.3,73.6,20.0,3,0,0,0,1,0,0.0,46,3.8,0,29,80.1,56.0,55.7,,72.0,25,29,11.0,0.0,2,0,0.0,44.8,13,15,27.8,31,67.4,5,8,,77.9,54.0,76.5,54.3,,,1,1,33,13.3,45.8,6.5,2,0,0,1,0,0,0.0,144,5.0,65.0,20,22,9.5,0.0,2,0,0.0,45.5,10,0,23.1,22,47.8,3,6,,76.1,55.9,75.3,56.1,,,0,0,24,,54.7,0.0,0,0,0,0,0,0,0.0,78,3.5,0,60.0,15,19,13.0,0.0,2,1,5.3,36.8,7,24,22.2,24,52.2,2,5,,76.1,56.9,75.3,57.0,,,1,1,24,20.8,53.0,20.8,5,0,0,1,1,0,0.0,112,5.9
Tarvaris Jackson,3009,QB,MIN,1,44,60.0,5,6,14.0,0.0,0,0,0.0,50.0,3,6,0.0,7,15.9,0,2,,70.3,70.6,71.5,69.6,,,0,0,8,16.7,78.5,14.3,1,0,0,1,0,0,0.0,50,8.3,0,18,80.2,59.9,50.1,82.9,57.1,28,29,11.5,0.0,0,0,0.0,44.8,13,13,18.8,37,84.1,3,9,,78.9,54.4,77.2,44.3,,81.4,0,1,40,0.0,55.0,0.0,0,8,1,0,1,2,5.0,128,4.4,66.7,21,22,9.0,0.0,0,0,0.0,54.5,12,0,14.3,25,56.8,2,7,,76.8,48.6,75.8,42.7,,75.8,0,1,27,,65.7,0.0,0,3,1,0,1,2,7.4,116,5.3,0,41.7,12,13,16.8,0.0,0,0,0.0,30.8,4,19,20.0,19,43.2,1,4,,75.1,70.5,74.9,63.8,,73.8,0,0,21,5.3,47.6,5.3,1,5,0,1,0,0,0.0,62,4.8
Jeff Garcia,550,QB,TB,1,44,75.0,4,4,6.0,0.0,0,0,0.0,75.0,3,1,0.0,4,9.1,0,2,,68.0,54.4,69.9,54.7,,,0,0,5,0.0,120.8,0.0,0,0,0,0,1,0,0.0,16,4.0,0,30,80.0,54.7,56.4,51.1,68.8,32,37,8.1,0.0,0,0,0.0,56.8,21,12,4.5,40,90.9,1,12,,79.3,55.2,77.3,57.5,,51.1,0,1,42,16.7,61.2,5.0,2,1,1,4,0,1,2.4,205,5.5,73.3,30,31,8.1,0.0,0,0,0.0,67.7,21,0,4.5,31,70.5,1,12,,77.9,55.3,76.5,56.2,,58.3,0,1,33,,79.9,0.0,0,0,1,0,1,1,3.0,179,5.8,0,50.0,6,10,6.7,0.0,0,0,0.0,30.0,3,13,0.0,13,29.5,0,2,,73.2,55.0,73.5,58.8,,55.7,0,0,14,15.4,44.6,15.4,2,1,0,4,0,0,0.0,42,4.2
David Garrard,1109,QB,JAX,1,42,42.9,7,7,8.0,0.0,0,0,0.0,42.9,3,6,0.0,10,23.8,0,2,,71.4,28.6,72.3,29.5,,,0,1,10,50.0,50.3,30.0,3,0,0,0,1,1,10.0,10,1.4,0,15,30.2,50.0,47.8,67.1,78.6,28,28,8.8,0.0,0,1,3.4,71.4,20,11,9.1,32,76.2,2,9,,27.2,64.9,76.6,59.5,,71.4,0,1,34,36.4,77.2,12.5,4,0,0,0,0,1,2.9,205,7.3,80.0,25,25,6.2,0.0,0,1,3.8,72.0,18,0,10.0,25,59.5,2,9,,76.6,62.5,75.6,62.1,,,0,1,26,,84.8,0.0,0,0,0,0,1,1,3.8,156,6.2,0,50.0,10,10,14.7,0.0,0,0,0.0,50.0,5,17,0.0,17,40.5,0,2,,22.6,39.3,74.3,31.5,,71.4,0,1,18,41.2,28.8,41.2,7,0,0,0,0,1,5.6,59,5.9
Jake Delhomme,303,QB,CAR,1,42,31.3,16,16,11.1,0.0,0,0,0.0,31.3,5,2,0.0,16,38.1,0,3,,74.5,38.6,74.3,40.3,,,0,0,18,0.0,52.6,0.0,0,0,0,0,0,0,0.0,94,5.9,0,5,79.6,62.3,61.5,,78.3,23,25,8.0,0.0,1,1,4.0,72.0,18,4,0.0,26,61.9,0,9,,76.6,80.0,75.6,78.2,,,1,0,26,25.0,100.9,3.8,1,0,0,0,1,0,0.0,153,6.1,62.9,35,36,8.7,0.0,1,1,2.7,61.1,22,0,0.0,36,85.7,0,12,,78.6,68.7,76.9,67.8,,,0,0,37,,90.5,0.0,0,0,0,0,1,0,0.0,244,6.8,0,25.0,4,5,14.0,0.0,0,0,0.0,20.0,1,6,0.0,6,14.3,0,0,,69.6,37.4,71.1,39.2,,,1,0,7,16.7,39.6,16.7,1,0,0,0,0,0,0.0,3,0.6
Matt Schaub,1811,QB,HST,1,39,85.7,14,15,4.9,0.0,0,0,0.0,80.0,12,6,0.0,17,43.6,0,7,,74.2,56.4,74.1,56.5,,,0,1,17,33.3,88.3,11.8,2,0,0,1,1,1,5.9,98,6.5,0,13,79.5,41.8,43.5,52.9,72.2,18,18,5.6,0.0,0,0,0.0,72.2,13,7,0.0,22,56.4,0,7,,76.3,35.3,75.6,38.3,,55.9,0,1,26,42.9,63.2,13.6,3,1,0,0,0,1,3.8,104,5.8,80.0,25,25,4.7,0.0,0,0,0.0,80.0,20,0,0.0,26,66.7,0,11,,77.4,38.0,76.1,40.8,,55.9,0,2,30,,59.0,0.0,0,1,0,0,0,2,6.7,154,6.2,0,71.4,7,8,7.4,0.0,0,0,0.0,62.5,5,13,0.0,13,33.3,0,3,,72.4,57.8,73.2,57.8,,,0,0,13,38.5,118.8,38.5,5,0,0,1,1,0,0.0,48,6.0
Eli Manning,1722,QB,NYG,1,38,40.0,15,15,11.9,0.0,0,0,0.0,40.0,6,7,0.0,17,44.7,0,5,,74.5,40.6,74.3,39.2,,64.5,0,1,18,14.3,21.5,5.9,1,1,0,0,0,2,11.1,50,3.3,0,21,79.3,53.8,54.5,61.6,88.2,17,20,8.8,0.0,0,0,0.0,65.0,13,7,13.3,21,55.3,2,6,,75.6,72.8,75.0,71.6,,,1,0,22,14.3,90.8,4.8,1,0,0,2,0,0,0.0,166,8.3,72.7,22,23,9.6,0.0,0,0,0.0,60.9,14,0,12.5,24,63.2,2,8,,76.6,62.8,75.6,60.6,,64.5,0,0,26,,79.8,0.0,0,1,0,1,0,1,3.8,149,6.5,1,50.0,10,12,11.6,0.0,0,0,0.0,41.7,5,14,0.0,14,36.8,0,3,,73.2,46.1,73.5,47.2,,,1,1,14,14.3,25.3,14.3,2,0,0,1,0,1,7.1,67,5.6
Jon Kitna,217,QB,DET,1,37,75.0,4,5,14.3,0.0,1,0,0.0,60.0,3,1,0.0,5,13.5,0,2,,68.9,61.0,70.6,60.8,,,0,0,6,0.0,115.0,0.0,0,0,0,0,1,0,0.0,28,5.6,0,11,41.6,60.6,66.5,33.0,84.6,26,28,7.9,0.0,0,0,0.0,75.0,21,11,4.5,32,86.5,1,12,,78.4,66.0,76.8,67.1,,55.7,0,1,36,27.3,96.4,9.4,3,1,1,1,1,1,2.8,234,8.4,77.3,22,24,9.5,0.0,1,0,0.0,66.7,16,0,5.9,25,67.6,1,10,,77.4,54.4,76.1,56.4,,55.7,0,1,30,,87.2,0.0,0,1,1,0,1,1,3.3,190,7.9,0,100.0,8,9,6.8,0.0,0,0,0.0,88.9,8,12,0.0,12,32.4,0,4,,72.4,85.7,72.9,83.5,,,0,0,12,25.0,137.0,25.0,3,0,0,1,1,0,0.0,72,8.0
