player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jay Cutler,2956,QB,DEN,5,201,77.8,45,46,9.2,0.0,1,4,7.8,69.6,32,18,8.6,48,23.9,3,17,,33.2,77.5,78.2,75.9,,,0,0,53,11.1,121.6,4.2,2,0,0,0,4,2,3.8,359,7.8,0,10,74.5,80.2,80.1,51.9,73.8,141,145,9.8,0.0,2,10,6.6,64.1,93,23,10.6,153,76.1,11,57,,88.4,79.8,82.4,78.0,,64.8,1,4,162,0.0,90.6,0.0,0,8,1,0,6,6,3.7,1139,7.9,77.3,154,157,9.3,0.0,2,8,4.9,68.8,108,0,9.2,160,79.6,11,59,,68.2,80.2,82.5,78.0,,66.0,0,3,167,,101.9,0.6,1,2,1,0,8,6,3.6,1262,8.0,1,62.5,32,34,11.0,0.0,1,6,15.4,50.0,17,41,15.0,41,20.4,3,15,,80.0,76.7,77.9,76.3,,61.5,1,1,48,2.4,80.0,2.4,1,6,0,0,2,2,4.2,236,6.9
Drew Brees,802,QB,NO,5,200,70.7,41,46,6.8,0.0,1,3,6.3,60.9,28,22,3.4,49,24.5,1,16,,80.4,78.7,78.0,77.1,,,2,1,51,13.6,84.4,6.1,3,0,0,2,1,0,0.0,369,8.0,0,20,90.1,90.2,88.9,55.3,79.0,143,148,8.8,0.0,3,8,5.2,70.9,105,33,7.1,151,75.5,8,53,,88.2,90.4,82.2,88.3,,62.6,0,5,157,6.1,102.0,1.3,2,1,2,0,8,2,1.3,1309,8.8,78.4,139,144,8.7,0.0,3,10,6.6,69.4,100,0,8.3,145,72.5,9,52,,87.9,90.8,82.1,89.2,,62.6,0,4,152,,106.2,0.0,0,1,2,0,8,2,1.3,1357,9.4,1,73.3,45,50,7.5,0.0,1,1,2.0,66.0,33,55,0.0,55,27.5,0,17,,81.0,77.0,78.4,75.5,,,2,2,56,9.1,73.8,9.1,5,0,0,2,1,0,0.0,321,6.4
Kurt Warner,112,QB,ARZ,5,196,80.0,55,58,6.5,0.0,2,2,3.4,72.4,42,25,4.5,63,32.1,2,30,,25.1,65.7,78.9,65.1,,,0,2,64,20.0,111.6,7.9,5,0,0,1,4,3,4.7,565,9.7,0,1,44.1,66.4,67.6,47.7,79.5,112,125,8.0,0.0,5,3,2.3,68.0,85,31,4.5,133,67.9,4,46,,70.9,68.8,81.8,67.2,,64.4,4,2,140,22.6,98.3,5.3,7,1,1,3,6,1,0.7,907,7.3,77.7,130,139,7.6,0.0,7,3,2.1,70.5,98,0,3.0,140,71.4,3,58,,87.7,73.7,82.0,71.8,,64.4,0,3,147,,103.7,0.0,0,1,1,1,8,1,0.7,1091,7.8,3,86.5,37,44,7.1,0.0,0,2,4.4,65.9,29,56,9.4,56,28.6,3,18,,21.0,54.6,78.5,54.7,,,4,1,57,21.4,98.8,21.4,12,0,0,3,2,3,5.3,381,8.7
Donovan McNabb,438,QB,PHI,5,189,71.9,64,64,8.7,0.0,0,4,6.1,64.1,41,21,10.9,71,37.6,5,22,,82.8,81.9,79.4,81.3,,55.3,0,0,73,28.6,102.8,8.5,6,1,0,0,3,0,0.0,487,7.6,0,24,90.0,85.4,85.1,49.3,76.1,109,111,9.3,0.0,2,10,8.8,64.0,71,25,14.5,118,62.4,12,39,,86.3,84.3,81.3,81.3,,71.6,0,2,121,16.0,87.3,3.4,4,3,0,0,3,2,1.7,809,7.3,75.5,139,140,9.2,0.0,1,9,6.3,64.3,90,0,14.3,143,75.7,15,51,,87.6,87.6,82.0,86.7,,48.3,0,1,146,,96.3,0.0,0,3,0,0,5,1,0.7,1065,7.6,0,70.6,34,35,8.4,0.0,1,5,13.5,62.9,22,46,8.3,46,24.3,2,10,,80.1,74.4,77.8,69.1,,71.4,0,1,48,21.7,79.6,21.7,10,1,0,0,1,1,2.1,231,6.6
Aaron Rodgers,2241,QB,GB,5,185,75.0,28,28,8.4,0.0,0,2,6.3,67.9,19,13,9.5,33,17.8,2,10,,78.6,88.3,76.9,85.9,,64.1,0,1,37,23.1,93.8,9.1,3,2,0,0,2,0,0.0,176,6.3,0,12,90.0,82.8,83.0,54.5,78.3,120,135,9.0,0.0,0,9,6.4,62.2,84,42,10.6,152,82.2,10,45,,88.2,80.0,82.3,78.1,,65.8,3,3,159,19.0,95.8,5.3,8,9,3,9,7,4,2.5,1098,8.1,80.3,122,126,8.5,0.0,0,7,5.3,69.0,87,0,11.2,130,70.3,11,44,,87.2,82.1,81.7,79.8,,67.1,0,3,137,,101.4,0.0,0,4,3,1,6,4,2.9,1083,8.6,1,65.4,26,37,10.5,0.0,0,4,10.0,43.2,16,55,5.9,55,29.7,1,11,,81.3,80.9,78.6,80.2,,63.9,3,1,59,20.0,75.4,20.0,11,7,0,8,3,0,0.0,191,5.2
David Garrard,1109,QB,JAX,5,176,80.0,35,42,7.4,0.0,2,0,0.0,57.1,24,22,14.3,51,29.0,4,17,,80.6,67.9,78.1,67.2,,61.0,3,1,52,27.3,72.0,11.8,6,3,0,2,1,1,1.9,245,5.8,0,15,58.7,69.9,68.6,62.5,81.7,104,107,7.6,0.0,1,3,2.7,68.2,73,36,14.1,125,71.0,12,41,,45.4,71.2,81.6,67.4,,76.0,1,3,132,19.4,82.2,5.6,7,11,0,1,2,3,2.3,738,6.9,83.3,108,111,7.5,0.0,3,3,2.6,68.5,76,0,15.6,118,67.0,14,51,,86.4,82.7,81.3,80.0,,69.7,0,3,123,,83.5,0.0,0,7,0,0,2,3,2.4,790,7.1,0,74.2,31,38,7.8,0.0,0,0,0.0,55.3,21,58,8.7,58,33.0,2,7,,26.4,44.1,78.7,38.7,,71.6,4,1,61,22.4,67.1,22.4,13,7,0,3,1,1,1.6,193,5.1
J.T. O'Sullivan,1169,QB,SF,5,175,79.1,43,49,8.9,0.0,1,4,7.1,63.3,31,26,8.8,61,34.9,3,25,,82.3,84.3,79.1,83.6,,61.1,0,1,68,23.1,109.7,9.8,6,6,0,5,4,1,1.5,426,8.7,0,28,90.0,67.7,68.4,56.3,67.1,85,91,9.9,0.0,0,7,6.9,56.0,51,45,10.5,114,65.1,6,30,,86.4,58.7,81.4,57.0,,67.8,1,5,125,31.1,67.4,12.3,14,9,0,5,3,6,4.8,666,7.3,73.5,98,101,8.9,0.0,1,7,6.1,65.3,66,0,8.3,104,59.4,6,43,,86.1,67.4,81.2,68.1,,47.3,0,5,118,,88.8,0.0,0,3,0,2,5,6,5.1,882,8.7,1,63.3,30,39,11.8,0.0,0,4,9.3,41.0,16,71,15.8,71,40.6,3,12,,82.8,70.4,79.5,65.3,,74.1,1,1,75,28.2,65.1,28.2,20,12,0,8,2,1,1.3,210,5.4
Kyle Orton,2323,QB,CHI,5,172,71.7,46,52,8.4,0.0,2,5,9.4,59.6,31,29,6.1,58,33.7,2,18,,81.4,74.9,0.0,75.8,,57.9,1,3,59,17.2,79.2,8.6,5,1,0,3,3,2,3.4,402,7.7,0,6,56.5,65.6,66.9,47.3,72.6,95,103,9.5,0.0,1,5,4.7,63.1,65,32,5.8,114,66.3,4,33,,40.7,59.9,81.1,59.7,,59.3,2,1,117,18.8,91.8,5.3,6,5,2,3,4,3,2.6,698,6.8,74.8,103,110,9.0,0.0,3,7,6.1,66.4,73,0,5.2,111,64.5,4,35,,85.9,74.3,81.1,74.0,,54.9,0,1,115,,104.3,0.0,0,1,2,2,7,1,0.9,778,7.1,1,65.8,38,45,9.6,0.0,0,3,6.7,51.1,23,61,8.0,61,35.5,2,16,,26.4,50.7,0.0,51.2,,63.1,3,3,61,18.0,46.7,18.0,11,5,0,4,0,4,6.6,322,7.2
Tony Romo,1693,QB,DAL,5,169,66.7,45,45,11.0,0.0,0,5,11.1,60.0,27,18,10.0,46,27.2,3,18,,79.9,72.8,0.0,73.0,,,0,1,46,5.6,94.8,2.2,1,0,0,0,2,2,4.3,401,8.9,0,9,32.4,71.9,78.5,27.4,71.1,114,117,9.0,0.0,0,10,8.1,65.8,77,28,4.9,123,72.8,4,46,,37.9,75.6,13.7,77.3,,40.1,0,4,131,10.7,103.4,2.4,3,3,0,3,9,8,6.1,985,8.4,75.8,120,121,9.5,0.0,0,11,8.9,71.1,86,0,5.5,123,72.8,5,52,,61.2,88.3,81.4,88.6,,34.9,0,2,125,,116.0,0.0,0,2,0,1,9,4,3.2,1069,8.8,3,51.3,39,41,9.8,0.0,0,4,8.7,43.9,18,46,10.0,46,27.2,2,12,,33.2,46.7,0.0,49.6,,62.6,0,3,52,8.7,56.7,8.7,4,1,0,2,2,6,11.5,317,7.7
Jason Campbell,2242,QB,WAS,5,167,81.8,44,53,6.9,0.0,3,0,0.0,66.0,35,18,2.8,57,34.1,1,24,,81.6,88.5,78.8,84.7,,65.6,3,0,61,16.7,105.1,5.3,3,1,0,3,3,0,0.0,370,7.0,0,32,89.9,83.7,86.6,44.7,75.3,93,100,7.5,0.0,3,5,4.7,62.0,62,28,11.4,110,65.9,8,32,,86.1,81.8,81.2,81.4,58.4,55.9,1,0,118,17.9,92.3,4.5,5,5,1,2,3,0,0.0,684,6.8,80.6,108,116,6.0,0.0,5,3,2.4,67.2,78,0,10.3,121,72.5,9,42,,86.7,85.3,81.5,83.4,58.4,63.7,0,0,128,,96.8,0.8,1,4,1,2,4,0,0.0,757,6.5,0,65.5,29,37,12.0,0.0,1,2,4.9,51.4,19,46,0.0,46,27.5,0,14,,80.5,82.6,78.1,81.5,,59.4,4,0,51,15.2,96.3,15.2,7,2,0,3,2,0,0.0,297,8.0
