player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Peyton Manning,327,QB,IND,3,126,79.5,39,42,9.9,0.0,2,2,4.3,59.5,25,20,19.4,45,35.7,6,16,,80.3,71.3,77.9,70.2,,,0,2,49,15.0,64.7,6.7,3,0,0,1,1,2,4.1,251,6.0,0,14,87.0,75.8,74.4,67.2,71.6,67,78,9.0,0.0,4,6,7.6,59.0,46,29,4.2,81,64.3,2,22,,83.6,76.2,79.8,73.5,,65.6,3,2,82,6.9,77.6,2.5,2,1,1,3,2,2,2.4,533,6.8,78.3,69,77,9.1,0.0,4,7,8.8,62.3,48,0,11.1,77,61.1,6,23,,83.4,89.5,79.7,87.0,,,0,0,80,,96.0,0.0,0,0,1,3,3,0,0.0,535,6.9,1,67.6,37,43,9.7,0.0,2,1,2.2,53.5,23,49,8.0,49,38.9,2,15,,80.5,53.4,78.0,51.8,,65.6,3,4,51,10.2,32.0,10.2,5,1,0,1,0,4,7.8,249,5.8
Jon Kitna,217,QB,DET,3,120,64.3,14,15,10.4,0.0,1,0,0.0,40.0,6,5,33.3,16,13.3,3,4,,74.8,59.2,74.5,59.2,,,0,0,19,20.0,101.4,6.3,1,0,0,0,2,0,0.0,95,6.3,0,11,45.4,49.0,52.6,33.2,71.8,85,89,9.7,0.0,0,1,1.1,60.7,54,29,11.5,104,86.7,7,28,,57.8,50.1,80.9,51.7,,50.4,0,5,110,37.9,68.0,10.6,11,4,1,3,3,6,5.5,589,6.6,70.0,80,83,9.8,0.0,1,0,0.0,59.0,49,0,12.5,86,71.7,7,25,,84.6,51.7,80.3,52.5,,56.0,0,5,95,,71.2,0.0,0,3,1,1,4,4,4.2,576,6.9,0,73.7,19,21,9.7,0.0,0,1,4.8,52.4,11,34,21.4,34,28.3,3,7,,27.2,53.8,76.6,56.1,,55.3,0,0,34,35.3,83.0,35.3,12,1,0,2,1,2,5.9,108,5.1
Drew Brees,802,QB,NO,3,117,76.2,21,23,5.7,0.0,0,1,4.2,65.2,15,12,6.3,25,21.4,1,8,,76.6,69.2,75.6,68.3,,,0,1,26,16.7,74.5,8.0,2,0,0,2,0,0,0.0,200,8.7,0,20,86.6,78.5,77.6,54.9,81.6,87,90,7.3,0.0,1,3,3.2,76.7,69,20,2.8,92,78.6,2,34,,84.6,79.6,80.4,77.8,,,0,2,96,10.0,111.4,2.2,2,0,2,0,5,1,1.0,782,8.7,80.5,82,85,7.5,0.0,1,4,4.5,74.1,63,0,4.5,85,72.6,3,29,,84.1,79.2,80.1,77.5,,,0,2,89,,111.4,0.0,0,0,2,0,5,1,1.1,770,9.1,1,80.8,26,28,5.7,0.0,0,0,0.0,75.0,21,32,0.0,32,27.4,0,13,,77.9,71.0,76.5,70.0,,,0,1,33,12.5,81.3,12.5,4,0,0,2,0,0,0.0,212,7.6
Donovan McNabb,438,QB,PHI,3,116,72.2,36,36,9.1,0.0,0,3,7.9,66.7,24,13,7.7,41,35.3,2,13,,79.5,76.3,77.4,76.9,,55.3,0,0,43,30.8,125.3,9.8,4,1,0,0,3,0,0.0,345,9.6,0,24,86.5,83.5,83.6,54.1,73.9,69,69,9.9,0.0,0,6,8.5,66.7,46,17,9.8,75,64.7,5,25,,83.2,85.1,79.6,81.7,,71.6,0,1,77,17.6,91.0,4.0,3,3,0,0,2,1,1.3,493,7.1,74.7,83,83,9.7,0.0,0,5,5.9,66.3,55,0,11.3,86,74.1,7,31,,84.0,83.1,80.1,83.2,,48.3,0,0,88,,107.2,0.0,0,3,0,0,4,0,0.0,673,8.1,0,68.2,22,22,9.4,0.0,0,4,16.7,68.2,15,30,0.0,30,25.9,0,7,,77.7,80.0,76.4,73.0,,71.4,0,1,32,23.3,86.4,23.3,7,1,0,0,1,1,3.1,165,7.5
Jay Cutler,2956,QB,DEN,3,114,80.0,25,26,11.4,0.0,1,3,10.0,73.1,19,9,5.0,27,23.7,1,12,,26.2,81.1,76.3,79.3,,,0,0,31,11.1,125.2,3.7,1,0,0,0,2,2,6.5,228,8.8,0,10,61.9,89.6,88.1,59.5,77.5,80,82,10.2,0.0,1,9,10.3,65.9,54,19,12.9,87,76.3,8,31,,84.4,89.8,80.3,86.2,,72.1,1,2,93,0.0,105.8,0.0,0,5,0,0,6,3,3.2,682,8.3,82.1,84,85,10.0,0.0,1,8,8.8,71.8,61,0,11.6,86,75.4,8,31,,52.7,90.4,80.2,88.4,,,0,1,92,,121.0,1.2,1,0,0,0,7,3,3.3,746,8.8,1,61.9,21,23,12.3,0.0,1,4,15.4,52.2,12,28,7.7,28,24.6,1,12,,77.6,78.5,76.5,74.2,,72.1,1,1,32,0.0,71.6,0.0,0,5,0,0,1,2,6.3,164,7.1
Aaron Rodgers,2241,QB,GB,3,114,73.9,23,23,8.7,0.0,0,2,7.4,65.2,15,10,11.8,27,23.7,2,8,,77.6,87.1,76.3,84.7,,64.1,0,0,31,20.0,93.4,7.4,2,2,0,0,1,0,0.0,124,5.4,0,12,86.7,85.8,84.5,62.9,79.4,68,76,9.8,0.0,0,6,7.5,64.5,49,24,9.3,87,76.3,5,27,,84.3,82.8,80.2,79.1,,74.1,2,0,92,16.7,105.8,4.6,4,7,2,4,3,1,1.1,672,8.8,81.1,74,77,9.3,0.0,0,4,4.9,70.1,54,0,10.0,80,70.2,6,27,,83.8,81.7,79.9,78.5,,72.5,0,0,85,,106.4,0.0,0,3,2,1,2,1,1.2,688,8.9,0,64.7,17,22,10.5,0.0,0,4,16.0,45.5,10,34,9.1,34,29.8,1,8,,78.6,89.0,77.0,87.0,,68.6,2,0,38,17.6,90.7,17.6,6,6,0,3,2,0,0.0,108,4.9
Eli Manning,1722,QB,NYG,3,112,52.6,38,38,10.4,0.0,0,2,4.8,47.4,18,15,10.0,41,36.6,2,11,,79.8,55.0,77.6,54.0,,64.5,0,1,45,13.3,58.2,4.9,2,1,0,0,1,2,4.4,172,4.5,0,21,86.3,71.9,71.8,61.6,81.0,63,69,10.9,0.0,2,5,6.8,68.1,47,15,7.8,71,63.4,4,26,,83.0,83.9,79.5,81.7,,,1,0,75,13.3,109.1,2.8,2,0,1,2,3,0,0.0,593,8.6,74.4,78,81,10.5,0.0,1,5,5.7,64.2,52,0,10.3,82,73.2,6,31,,84.0,80.0,80.1,77.5,,64.5,0,0,88,,102.8,0.0,0,1,1,1,4,1,1.1,597,7.4,2,56.5,23,26,11.4,0.0,1,2,7.1,50.0,13,30,0.0,30,26.8,0,6,,77.7,53.7,76.4,54.0,,,1,1,32,13.3,54.6,13.3,4,0,0,1,0,1,3.1,168,6.5
Matt Hasselbeck,408,QB,SEA,3,107,50.0,26,28,9.8,0.0,2,1,3.4,39.3,11,15,15.4,34,31.8,2,9,,78.3,71.0,76.7,68.9,,63.3,0,0,35,33.3,64.0,14.7,5,1,0,0,1,0,0.0,116,4.1,0,29,85.7,73.2,68.5,81.4,67.2,64,69,9.3,0.0,2,2,2.8,52.2,36,25,16.3,73,68.2,7,26,,83.1,69.8,79.5,66.3,,77.9,1,3,76,8.0,58.5,2.7,2,2,0,2,1,0,0.0,435,6.3,68.8,64,66,8.8,0.0,2,2,2.9,57.6,38,0,13.6,67,62.6,6,27,,82.6,74.9,79.3,72.9,,63.3,0,2,71,,69.6,0.0,0,1,0,0,1,0,0.0,429,6.5,0,46.2,26,31,10.9,0.0,2,1,3.2,29.0,9,40,25.0,40,37.4,3,8,,79.0,62.4,77.2,57.4,,77.9,1,1,40,17.5,40.8,17.5,7,2,0,2,1,0,0.0,122,3.9
Derek Anderson,2430,QB,CLV,3,106,70.6,34,37,7.7,0.0,0,0,0.0,56.8,21,17,12.5,43,40.6,3,11,,79.9,51.3,77.7,53.2,,52.4,2,1,46,17.6,78.4,7.0,3,3,0,1,2,1,2.2,198,5.4,0,8,85.6,47.0,50.1,45.0,57.7,52,56,9.3,0.0,2,0,0.0,39.3,22,17,26.7,63,59.4,8,12,,81.6,48.6,78.8,50.4,,52.3,0,4,63,23.5,20.5,6.3,4,3,0,2,0,4,6.3,207,3.7,61.9,63,66,8.2,0.0,2,0,0.0,47.0,31,0,20.5,72,67.9,8,13,,82.9,34.3,79.4,37.2,,48.2,0,5,74,,30.9,0.0,0,6,0,1,1,5,6.8,256,3.9,2,65.2,23,27,9.9,0.0,0,0,0.0,44.4,12,34,20.0,34,32.1,3,10,,77.9,78.4,76.7,76.8,,,2,0,35,20.6,74.5,20.6,7,0,0,2,1,0,0.0,149,5.5
Trent Edwards,3708,QB,BUF,3,103,73.3,15,16,9.0,0.0,0,1,5.9,56.3,9,5,18.2,18,17.5,2,7,,74.8,68.2,74.5,68.8,,58.3,1,1,19,20.0,76.0,5.6,1,1,0,0,1,0,0.0,124,7.8,0,4,66.0,84.9,85.3,47.5,82.2,73,78,6.6,0.0,1,8,9.8,69.2,54,26,10.0,85,82.5,6,28,,61.0,88.1,80.1,86.4,,58.3,1,0,89,23.1,100.9,7.1,6,1,0,3,2,0,0.0,609,7.8,78.3,69,70,7.2,0.0,1,5,6.9,68.6,48,0,11.1,72,69.9,6,25,,82.9,78.9,79.4,78.4,,54.6,0,1,74,,89.8,0.0,0,2,0,0,1,0,0.0,534,7.6,0,89.5,19,24,6.5,0.0,0,4,14.8,62.5,15,31,11.8,31,30.1,2,10,,32.2,89.7,76.6,87.3,,,2,0,34,22.6,116.5,22.6,7,0,0,3,2,0,0.0,199,8.3
