player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Todd Gurley II,9443,HB,LA,10,198,22,12,25.3,250,0,988,5,9,22,639,42.0,28,54,26,1,47,81.6,77.9,86.4,,75.4,66.5,78.2,59.7,29,0,402,40,273,237,0,0,49,238,13,988,639,3.23,5.0,1.47,150
Ezekiel Elliott,10638,HB,DAL,9,168,18,18,46.8,389,0,831,2,6,18,553,38.9,24,41,9,3,80,54.8,66.3,22.1,,52.8,62.5,68.0,69.3,41,2,262,35,238,203,0,0,44,203,4,831,553,3.29,4.9,1.1,84
Kareem Hunt,11841,HB,KC,10,167,41,11,33.2,250,0,754,3,10,41,551,88.6,22,44,16,0,64,90.4,80.8,19.3,,66.4,70.4,82.5,53.7,45,2,337,23,213,198,0,0,29,190,7,754,551,3.3,4.5,1.58,98
James Conner,11860,HB,PIT,9,164,33,14,39.4,304,0,771,2,21,33,484,78.5,24,43,25,3,102,50.4,74.0,87.6,,53.9,71.2,73.3,71.2,30,1,387,39,256,180,0,0,48,203,10,771,484,2.95,4.7,1.51,50
Adrian Peterson,3623,HB,WAS,9,155,26,11,39.9,268,0,672,1,11,26,457,64.6,21,31,32,2,85,60.2,67.8,82.8,,25.5,63.1,67.8,59.6,64,0,168,14,94,178,0,0,18,169,4,672,457,2.95,4.3,1.79,69
David Johnson,9519,HB,ARZ,9,143,10,2,7.7,38,0,492,3,8,10,353,25.5,10,29,1,2,66,59.0,65.8,86.1,,70.0,73.5,61.0,58.5,21,0,292,31,215,157,0,0,41,174,6,492,353,2.47,3.4,1.36,65
Jordan Howard,10784,HB,CHI,9,137,11,6,23.7,109,0,460,0,0,11,355,19.1,11,28,6,1,56,72.9,69.2,86.8,,86.0,65.0,64.8,75.4,24,0,98,12,125,166,0,0,16,149,5,460,355,2.59,3.4,0.78,79
Saquon Barkley,45791,HB,NYG,9,131,19,10,53.6,314,0,586,2,25,19,393,68.4,15,26,21,0,37,90.3,76.3,87.2,,45.4,89.8,70.6,59.3,68,0,530,62,286,147,0,0,73,193,5,586,393,3.0,4.5,1.85,91
Melvin Gordon III,9448,HB,LAC,8,125,33,13,39.7,267,0,672,7,7,33,378,75.1,24,35,27,1,88,73.7,85.8,84.4,,76.1,56.2,90.4,67.5,34,0,361,36,161,157,0,0,47,161,7,672,378,3.02,5.4,2.24,30
Lamar Miller,7097,HB,HST,8,125,16,7,32.8,172,0,525,1,3,16,386,42.5,11,19,13,1,33,71.4,69.7,41.5,,82.8,45.3,74.2,79.9,58,1,105,13,167,136,0,0,19,138,2,525,386,3.09,4.2,0.63,85
