player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Sam Darnold,29048,QB,NYJ,9,2.77,2.68,3.06,4.92,319,22,72.9,129,137,6.4,1.91,4,1,0.7,62.8,86,24,8.5,143,44.8,8,44,,,,,87.6,61.0,82.0,,60.6,,,,,,1,5,146,25.0,87.3,4.2,6,0,0,3,8,4,2.7,942,6.9,61.2,134,151,12.3,3.47,1,7,4.4,48.3,73,92,11.0,176,55.2,9,45,,,,,89.5,44.2,82.9,,44.1,,,62.9,,,1,9,186,16.3,51.5,8.5,15,10,0,15,3,14,7.5,992,6.6
Baker Mayfield,46518,QB,CLV,8,2.64,2.49,3.31,4.91,318,8,79.8,168,172,6.7,1.84,3,7,3.9,72.1,124,27,7.5,176,55.3,10,60,,,,,89.3,73.0,82.8,,71.8,,,,,,1,3,183,14.8,98.9,2.3,4,0,0,0,8,4,2.2,1178,6.8,63.3,98,112,13.7,3.63,2,10,8.3,46.4,52,72,16.1,142,44.7,10,39,,,,,29.7,74.7,82.2,,69.6,,,82.6,,,1,4,157,25.0,70.8,12.7,18,12,0,11,5,6,3.8,806,7.2
Drew Brees,802,QB,NO,9,2.45,2.41,2.72,5.03,317,20,86.9,175,180,6.0,1.89,1,12,6.3,81.7,147,28,3.3,183,57.7,5,77,,,,,89.9,95.1,83.1,,93.8,,,,,,1,1,195,10.7,121.7,1.6,3,0,0,3,13,2,1.0,1439,8.0,81.6,114,124,8.6,3.21,0,5,3.9,71.0,88,48,5.4,134,42.3,5,52,,,,,64.0,91.1,81.8,,89.1,,,75.2,,,2,0,140,12.5,121.8,4.5,6,4,0,8,8,3,2.1,1162,9.4
Carson Wentz,10636,QB,PHI,7,2.64,2.49,2.83,5.12,304,24,83.5,139,141,4.2,1.82,1,3,2.1,76.6,108,27,6.9,148,48.7,8,53,,,,,64.8,78.3,82.1,,76.7,,,,,,1,1,150,25.9,110.1,4.7,7,0,0,0,9,4,2.7,876,6.2,77.2,114,126,13.2,3.42,1,12,9.0,65.9,83,73,5.7,156,51.3,5,61,,,,,32.6,84.9,82.5,,82.6,,,68.7,,,8,2,166,21.9,108.3,10.3,16,14,0,3,6,7,4.2,1272,10.1
Russell Wilson,7077,QB,SEA,9,3.02,2.79,3.7,4.81,288,29,81.4,118,122,6.5,1.94,3,6,4.8,76.2,93,19,3.1,124,43.1,3,38,,,,,61.8,74.1,81.5,,72.8,,,,,,0,4,128,10.5,99.7,1.6,2,0,0,1,6,8,6.3,919,7.5,71.2,104,118,12.8,3.83,2,19,14.5,59.3,70,92,5.4,164,56.9,4,58,,,,,27.5,85.8,82.8,,81.0,,,79.8,,,3,1,181,29.3,124.6,16.5,27,19,0,9,15,5,2.8,1048,8.9
Philip Rivers,1725,QB,LAC,9,2.5,2.49,2.68,4.3,285,27,84.1,132,141,5.6,1.95,4,2,1.4,75.2,106,38,4.5,147,51.6,5,59,,,,,88.0,78.4,82.1,,76.8,,,,,,0,1,153,15.8,131.4,4.1,6,0,0,5,14,0,0.0,1237,8.8,70.2,121,131,13.0,3.09,1,12,8.8,58.8,77,60,9.4,138,48.4,8,53,,,,,87.7,91.6,82.0,,90.4,,,66.4,,,1,3,147,10.0,98.2,4.3,6,1,0,8,7,6,4.1,1222,9.3
Ryan Fitzpatrick,2467,QB,TB,7,2.59,2.39,3.22,4.45,260,30,78.7,127,131,8.5,1.97,3,9,6.7,71.0,93,33,7.0,132,50.8,7,62,,,,,87.1,90.1,81.7,,87.6,,,,,,0,4,137,3.0,107.9,0.8,1,0,0,1,9,4,2.9,1147,8.8,70.5,88,94,14.8,3.25,1,10,9.8,61.7,58,58,6.5,127,48.8,4,45,,,,,38.3,73.1,81.7,,73.7,,,59.3,,,1,5,136,20.7,106.3,9.4,12,21,0,4,8,9,6.6,1052,11.2
Marcus Mariota,9435,QB,TEN,8,2.77,2.45,3.53,4.81,250,31,76.9,108,110,3.6,1.77,2,0,0.0,72.7,80,14,3.6,113,45.2,3,33,,,,,32.6,52.5,81.2,,52.8,,,,,,0,4,118,21.4,80.0,2.7,3,0,0,0,3,6,5.1,616,5.6,74.1,85,93,13.9,3.59,0,9,9.2,60.2,56,72,11.1,137,54.8,7,51,,,,,63.9,91.8,81.9,,90.3,,,78.5,,,0,1,143,30.6,101.6,16.1,22,22,0,8,4,4,2.8,882,9.5
Josh Rosen,35460,QB,ARZ,7,2.5,2.41,2.85,4.83,235,1,71.3,115,125,5.1,1.92,4,2,1.5,62.4,78,37,4.9,132,56.2,4,34,,,,,63.5,41.9,81.8,,43.0,,,,,,1,7,138,18.9,58.0,5.3,7,0,0,5,2,8,5.8,659,5.3,65.7,70,82,14.5,3.28,1,10,11.1,46.3,38,61,17.4,102,43.4,8,31,,,,,37.5,71.0,80.9,,69.3,,,65.8,,,2,1,110,23.0,83.4,13.7,14,6,0,9,4,4,3.6,621,7.6
Brock Osweiler,7059,QB,MIA,6,2.59,2.53,2.88,4.73,198,17,79.6,93,99,5.4,1.87,3,2,1.9,69.7,69,25,6.8,102,51.5,5,32,,,,,85.4,60.8,80.8,,60.5,,,,,,3,2,107,12.0,88.8,2.9,3,0,0,0,3,4,3.7,640,6.5,66.7,66,78,11.7,3.39,0,2,2.4,56.4,44,59,0.0,95,48.0,0,26,,,,,85.0,46.0,80.6,,48.8,,,44.5,,,1,2,101,22.0,83.7,13.7,13,4,0,11,3,5,5.0,607,7.8
C.J. Beathard,11859,QB,SF,6,2.59,2.38,2.99,5.07,198,28,75.3,97,105,5.2,1.79,8,0,0.0,61.0,64,29,12.3,111,56.1,9,34,,,,,58.8,61.8,81.1,,61.4,,,,,,0,4,117,20.7,72.8,5.4,6,0,0,0,3,3,2.6,663,6.3,70.2,57,64,10.9,3.6,1,3,4.5,59.4,38,42,5.0,87,43.9,2,29,,,,,84.0,71.1,80.1,,68.8,,,67.8,,,2,3,90,28.6,96.4,13.8,12,11,0,4,5,2,2.2,589,9.2
Josh Allen,46601,QB,BUF,6,3.06,2.91,3.09,4.39,178,4,77.4,62,64,4.6,1.87,0,0,0.0,68.8,44,18,8.3,71,39.9,4,17,,,,,82.7,67.3,79.3,,66.5,,,,,,0,0,72,38.9,87.3,9.9,7,0,0,2,1,0,0.0,349,5.5,54.5,66,75,15.2,3.88,1,5,6.0,41.3,31,56,13.9,106,59.6,5,28,,,,,31.5,45.0,81.1,,41.7,,,66.7,,,3,5,117,25.0,40.0,13.2,14,17,0,5,1,10,8.5,483,6.4
Jameis Winston,9434,QB,TB,4,2.87,2.5,4.36,5.34,174,30,69.7,76,79,9.1,2.02,2,3,3.6,63.3,50,9,5.7,80,46.0,3,30,,,,,83.7,61.9,79.9,,61.5,,,,,,1,4,84,11.1,75.3,1.3,1,0,0,0,3,5,6.0,549,6.9,69.7,66,68,13.7,3.59,1,2,2.7,67.6,46,42,0.0,94,54.0,0,42,,,,,55.2,62.1,80.5,,54.6,,,85.4,,,0,6,100,28.6,75.1,12.8,12,14,0,1,3,8,8.0,632,9.3
Ryan Tannehill,7014,QB,MIA,5,2.52,2.42,3.27,4.33,144,17,85.9,64,67,4.4,1.72,3,0,0.0,77.6,52,8,5.5,71,49.3,3,23,,,,,45.4,62.1,79.5,,61.7,,,,,,0,2,75,50.0,105.5,5.6,4,0,0,0,4,4,5.3,504,7.5,61.8,55,61,13.5,3.35,1,4,5.7,54.1,33,33,2.9,72,50.0,1,22,,,,,27.3,48.8,79.9,,44.9,,,80.5,,,2,3,84,21.2,80.5,9.7,7,4,0,3,4,7,8.3,468,7.7
Tyrod Taylor,6332,QB,CLV,4,2.98,2.7,3.66,4.45,107,8,65.0,40,45,6.1,1.98,3,1,2.1,48.9,22,13,15.4,47,43.9,4,7,,,,,80.4,36.5,0.0,,39.7,,,,,,0,1,50,15.4,56.8,4.3,2,0,0,2,1,2,4.0,171,3.8,58.8,34,39,16.1,3.76,0,1,2.4,51.3,20,29,0.0,60,56.1,0,15,,,,,38.8,58.4,78.8,,55.2,,,67.1,,,1,1,63,37.9,74.9,18.3,11,10,0,4,1,2,3.2,302,7.7
Jimmy Garoppolo,8697,QB,SF,3,2.96,2.61,3.82,6.82,107,28,68.9,45,47,6.4,2.02,1,1,2.0,66.0,31,20,0.0,49,45.8,0,21,,,,,80.5,50.4,78.0,,50.9,,,,,,0,3,51,10.0,74.3,4.1,2,0,0,1,2,3,5.9,335,7.1,61.5,39,42,12.9,3.75,1,3,6.3,52.4,22,28,8.3,58,54.2,2,15,,,,,25.2,70.2,79.0,,68.9,,,63.6,,,0,0,66,39.3,107.5,19.0,11,5,0,2,3,2,3.0,383,9.1
Nathan Peterman,11926,QB,BUF,4,2.81,2.46,3.96,5.35,96,4,70.7,41,46,5.1,1.82,1,1,2.0,58.7,27,8,6.9,47,49.0,2,6,,,,,80.5,30.5,78.0,,32.5,,,,,,3,3,51,12.5,43.8,2.1,1,0,0,1,1,3,5.9,141,3.1,65.5,29,35,9.3,3.76,1,0,0.0,48.6,17,22,10.5,49,51.0,2,9,,,,,81.0,39.1,78.3,,40.4,,,52.5,,,0,4,55,27.3,21.4,12.2,6,8,0,5,0,2,3.6,155,4.4
Sam Bradford,5526,QB,ARZ,3,2.34,2.31,3.02,3.2,88,1,70.6,51,52,3.9,1.89,1,0,0.0,67.3,35,14,2.8,53,60.2,1,8,,,,,81.0,56.1,78.3,,56.2,,,,,,0,0,55,7.1,73.3,1.9,1,0,0,0,0,0,0.0,189,3.6,59.3,27,28,11.0,3.11,0,1,3.4,53.6,15,22,6.3,34,38.6,1,9,,,,,16.1,32.8,76.8,,32.5,,,64.1,,,0,4,36,22.7,62.4,14.7,5,1,0,1,2,7,19.4,211,7.5
Nick Foles,7089,QB,PHI,2,2.77,2.76,2.76,4.0,87,24,77.1,35,36,4.7,1.98,0,1,2.7,69.4,25,7,7.4,38,43.7,2,5,,,,,28.0,50.9,77.1,,51.3,,,,,,0,0,39,28.6,85.8,5.3,2,0,0,1,1,1,2.6,143,4.0,72.1,43,45,9.5,3.39,0,0,0.0,64.4,29,20,6.5,49,56.3,2,15,,,,,34.9,63.0,78.5,,61.6,,,63.3,,,0,1,57,15.0,75.0,6.1,3,1,0,2,0,2,3.5,308,6.8
Derek Anderson,2430,QB,BUF,2,2.46,2.39,3.36,,75,4,77.5,40,43,8.9,2.09,3,2,4.7,67.4,29,10,6.5,44,58.7,2,17,,,,,79.6,62.3,77.5,,61.9,,,,,,0,1,44,10.0,78.2,2.3,1,0,0,0,0,2,4.5,306,7.1,53.8,26,27,10.7,2.99,0,0,0.0,48.1,13,12,7.1,31,41.3,1,5,,,,,19.6,31.2,76.5,,33.3,,,,,,0,3,33,33.3,27.2,12.9,4,0,0,1,0,5,15.2,159,5.9
Nick Mullens,12282,QB,SF,2,2.62,2.62,,,59,28,92.9,28,28,5.5,1.91,0,0,0.0,89.3,25,4,3.8,28,47.5,1,12,,,,,77.2,92.4,76.0,,91.4,,,,,,0,0,29,0.0,126.3,0.0,0,0,0,0,1,0,0.0,321,11.5,67.9,28,31,10.3,3.26,0,2,5.7,58.1,18,8,5.3,31,52.5,1,12,,,,,78.3,55.5,76.7,,55.7,,,,,,2,2,35,0.0,81.5,0.0,0,0,0,1,3,3,8.6,191,6.2
Blaine Gabbert,6162,QB,TEN,3,2.17,2.16,2.37,,48,31,59.4,32,32,6.3,1.89,0,0,0.0,56.3,18,4,5.3,34,70.8,1,10,,,,,78.3,53.2,0.0,,55.5,,,,,,0,1,35,50.0,69.4,5.9,2,0,0,0,1,1,2.9,177,5.5,75.0,12,13,5.0,2.86,0,0,0.0,53.8,7,4,22.2,14,29.2,2,4,,,,,73.2,55.1,73.7,,55.3,,,,,,0,0,15,25.0,67.8,7.1,1,0,0,1,0,0,0.0,65,5.0
Josh McCown,1085,QB,NYJ,1,2.28,2.14,3.17,4.3,38,22,80.0,20,24,4.5,1.76,4,0,0.0,62.5,15,4,6.3,24,63.2,1,6,,,,,76.1,39.5,75.3,,40.8,,,,,,0,2,24,0.0,41.0,0.0,0,0,0,0,0,2,8.3,124,5.2,50.0,8,10,11.5,3.18,1,1,10.0,20.0,2,8,50.0,14,36.8,2,1,,,,,73.2,46.3,73.5,,48.1,,,58.3,,,1,0,14,37.5,39.6,21.4,3,1,0,0,0,1,7.1,11,1.1
Cody Kessler,10727,QB,JAX,1,2.77,2.67,2.43,5.0,36,15,80.0,15,15,6.4,1.96,0,0,0.0,80.0,12,4,0.0,18,50.0,0,5,,,,,22.6,52.2,74.3,,52.7,,,,,,0,0,18,75.0,92.5,16.7,3,0,0,0,0,1,5.6,93,6.2,92.3,13,15,4.7,3.58,0,0,0.0,60.0,9,8,25.0,18,50.0,3,5,,,,,74.5,50.3,74.3,,48.3,,,63.5,,,0,1,18,12.5,64.0,5.6,1,2,0,2,1,0,0.0,63,4.2
Matt Barkley,7880,QB,BUF,1,2.58,2.6,2.1,,26,4,58.3,12,12,10.0,1.93,0,0,0.0,58.3,7,3,0.0,13,50.0,0,5,,,,,72.8,49.3,73.2,,50.1,,,,,,0,0,13,33.3,73.6,7.7,1,0,0,0,0,1,7.7,66,5.5,61.5,13,13,16.8,3.24,0,3,23.1,61.5,8,2,0.0,13,50.0,0,6,,,,,72.8,72.1,73.2,,71.0,,,,,,0,0,13,0.0,145.0,0.0,0,0,0,0,2,1,7.7,166,12.8
