player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Matt Skura,11102,C,BLT,3,100.0,0,3,66.7,81.8,61.1,0,2,140,100.0,100.0,99.3,1,2,0,237,237,0,0,237,153,153,0,0,84,0
Alex Lewis,10764,G,BLT,3,100.0,0,3,51.3,55.8,47.4,2,5,140,100.0,100.0,96.1,1,9,2,237,0,235,1,237,153,153,0,0,84,0
Brandon Brooks,7078,G,PHI,3,100.0,0,24,82.6,81.2,77.8,1,3,132,100.0,100.0,98.5,0,4,0,233,0,0,0,233,147,147,233,0,86,0
Lane Johnson,7786,T,PHI,3,100.0,1,24,75.0,69.1,75.5,1,12,132,100.0,100.0,93.6,1,15,2,233,0,0,5,233,147,147,0,228,86,0
Stefen Wisniewski,6200,G,PHI,3,100.0,0,24,63.4,76.8,57.9,0,3,132,100.0,100.0,98.9,1,3,0,233,0,233,0,233,147,147,0,0,86,0
Jason Kelce,6343,C,PHI,3,100.0,0,24,80.9,83.4,76.8,0,3,132,100.0,100.0,98.9,1,3,0,232,232,0,0,232,147,147,0,0,85,0
Alejandro Villanueva,9091,T,PIT,3,100.0,1,25,66.3,75.0,57.2,0,2,151,100.0,100.0,98.7,4,3,1,232,0,0,232,232,164,164,0,0,68,0
Maurkice Pouncey,5543,C,PIT,3,100.0,0,25,58.6,46.8,63.2,0,8,151,100.0,100.0,96.7,1,9,1,232,232,0,0,232,164,164,0,0,68,0
Ramon Foster,5229,G,PIT,3,100.0,0,25,69.3,73.0,63.6,0,7,151,100.0,100.0,97.0,0,8,1,232,0,232,0,232,164,164,0,0,68,0
J.C. Tretter,7904,C,CLV,3,100.0,1,8,68.8,81.0,65.1,0,3,130,100.0,100.0,98.1,1,4,1,228,228,0,0,228,140,140,0,0,88,0
Chris Hubbard,8051,T,CLV,3,100.0,1,8,57.2,66.3,45.5,0,6,130,100.0,100.0,95.4,1,9,3,228,0,0,0,228,140,140,0,228,88,0
Desmond Harrison,15466,T,CLV,3,100.0,2,8,58.1,73.9,54.1,0,12,130,100.0,100.0,94.6,4,13,1,228,0,0,228,228,140,140,0,0,88,0
Kevin Zeitler,7032,G,CLV,3,100.0,1,8,72.2,89.2,61.0,0,2,130,100.0,100.0,99.2,1,2,0,228,0,0,0,228,140,140,228,0,88,0
Joel Bitonio,8670,G,CLV,3,100.0,0,8,71.5,84.7,65.1,0,3,130,100.0,100.0,98.8,1,3,0,228,0,228,0,228,140,140,0,0,88,0
Ronnie Stanley,10640,T,BLT,3,100.0,0,3,69.1,76.9,59.0,1,5,130,100.0,100.0,96.9,1,7,1,225,0,0,219,225,141,141,0,0,84,6
Rick Wagner,7950,T,DET,3,100.0,0,11,76.5,76.7,69.9,0,3,146,100.0,100.0,98.3,0,4,1,220,0,0,0,220,154,154,0,220,66,0
Frank Ragnow,39137,G,DET,3,100.0,0,11,61.8,36.0,73.3,4,8,146,100.0,100.0,95.2,2,13,1,220,0,220,0,220,154,154,0,0,66,0
Taylor Decker,10650,T,DET,3,100.0,1,11,69.5,79.3,55.4,1,4,146,100.0,100.0,97.6,4,6,1,220,0,0,220,220,154,154,0,0,66,0
Graham Glasgow,10729,C,DET,3,100.0,1,11,67.1,75.1,61.4,0,4,146,100.0,100.0,98.6,1,4,0,220,220,0,0,220,154,154,0,0,66,0
Chase Roullier,11954,C,WAS,3,100.0,1,32,56.1,61.1,52.9,1,4,110,100.0,100.0,97.7,1,5,0,214,149,61,0,214,122,122,4,0,92,0
Rob Havenstein,9490,T,LA,3,100.0,0,26,79.5,76.0,77.1,0,3,106,100.0,100.0,98.6,0,3,0,212,0,0,0,212,115,115,0,212,97,0
James Hurst,9001,T,BLT,3,100.0,0,3,54.7,64.8,44.0,1,7,135,100.0,100.0,97.0,1,8,0,212,0,0,14,212,148,148,2,196,64,0
Rodger Saffold,5558,G,LA,3,100.0,0,26,79.1,80.1,76.3,1,1,106,100.0,100.0,99.1,2,2,0,212,0,212,0,212,115,115,0,0,97,0
Trent Williams,5529,T,WAS,3,100.0,0,32,79.1,87.6,81.6,1,2,109,100.0,100.0,98.6,4,3,0,212,0,0,210,212,121,121,0,0,91,2
Marshal Yanda,3702,G,BLT,3,100.0,0,3,66.3,80.2,54.9,1,2,135,100.0,100.0,98.9,0,3,0,212,0,2,0,212,148,148,210,0,64,0
Austin Blythe,10882,G,LA,3,100.0,0,26,85.7,86.7,79.2,2,0,106,100.0,100.0,99.1,0,2,0,212,0,0,0,212,115,115,212,0,97,0
Kolton Miller,47013,T,OAK,3,100.0,0,23,64.0,71.4,61.2,0,5,117,100.0,100.0,97.9,3,5,0,211,0,0,211,211,127,127,0,0,84,0
Kelechi Osemele,7062,G,OAK,3,100.0,0,23,62.6,52.8,66.9,0,3,117,100.0,100.0,98.7,3,3,0,211,0,211,0,211,127,127,0,0,84,0
Rodney Hudson,6207,C,OAK,3,100.0,0,23,83.1,88.8,78.1,0,0,117,100.0,100.0,100.0,0,0,0,211,211,0,0,211,127,127,0,0,84,0
Gabe Jackson,8716,G,OAK,3,100.0,1,23,75.3,57.8,77.2,0,6,117,100.0,100.0,95.7,2,8,2,211,0,0,0,211,127,127,211,0,84,0
Kyle Long,7801,G,CHI,3,100.0,0,6,70.5,85.1,60.5,1,2,122,100.0,100.0,98.0,1,4,1,210,0,0,0,210,132,132,210,0,78,0
Mike Remmers,7431,G,MIN,3,100.0,0,18,62.5,60.6,60.0,0,11,155,100.0,100.0,94.5,0,14,3,210,0,0,0,210,158,158,210,0,52,0
Brandon Scherff,9438,G,WAS,3,100.0,0,32,68.2,82.6,59.2,1,3,108,100.0,100.0,98.1,0,4,0,210,0,0,0,210,120,120,210,0,90,0
Charles Leno Jr.,8880,T,CHI,3,100.0,0,6,79.6,85.8,67.2,0,4,122,100.0,100.0,98.4,0,4,0,210,0,0,204,210,132,132,0,0,78,4
Eric Kush,7952,G,CHI,3,100.0,0,6,51.9,72.7,48.6,0,2,122,100.0,100.0,99.2,2,2,0,210,0,210,0,210,132,132,0,0,78,0
Cody Whitehair,10690,C,CHI,3,100.0,0,6,65.4,76.1,62.4,0,1,122,100.0,100.0,99.6,1,1,0,210,210,0,0,210,132,132,0,0,78,0
Bobby Massie,7112,T,CHI,3,100.0,0,6,70.3,76.3,64.1,0,6,122,100.0,100.0,97.5,1,6,0,210,0,0,0,210,132,132,0,209,78,1
Tom Compton,7181,G,MIN,3,100.0,0,18,79.2,77.7,76.1,0,5,155,100.0,100.0,97.7,0,6,1,210,0,210,0,210,158,158,0,0,52,0
