player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Adam Thielen,8288,WR,MIN,9,102,0,18,0,-1.8,0,100.0,,0,0,0.0,0,1,1,90.6,39.4,0,9,0.0,0,32,5,100.0,32,89.2,5,4.9,0,27,36,7.2,5.4,0.84,8.7,1,77.8,44.4,4,9,3.9,2,28,1,90.8,91.6,1,45,0.4,1,248,49,96.8,240,121.4,63,61.8,5,528,189,3.9,10.8,2.2
Zach Ertz,7816,TE,PHI,9,98,0,24,0,-2.7,0,66.7,0.0,0,1,0.0,0,0,0,84.5,37.6,0,2,24.4,11,45,2,71.1,32,70.1,3,3.1,0,2,6,3.0,1.0,0.06,8.4,1,72.7,37.5,3,8,4.8,2,20,0,67.0,75.4,2,34,1.4,3,211,40,92.4,195,83.1,55,56.1,0,470,123,3.1,11.8,2.41
Julio Jones,6158,WR,ATL,9,98,0,2,0,1.0,1,100.0,,0,0,0.0,0,3,0,88.7,90.8,0,35,0.0,0,20,3,100.0,20,158.3,3,3.1,2,48,45,15.0,16.0,2.4,11.9,0,70.6,33.3,1,3,7.7,1,10,0,83.5,86.7,1,33,0.0,0,78,12,96.2,75,80.3,17,17.3,0,179,31,2.6,14.9,2.39
Odell Beckham Jr.,8647,WR,NYG,9,98,0,21,0,-0.8,3,100.0,,0,0,0.0,0,0,0,90.9,66.3,0,12,0.0,0,32,4,93.8,30,93.8,4,4.1,0,26,29,7.3,6.5,0.87,7.7,4,77.3,25.0,1,4,0.0,0,11,0,84.2,89.3,1,30,0.0,0,114,17,93.0,106,97.9,22,22.4,1,186,82,4.8,10.9,1.75
Jarvis Landry,8698,WR,CLV,10,97,0,8,0,-1.4,0,100.0,100.0,1,1,0.0,0,1,0,91.6,52.8,0,7,0.0,0,52,9,96.2,50,79.2,9,9.3,0,26,39,4.3,2.9,0.52,9.8,1,54.8,30.8,4,13,10.5,4,13,0,73.0,62.1,1,39,0.3,1,305,34,92.8,283,68.3,62,63.9,1,325,93,2.7,9.6,1.15
Antonio Brown,5718,WR,PIT,9,95,0,25,0,1.0,6,90.5,100.0,1,1,0.0,0,7,0,93.0,91.3,0,31,0.0,0,59,19,96.6,57,130.5,21,22.1,4,122,112,5.9,6.4,2.14,7.9,4,58.3,0.0,0,4,0.0,0,9,0,91.0,81.7,2,43,0.0,0,77,14,97.4,75,80.7,24,25.3,3,145,78,5.6,10.4,1.93
DeAndre Hopkins,7808,WR,HST,9,89,0,13,0,-2.5,0,100.0,,0,0,0.0,0,1,0,91.4,70.6,0,16,0.0,0,26,6,88.5,23,88.9,6,6.7,0,32,47,7.8,5.3,1.39,10.0,2,95.2,100.0,4,4,0.0,0,11,0,92.1,92.4,0,49,0.0,0,78,20,98.7,77,158.3,21,23.6,3,278,88,4.4,13.9,3.61
Davante Adams,8688,WR,GB,9,88,0,12,0,0.4,3,100.0,,0,0,0.0,0,2,0,92.4,73.6,0,25,0.0,0,47,14,97.9,46,115.8,14,15.9,1,85,80,5.7,6.1,1.85,10.1,1,73.7,0.0,0,1,6.7,1,9,0,69.8,89.1,0,38,0.0,0,83,14,90.4,75,140.9,19,21.6,2,193,83,5.9,13.8,2.57
Michael Thomas,10681,WR,NO,9,87,0,20,0,-2.4,2,71.4,0.0,0,1,16.7,1,2,0,29.2,52.6,0,9,0.0,0,38,5,94.7,36,113.7,7,8.0,1,11,25,5.0,2.2,0.31,9.4,3,93.8,75.0,3,4,3.2,1,18,0,79.4,92.4,0,72,0.0,0,103,30,93.2,96,150.0,32,36.8,3,419,140,4.7,14.0,4.36
James White,8765,HB,NE,10,84,0,19,0,-3.6,3,100.0,,0,0,0.0,0,9,0,93.1,99.9,0,37,0.0,0,41,20,100.0,41,123.8,20,23.8,1,194,265,13.3,9.7,4.73,1.4,0,75.0,,0,0,0.0,0,2,0,91.3,89.5,0,12,0.0,0,27,6,96.3,26,119.8,8,9.5,1,30,26,4.3,5.0,1.15
Mike Evans,8642,WR,TB,9,81,0,30,0,,0,,,0,0,,0,0,0,,40.5,0,0,0.0,0,23,0,91.3,21,0.0,0,0.0,0,0,0,,,0.0,12.8,0,40.0,,0,0,20.0,1,2,0,38.6,72.6,3,23,0.0,0,72,4,90.3,65,16.3,10,12.3,0,49,3,0.8,12.3,0.75
