player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Adam Thielen,8288,WR,MIN,6,9.4,2,74.4,30.0,3,10,0,4.9,3,38,18,0,83.0,80.8,90.5,67.5,90.4,0.7,2,1,68,0.7,2,295,0,58,96.9,286,59.7,176,113.8,78,4,39.7,117,712,233,4.0,12.3,2.49
Antonio Brown,5718,WR,PIT,6,10.9,10,56.3,18.2,2,11,0,2.4,1,24,25,0,82.8,78.5,74.5,,74.0,0.0,0,4,48,0.0,0,289,1,40,92.7,268,17.0,49,81.8,71,6,83.0,240,478,249,6.2,12.0,1.78
Zach Ertz,7816,TE,PHI,6,7.1,0,72.7,25.0,3,12,0,7.7,4,24,24,0,63.2,79.0,68.5,75.2,70.0,27.7,79,1,34,6.3,18,285,1,48,87.0,248,53.3,152,96.8,66,2,18.2,52,480,166,3.5,10.0,1.94
Davante Adams,8688,WR,GB,6,10.4,5,72.3,20.0,1,5,0,7.8,4,25,12,0,63.4,79.0,79.7,,78.6,0.0,0,0,51,0.0,0,301,1,47,94.4,284,19.3,58,128.8,65,6,80.7,243,557,205,4.4,11.9,1.96
Julio Jones,6158,WR,ATL,6,15.1,3,67.7,58.3,7,12,0,6.4,3,32,2,0,68.6,78.9,87.3,,86.0,0.0,0,2,58,0.0,0,237,0,44,94.1,223,19.8,47,91.1,65,0,80.2,190,708,192,4.4,16.1,3.17
Odell Beckham Jr.,8647,WR,NYG,6,10.8,18,69.2,14.3,1,7,0,2.2,1,26,21,0,85.0,82.1,85.0,,84.5,0.4,1,1,33,0.0,0,261,0,45,94.6,247,30.7,80,90.9,65,1,69.0,180,506,181,4.0,11.2,2.05
DeAndre Hopkins,7808,WR,HST,6,13.4,7,69.8,66.7,12,18,0,0.0,0,32,13,1,90.4,36.8,88.8,,89.5,0.0,0,3,49,0.0,0,289,1,44,92.4,267,20.4,59,99.8,63,3,79.6,230,657,179,4.1,14.9,2.46
JuJu Smith-Schuster,11817,WR,PIT,6,9.9,1,70.0,30.8,4,13,0,4.5,2,27,25,0,75.5,78.4,76.8,,76.3,0.0,0,1,67,0.0,0,276,2,42,93.1,257,80.1,221,103.5,60,2,19.9,55,561,234,5.6,13.4,2.18
Jarvis Landry,8698,WR,CLV,6,10.2,5,53.4,33.3,4,12,1,11.4,4,16,8,0,50.8,78.3,65.6,38.5,63.5,0.0,0,1,39,0.4,1,284,2,31,94.7,269,73.2,208,73.3,58,1,25.4,72,392,158,5.1,12.6,1.46
A.J. Green,6156,WR,CIN,6,13.4,2,60.0,52.9,9,17,0,8.3,3,27,7,2,61.9,21.5,82.4,,81.6,0.0,0,1,38,0.0,0,231,0,33,92.2,213,29.4,68,112.2,55,5,70.6,163,494,109,3.3,15.0,2.32
