player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Ryan Kerrigan,6168,ED,WAS,5,9,,9.0,32,0,39.6,0,1,0,0,0,0.0
Pierre Desir,8762,CB,IND,7,9,,2.3,14,0,39.6,0,4,0,0,0,0.0
Aaron Lynch,8785,ED,CHI,6,9,,9.0,6,1,0.0,0,1,0,0,0,0.0
Jarrod Wilson,10902,S,JAX,3,3,,3.0,15,0,39.6,0,1,0,0,0,0.0
George Iloka,7159,S,MIN,4,14,,14.0,18,0,39.6,0,1,0,0,0,0.0
Tre Herndon,50380,CB,JAX,1,7,,3.5,15,0,39.6,0,2,0,0,0,0.0
Connor Barwin,4969,ED,NYG,1,1,,1.0,21,0,39.6,0,1,0,0,0,0.0
Jordan Poyer,8000,S,BUF,13,44,,44.0,4,0,39.6,0,1,0,0,0,0.0
KeiVarae Russell,10708,CB,CIN,1,4,,4.0,7,0,39.6,0,1,0,0,0,0.0
Tony Brown,49255,CB,GB,1,3,,3.0,12,0,39.6,0,1,0,0,0,0.0
James Bradberry,10696,CB,CAR,12,30,,6.0,5,0,39.6,0,5,0,0,0,0.0
Emmanuel Lamur,7561,LB,OAK,6,10,,10.0,23,0,39.6,0,1,0,0,0,0.0
Cyrus Jones,10694,S,BLT,2,2,,2.0,3,0,39.6,0,1,0,0,0,0.0
Quenton Meeks,38566,CB,JAX,1,4,,4.0,15,0,39.6,0,1,0,0,0,0.0
Nathan Gerry,11940,LB,PHI,1,1,,1.0,24,0,39.6,0,1,0,0,0,0.0
Leonard Floyd,10643,ED,CHI,8,17,,17.0,6,0,39.6,0,1,0,0,0,0.0
Kevin Minter,7826,LB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Dylan Cole,24304,LB,HST,1,3,,3.0,13,0,39.6,0,1,0,0,0,0.0
Michael Davis,12040,CB,LAC,4,4,,4.0,27,0,39.6,0,1,0,0,0,0.0
Tracy Walker,51266,S,DET,9,17,,8.5,11,0,39.6,0,2,0,0,0,0.0
Armani Watts,51264,S,KC,3,9,,9.0,16,0,39.6,0,1,0,0,0,0.0
Isaiah Johnson,10935,S,TB,6,8,,8.0,30,0,39.6,0,1,0,0,0,0.0
Trae Waynes,9444,CB,MIN,7,15,,15.0,18,0,39.6,0,1,0,0,0,0.0
Will Compton,8308,LB,TEN,1,1,,1.0,31,0,39.6,0,1,0,0,0,0.0
Jason Cabinda,50714,LB,OAK,1,2,,2.0,23,0,39.6,0,1,0,0,0,0.0
Denzel Ward,49558,CB,CLV,12,44,44.0,7.3,8,0,39.6,1,6,0,4,6,0.09
Jayon Brown,11910,LB,TEN,13,38,38.0,12.7,31,0,46.5,1,3,0,12,7,0.32
Micah Hyde,7941,S,BUF,13,74,37.0,14.8,4,1,47.9,2,5,1,3,1,0.04
Jessie Bates III,49162,S,CIN,12,35,35.0,11.7,7,0,42.4,1,3,0,8,2,0.23
Damarious Randall,9463,S,CLV,12,34,34.0,8.5,8,0,47.9,1,4,0,20,12,0.59
Adrian Amos,9575,S,CHI,13,62,31.0,31.0,6,0,79.2,2,2,0,6,1,0.1
Anthony Harris,9895,S,MIN,9,29,29.0,7.3,18,1,6.3,1,4,0,18,17,0.62
Byron Jones,9460,CB,DAL,13,28,28.0,7.0,9,0,44.8,1,4,0,17,1,0.61
Tre Flowers,49059,CB,SEA,11,27,27.0,4.5,29,0,39.6,1,6,0,16,5,0.59
Kurt Coleman,5767,S,NO,10,26,26.0,26.0,20,0,118.8,1,1,0,20,23,0.77
Thomas Davis Sr.,2231,LB,CAR,8,24,24.0,8.0,5,0,42.4,1,3,0,7,9,0.29
Antone Exum Jr.,8817,S,SF,7,24,24.0,24.0,28,0,100.0,1,1,0,8,5,0.33
Sean Davis,10692,S,PIT,8,22,22.0,22.0,25,0,100.0,1,1,0,8,4,0.36
Johnathan Joseph,2969,CB,HST,11,22,22.0,4.4,13,0,46.3,1,5,0,23,21,1.05
Derrick Kindred,10763,S,CLV,14,42,21.0,21.0,8,0,83.3,2,2,0,8,5,0.19
DeShawn Shead,7450,CB,DET,11,62,20.7,15.5,11,0,114.6,3,4,0,48,37,0.77
William Jackson III,10658,CB,CIN,11,20,20.0,10.0,7,0,60.4,1,2,0,8,5,0.4
Erik Harris,10346,S,OAK,9,20,20.0,6.7,23,0,42.4,1,3,0,3,2,0.15
John Johnson III,11847,S,LA,13,39,19.5,9.8,26,0,95.8,2,4,1,10,0,0.26
Duke Riley,11830,LB,ATL,9,38,19.0,7.6,2,0,120.8,2,5,1,55,34,1.45
Steven Nelson,9531,CB,KC,11,19,19.0,6.3,16,1,19.4,1,3,0,21,8,1.11
Duron Harmon,7872,S,NE,10,19,19.0,19.0,19,0,116.7,1,1,0,12,1,0.63
Chuck Clark,11941,S,BLT,11,38,19.0,9.5,3,1,64.6,2,4,1,20,3,0.53
Jamal Adams,11761,S,NYJ,13,89,17.8,8.1,22,1,20.3,5,11,0,48,18,0.54
Vonn Bell,10695,S,NO,14,104,17.3,10.4,20,0,89.2,6,10,0,89,16,0.86
Jerome Baker,28091,LB,MIA,14,52,17.3,8.7,17,0,56.3,3,6,0,17,10,0.33
Earl Thomas III,5539,S,SEA,4,17,17.0,5.7,29,0,54.9,1,3,0,18,7,1.06
Ha Ha Clinton-Dix,8656,S,WAS,12,33,16.5,11.0,32,0,88.2,2,3,0,22,15,0.67
Josh Robinson,7068,CB,NO,3,16,16.0,8.0,20,0,62.5,1,2,0,9,3,0.56
Chidobe Awuzie,11815,CB,DAL,8,16,16.0,16.0,9,0,118.8,1,1,0,34,5,2.13
Patrick Robinson,5557,CB,NO,3,64,16.0,16.0,20,0,105.2,4,4,0,37,13,0.58
Delano Hill,11849,S,SEA,5,16,16.0,8.0,29,0,56.3,1,2,0,5,3,0.31
Corey Graham,3784,S,PHI,9,47,15.7,15.7,24,0,80.6,3,3,0,10,2,0.21
Dont'e Deayon,11242,CB,NYG,4,62,15.5,8.9,21,0,80.1,4,7,0,51,11,0.82
