player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,CAR,13,2,1.2,1,0,5,71.0,72.2,59.2,64.7,69.2,79.0,0.0,0,2,108,113,3.7,4,6
Terrell Suggs,1326,ED,BLT,13,6,1.2,1,0,3,52.4,64.7,39.4,67.3,65.5,52.9,8.7,2,4,183,188,6.6,12,15
Mike Adams,1972,S,CAR,13,7,5.7,0,0,5,46.7,53.3,63.1,68.3,65.7,78.9,5.4,2,1,269,282,5.2,14,28
Adam Jones,2223,CB,DEN,6,0,21.5,0,0,10,62.8,64.2,81.3,,68.0,44.0,0.0,0,1,46,46,2.2,1,2
Thomas Davis Sr.,2231,LB,CAR,9,11,2.8,0,0,5,73.2,79.1,85.1,76.1,73.6,67.9,6.7,2,0,181,189,6.1,11,17
Derrick Johnson,2232,LB,OAK,6,1,5.0,0,0,23,68.6,65.2,79.6,46.7,60.1,42.6,20.0,2,0,51,51,3.9,2,7
Lorenzo Alexander,2476,LB,BUF,13,5,3.4,0,0,4,76.3,83.8,87.2,71.5,78.3,84.2,0.0,0,0,157,162,7.0,11,18
Haloti Ngata,2957,DI,PHI,10,2,0.7,0,1,24,59.7,61.1,84.0,52.5,65.2,37.3,14.3,2,0,128,132,6.3,8,10
Johnathan Joseph,2969,CB,HST,12,1,4.3,0,0,13,80.1,79.0,86.7,59.1,63.0,29.0,42.9,3,1,228,236,0.9,2,3
Frostee Rucker,3036,ED,OAK,12,5,2.5,0,0,23,61.1,61.7,89.5,48.9,66.3,44.3,18.8,6,0,237,249,5.5,13,21
Domata Peko Sr.,3068,DI,DEN,13,8,2.8,0,0,10,85.6,64.7,17.4,59.1,69.4,47.8,13.0,3,5,204,210,4.4,9,12
Kyle Williams,3079,DI,BUF,13,5,2.8,0,0,4,62.7,67.8,59.6,66.0,64.4,66.9,7.1,1,2,178,185,3.4,6,8
Antoine Bethea,3152,S,ARZ,13,9,9.2,0,0,1,78.7,70.2,28.1,56.5,58.9,77.0,9.8,6,3,385,399,4.4,17,46
Tom Johnson,3378,DI,MIN,11,3,3.1,0,0,18,73.3,64.2,62.7,63.8,55.2,75.9,0.0,0,1,101,105,4.0,4,11
Tramon Williams,3558,S,GB,13,2,12.6,0,0,12,59.8,60.2,87.9,51.0,60.0,61.3,26.3,5,1,330,338,0.0,0,12
