player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Adam Thielen,8288,WR,MIN,4,55,0,18,11.0,0,66.7,25.0,1,4,6.7,1,10,0,65.9,90.7,0,27,1.7,1,60,14,93.3,56,108.8,21,38.2,1,178,32,2.3,12.7,3.18,0,8.7,1,75.0,33.3,1,3,7.7,2,13,0,73.7,70.0,0,45,0.7,1,146,24,98.6,144,110.5,32,58.2,1,273,105,4.4,11.4,1.9
Antonio Brown,5718,WR,PIT,4,52,0,25,14.1,2,45.0,33.3,1,3,0.0,0,8,0,78.0,73.4,0,27,0.0,0,78,9,93.6,73,107.5,20,38.5,3,136,65,7.2,15.1,1.86,0,9.7,6,58.6,0.0,0,3,5.6,1,7,0,68.0,65.1,3,19,0.0,0,114,17,97.4,111,28.3,29,55.8,0,118,64,3.8,6.9,1.06
Zach Ertz,7816,TE,PHI,4,46,0,24,4.3,0,41.7,0.0,0,3,28.6,2,1,0,29.2,45.6,1,10,8.6,5,58,5,79.3,46,14.6,12,26.1,0,35,15,3.0,7.0,0.76,0,8.3,0,80.0,25.0,1,4,7.7,2,13,0,62.3,73.3,0,34,4.5,6,132,24,89.4,118,106.0,30,65.2,0,283,96,4.0,11.8,2.4
JuJu Smith-Schuster,11817,WR,PIT,4,46,0,25,9.2,0,68.8,25.0,1,4,0.0,0,8,0,78.7,71.3,0,27,0.0,0,78,11,93.6,73,112.0,16,34.8,1,122,52,4.7,11.1,1.67,0,8.2,1,66.7,0.0,0,4,4.8,1,13,0,70.5,77.3,1,67,0.0,0,111,20,97.3,108,84.6,30,65.2,0,294,161,8.1,14.7,2.72
DeAndre Hopkins,7808,WR,HST,4,44,0,13,14.9,0,61.5,50.0,2,4,0.0,0,4,0,77.3,72.7,0,28,0.0,0,51,8,92.2,47,108.2,13,29.5,1,91,26,3.3,11.4,1.94,0,15.3,0,73.1,57.1,4,7,0.0,0,16,0,84.1,89.9,2,30,0.0,0,116,19,93.1,108,80.6,26,59.1,0,310,61,3.2,16.3,2.87
Michael Thomas,10681,WR,NO,4,44,0,20,6.7,3,100.0,100.0,3,3,0.0,0,10,1,81.7,90.4,0,35,0.0,0,59,15,88.1,52,150.4,15,34.1,3,159,72,4.8,10.6,3.06,0,7.2,3,96.0,100.0,2,2,4.0,1,11,1,73.5,76.5,0,25,0.0,0,93,24,96.8,90,110.0,25,56.8,0,260,92,3.8,10.8,2.89
Alvin Kamara,11822,HB,NO,4,44,0,20,3.6,2,72.7,,0,0,0.0,0,3,0,76.5,69.4,0,14,8.2,4,49,8,85.7,42,87.3,11,25.0,0,65,51,6.4,8.1,1.55,0,1.3,9,85.7,33.3,1,3,0.0,0,10,0,74.4,90.7,0,35,4.9,4,82,24,91.5,75,104.2,28,63.6,0,252,222,9.3,10.5,3.36
Julio Jones,6158,WR,ATL,4,43,0,2,9.1,0,63.6,50.0,2,4,0.0,0,5,0,75.6,83.1,1,30,0.0,0,40,7,90.0,36,55.5,11,25.6,0,101,36,5.1,14.4,2.81,0,16.6,2,74.1,50.0,2,4,4.8,1,16,0,70.5,86.4,1,58,0.0,0,97,20,96.9,94,100.1,27,62.8,0,335,73,3.7,16.8,3.56
Odell Beckham Jr.,8647,WR,NYG,4,43,0,21,9.6,2,75.0,,0,0,0.0,0,6,0,77.3,79.5,0,30,0.0,0,53,9,94.3,50,111.8,12,27.9,0,136,63,7.0,15.1,2.72,0,10.8,10,70.0,0.0,0,1,0.0,0,10,0,84.9,77.9,0,27,0.0,0,115,21,93.9,108,87.8,30,69.8,0,197,63,3.0,9.4,1.82
Jarvis Landry,8698,WR,CLV,4,40,0,8,8.9,1,66.7,33.3,1,3,9.1,1,5,0,60.2,73.8,0,39,0.0,0,57,10,93.0,53,97.6,15,37.5,0,144,53,5.3,14.4,2.72,0,11.4,2,52.4,25.0,1,4,15.4,2,6,0,43.8,62.1,0,33,0.9,1,110,11,97.3,107,73.7,21,52.5,0,141,35,3.2,12.8,1.32
