player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Antonio Brown,5718,WR,PIT,15,164,0,25,0,0.6,7,92.6,100.0,1,1,0.0,0,7,0,93.7,79.0,0,31,0.0,0,98,25,93.9,92,128.5,27,16.5,4,144,139,5.6,5.8,1.57,7.3,4,75.0,33.3,2,6,0.0,0,20,0,92.4,82.6,3,43,0.0,0,147,33,94.6,139,103.9,44,26.8,5,315,149,4.5,9.5,2.27
Davante Adams,8688,WR,GB,15,162,0,12,0,-0.1,4,100.0,,0,0,0.0,0,2,0,93.4,70.4,0,25,0.0,0,76,23,98.7,75,104.2,23,14.2,1,127,130,5.7,5.5,1.69,10.0,1,75.0,25.0,1,4,3.6,1,17,0,89.2,91.2,0,38,0.0,0,144,27,91.0,131,129.1,36,22.2,3,317,149,5.5,11.7,2.42
Julio Jones,6158,WR,ATL,15,153,0,2,0,0.0,1,83.3,,0,0,16.7,1,4,0,29.2,78.4,0,35,0.0,0,31,5,100.0,31,152.1,6,3.9,2,66,65,13.0,13.2,2.13,13.0,0,64.3,33.3,1,3,10.0,2,13,0,81.0,88.2,2,33,0.0,0,120,18,95.8,115,65.8,28,18.3,0,268,50,2.8,14.9,2.33
JuJu Smith-Schuster,11817,WR,PIT,15,151,0,25,0,-0.8,0,83.3,0.0,0,1,0.0,0,7,0,92.8,68.5,1,12,0.0,0,96,15,94.8,91,76.6,18,11.9,1,63,76,5.1,4.2,0.69,8.2,1,68.2,56.5,13,23,4.8,3,37,0,84.7,81.3,3,75,0.0,0,430,60,94.7,407,97.9,88,58.3,4,803,376,6.3,13.4,1.97
Zach Ertz,7816,TE,PHI,15,150,0,24,0,-2.8,0,75.0,0.0,0,1,0.0,0,1,0,88.7,36.2,0,6,21.4,15,70,3,75.7,53,77.1,4,2.7,0,8,15,5.0,2.7,0.15,7.9,1,72.6,41.7,5,12,3.6,2,28,0,77.3,77.4,3,34,1.3,4,313,53,92.3,289,79.4,73,48.7,0,594,161,3.0,11.2,2.06
Adam Thielen,8288,WR,MIN,15,145,0,18,0,-1.6,0,100.0,,0,0,0.0,0,2,1,91.1,45.3,0,35,0.0,0,51,7,98.0,50,107.7,7,4.8,0,69,80,11.4,9.9,1.38,8.5,4,78.8,40.0,4,10,5.6,4,38,1,90.3,90.2,2,45,0.3,1,368,67,95.7,352,118.8,85,58.6,7,703,266,4.0,10.5,2.0
DeAndre Hopkins,7808,WR,HST,15,144,0,13,0,-2.7,0,88.9,,0,0,0.0,0,1,0,92.1,62.1,0,16,0.0,0,47,8,89.4,42,82.9,9,6.3,0,35,56,7.0,4.4,0.83,9.9,3,88.2,75.0,6,8,0.0,0,19,0,92.9,93.2,0,49,0.0,0,128,30,98.4,126,153.9,34,23.6,4,392,99,3.3,13.1,3.11
Michael Thomas,10681,WR,NO,15,139,0,20,0,-2.0,2,77.8,0.0,0,1,12.5,1,2,0,39.4,49.3,0,9,0.0,0,58,7,96.6,56,116.2,9,6.5,1,16,31,4.4,2.3,0.29,8.9,8,89.8,75.0,6,8,2.2,1,25,0,90.9,92.7,0,72,0.6,1,167,44,90.4,151,135.5,49,35.3,3,569,204,4.6,12.9,3.77
Stefon Diggs,9579,WR,MIN,14,131,0,18,0,-1.6,3,94.4,,0,0,0.0,0,6,0,92.8,91.6,1,34,0.0,0,46,17,97.8,45,69.0,18,13.7,0,110,137,8.1,6.5,2.44,5.2,1,86.7,75.0,3,4,0.0,0,12,0,92.0,83.3,1,34,0.0,0,133,26,96.2,128,112.4,30,22.9,2,269,167,6.4,10.3,2.1
Travis Kelce,7844,TE,KC,15,130,0,16,0,-1.2,0,90.0,,0,0,0.0,0,5,0,91.6,70.4,0,43,15.7,13,83,9,79.5,66,138.3,10,7.7,1,92,113,12.6,10.2,1.39,9.8,4,79.4,63.6,7,11,3.8,2,32,2,83.2,92.1,2,43,0.0,0,276,50,91.7,253,122.2,63,48.5,4,719,294,5.9,14.4,2.84
Jarvis Landry,8698,WR,CLV,15,128,0,8,0,-1.1,0,90.9,100.0,1,1,9.1,1,1,0,56.2,43.4,0,7,0.0,0,76,10,93.4,71,79.2,11,8.6,0,33,47,4.7,3.3,0.46,10.7,3,55.7,40.0,6,15,8.3,4,20,0,75.0,65.8,2,51,0.2,1,422,44,91.2,385,71.5,79,61.7,2,476,118,2.7,10.8,1.24
Mike Evans,8642,WR,TB,15,126,0,30,0,,0,,,0,0,,0,0,0,,39.0,0,0,0.0,0,36,0,91.7,33,0.0,0,0.0,0,0,0,,,0.0,13.1,1,56.3,50.0,1,2,10.0,1,5,0,43.4,78.6,4,25,0.0,0,114,9,92.1,105,45.1,16,12.7,0,137,29,3.2,15.2,1.3
Robert Woods,7822,WR,LA,15,124,0,26,0,-2.7,2,100.0,,0,0,0.0,0,3,0,91.8,55.0,0,20,1.5,1,68,9,89.7,61,103.7,9,7.3,0,80,104,11.6,8.9,1.31,11.7,1,66.1,50.0,6,12,0.0,0,26,0,91.8,88.8,1,36,1.2,4,329,39,93.6,308,102.9,59,47.6,3,508,174,4.5,13.0,1.65
Tyreek Hill,10799,WR,KC,15,122,0,16,0,-3.7,1,90.0,,0,0,0.0,0,2,0,91.6,57.4,0,21,0.0,0,82,9,95.1,78,88.3,10,8.2,0,52,88,9.8,5.8,0.67,15.5,6,72.9,76.9,10,13,8.5,4,28,0,69.6,90.7,3,75,0.0,0,257,43,96.1,247,133.3,59,48.4,8,766,247,5.7,17.8,3.1
Keenan Allen,7857,WR,LAC,15,121,0,27,0,-1.0,1,100.0,,0,0,0.0,0,3,0,91.4,77.4,0,16,0.0,0,37,8,100.0,37,95.3,8,6.6,0,55,63,7.9,6.9,1.49,8.6,3,80.0,71.4,5,7,4.3,2,29,0,87.1,90.4,1,27,0.0,0,258,44,96.5,249,107.8,55,45.5,2,483,181,4.1,11.0,1.94
Christian McCaffrey,11763,HB,CAR,15,121,0,5,0,-5.4,5,95.8,,0,0,0.0,0,4,1,93.6,92.5,0,32,11.7,7,60,23,85.0,51,87.3,24,19.8,0,119,242,10.5,5.2,2.33,4.6,1,70.6,,0,0,0.0,0,3,0,92.9,90.6,0,34,0.0,0,58,12,96.6,56,80.5,17,14.0,0,80,39,3.3,6.7,1.43
Odell Beckham Jr.,8647,WR,NYG,12,119,0,21,0,-0.8,3,100.0,,0,0,0.0,0,0,0,90.9,63.8,0,12,0.0,0,37,4,94.6,35,93.8,4,3.4,0,26,29,7.3,6.5,0.74,8.6,4,74.1,33.3,2,6,0.0,0,13,0,87.2,88.5,1,30,0.0,0,144,20,93.8,135,105.8,27,22.7,2,212,92,4.6,10.6,1.57
Kenny Golladay,11851,WR,DET,15,115,0,11,0,0.0,0,50.0,,0,0,0.0,0,0,0,84.5,38.3,0,3,0.0,0,62,1,95.2,59,56.3,2,1.7,0,3,3,3.0,3.0,0.05,13.4,1,55.6,40.0,4,10,0.0,0,13,0,78.3,78.8,0,60,0.0,0,182,15,94.0,171,105.5,27,23.5,1,290,89,5.9,19.3,1.7
George Kittle,11901,TE,SF,15,114,0,28,0,-3.3,1,92.3,,0,0,7.7,1,5,0,68.4,91.2,0,45,6.5,3,46,12,89.1,41,109.3,13,11.4,0,133,171,14.3,11.1,3.24,9.9,1,57.1,50.0,3,6,9.1,2,14,0,52.1,72.0,1,36,0.0,0,168,20,92.3,155,77.4,35,30.7,1,253,86,4.3,12.7,1.63
James White,8765,HB,NE,15,111,0,19,0,-3.7,3,100.0,,0,0,0.0,0,11,0,93.7,99.9,0,37,0.0,0,51,26,100.0,51,117.3,26,23.4,1,236,332,12.8,9.1,4.63,0.8,0,77.8,,0,0,0.0,0,3,0,90.3,86.7,0,12,0.0,0,34,7,97.1,33,122.7,9,8.1,1,41,41,5.9,5.9,1.24
