player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Ryan Ramczyk,11787,T,NO,11,0,20,84.5,100.0,127,37.0,127,82.7,2,100.0,343,343,79.1,100.0,168,49.0,168
Max Unger,4972,C,NO,11,0,20,71.8,100.0,127,37.0,127,63.4,0,100.0,343,343,56.9,100.0,168,49.0,168
Germain Ifedi,10665,T,SEA,11,0,29,52.9,100.0,102,29.9,102,51.4,1,100.0,341,341,53.0,100.0,213,62.5,213
Duane Brown,4340,T,SEA,11,0,29,64.4,100.0,102,30.0,102,66.9,1,100.0,340,340,63.2,100.0,212,62.4,212
J.R. Sweezy,7209,G,SEA,11,0,29,54.1,100.0,101,29.9,101,44.2,3,100.0,338,338,47.6,100.0,211,62.4,211
Larry Warford,7846,G,NO,11,0,20,58.1,100.0,122,37.1,122,62.6,0,100.0,329,329,72.4,100.0,160,48.6,160
Matt Skura,11102,C,BLT,11,0,3,55.8,100.0,158,48.3,158,58.1,1,100.0,327,327,61.5,100.0,116,35.5,116
Russell Wilson,7077,QB,SEA,11,0,29,60.0,98.0,100,31.3,102,60.0,0,93.8,320,341,60.0,95.3,203,63.4,213
Joe Thuney,10712,G,NE,11,0,19,68.6,100.0,166,52.5,166,69.7,1,100.0,316,316,64.2,100.0,101,32.0,101
Trent Brown,9677,T,NE,11,2,19,73.4,100.0,162,52.6,162,70.2,4,100.0,308,308,58.0,100.0,99,32.1,99
Marshal Yanda,3702,G,BLT,11,0,3,64.6,100.0,153,50.0,153,79.8,1,100.0,306,306,88.9,100.0,102,33.3,102
David Andrews,9948,C,NE,11,0,19,67.6,100.0,161,52.8,161,73.5,2,100.0,305,305,79.2,100.0,100,32.8,100
Rob Havenstein,9490,T,LA,11,0,26,66.5,100.0,63,20.7,63,84.1,0,100.0,305,305,80.2,100.0,195,63.9,195
Drew Brees,802,QB,NO,11,0,20,60.7,100.0,123,40.3,123,62.9,0,93.8,305,325,64.6,100.0,161,52.8,161
Austin Blythe,10882,G,LA,11,0,26,67.2,100.0,63,20.7,63,81.2,0,100.0,305,305,79.5,100.0,195,63.9,195
Nick Martin,10684,C,HST,11,0,13,65.7,100.0,88,29.1,88,55.8,0,100.0,302,302,53.4,100.0,190,62.9,190
Laken Tomlinson,9461,G,SF,11,0,28,64.4,100.0,62,20.5,62,66.9,1,100.0,302,302,68.1,100.0,213,70.5,213
Mike McGlinchey,46275,T,SF,11,0,28,80.6,100.0,62,20.6,62,83.2,1,100.0,301,301,74.8,100.0,212,70.4,212
Justin Britt,8699,C,SEA,10,0,29,65.6,100.0,92,30.6,92,57.7,1,100.0,301,301,53.9,100.0,186,61.8,186
J.C. Tretter,7904,C,CLV,11,0,8,67.1,100.0,116,38.8,116,74.4,0,100.0,299,299,72.6,100.0,151,50.5,151
Joel Bitonio,8670,G,CLV,11,1,8,67.9,100.0,116,38.8,116,71.6,1,100.0,299,299,69.7,100.0,151,50.5,151
Ronnie Stanley,10640,T,BLT,10,0,3,65.0,100.0,147,49.2,147,67.4,0,100.0,299,299,66.9,100.0,103,34.4,103
Chris Hubbard,8051,T,CLV,11,1,8,58.1,100.0,116,38.8,116,48.4,1,100.0,299,299,45.1,100.0,151,50.5,151
Kevin Zeitler,7032,G,CLV,11,0,8,60.4,100.0,116,38.8,116,68.6,1,100.0,299,299,77.1,100.0,151,50.5,151
Andrew Whitworth,3000,T,LA,11,0,26,65.3,100.0,63,21.2,63,78.3,1,100.0,297,297,71.9,100.0,192,64.6,192
DeAndre Hopkins,7808,WR,HST,11,0,13,65.2,100.0,87,29.4,87,64.4,1,99.7,296,297,58.5,100.0,190,64.2,190
Josh Kline,8230,G,TEN,11,0,31,59.5,100.0,66,22.5,66,56.4,1,100.0,293,293,57.1,100.0,204,69.6,204
Ben Jones,7099,C,TEN,11,0,31,67.7,100.0,66,22.5,66,73.3,1,100.0,293,293,72.5,100.0,204,69.6,204
John Sullivan,4501,C,LA,11,0,26,46.5,100.0,60,20.7,60,55.8,1,100.0,290,290,57.1,100.0,186,64.1,186
Dan Feeney,11826,G,LAC,11,0,27,59.7,100.0,153,52.9,153,54.9,1,100.0,289,289,47.3,100.0,75,26.0,75
Dion Dawkins,11818,T,BUF,11,0,4,55.7,100.0,105,36.3,105,55.0,1,100.0,289,289,53.7,100.0,140,48.4,140
Jordan Mills,7945,T,BUF,11,0,4,45.5,100.0,105,36.6,105,46.5,3,100.0,287,287,56.2,100.0,138,48.1,138
Tom Brady,698,QB,NE,11,0,19,60.0,100.0,161,56.3,161,60.1,0,94.4,286,303,60.1,100.0,100,35.0,100
Joe Staley,3644,T,SF,11,0,28,73.5,100.0,56,19.7,56,80.4,0,100.0,284,284,74.5,100.0,206,72.5,206
Joe Looney,7117,C,DAL,11,0,9,51.2,100.0,121,42.6,121,61.4,0,100.0,284,284,68.6,100.0,132,46.5,132
Cody Whitehair,10690,C,CHI,11,0,6,66.4,100.0,92,32.5,92,63.6,0,100.0,283,283,68.0,100.0,155,54.8,155
Michael Schofield III,8730,G,LAC,11,0,27,56.0,100.0,151,53.4,151,59.5,0,100.0,283,283,69.3,100.0,74,26.1,74
