player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,CAR,3,1,,1,0,5,67.8,59.4,22.8,58.1,60.1,73.0,0.0,0,1,18,20,0.0,0,0
Terrell Suggs,1326,ED,BLT,3,0,-0.3,1,0,3,61.4,62.0,1.2,75.4,50.5,54.8,0.0,0,2,37,38,8.1,3,3
Mike Adams,1972,S,CAR,3,1,4.1,0,0,5,64.2,64.0,15.3,66.3,63.7,87.8,0.0,0,1,59,64,8.5,5,8
Adam Jones,2223,CB,DEN,2,0,-2.0,0,0,10,53.2,57.1,78.6,,75.0,48.2,0.0,0,1,18,18,5.6,1,1
Derrick Johnson,2232,LB,OAK,3,1,6.3,0,0,23,68.8,64.1,79.1,48.1,58.0,63.0,16.7,1,0,34,34,2.9,1,4
Lorenzo Alexander,2476,LB,BUF,3,1,6.0,0,0,4,90.3,90.8,82.2,81.0,73.3,82.0,0.0,0,0,39,40,7.7,3,8
Haloti Ngata,2957,DI,PHI,3,1,0.0,0,0,24,,54.3,79.2,49.8,59.2,69.4,0.0,0,0,32,34,3.1,1,1
Johnathan Joseph,2969,CB,HST,3,0,11.0,0,0,13,59.6,58.2,81.9,,51.4,31.1,66.7,2,1,88,91,0.0,0,1
Frostee Rucker,3036,ED,OAK,3,1,2.4,0,0,23,,73.7,83.2,53.7,81.4,75.0,0.0,0,0,43,44,9.3,4,5
Domata Peko Sr.,3068,DI,DEN,3,3,3.0,0,0,10,90.0,61.4,27.1,54.9,60.0,49.0,12.5,1,1,43,44,7.0,3,4
Kyle Williams,3079,DI,BUF,3,1,3.0,0,0,4,62.7,66.1,81.1,64.7,57.0,71.4,0.0,0,0,35,36,0.0,0,1
Antoine Bethea,3152,S,ARZ,3,4,7.2,0,0,1,66.0,68.7,0.0,64.9,75.4,81.5,0.0,0,2,99,103,4.0,4,11
Tom Johnson,3378,DI,MIN,2,0,-0.5,0,0,18,60.0,69.4,78.6,63.5,67.0,70.3,0.0,0,0,21,22,4.8,1,2
