player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,CAR,6,1,0.8,1,0,5,66.0,74.4,57.7,66.1,75.3,76.9,0.0,0,1,48,51,6.3,3,4
Terrell Suggs,1326,ED,BLT,7,1,0.9,1,0,3,48.8,62.9,24.6,72.8,58.0,55.8,0.0,0,3,100,105,8.0,8,9
Mike Adams,1972,S,CAR,6,2,5.2,0,0,5,64.4,63.1,42.5,70.1,57.4,74.4,5.3,1,1,123,130,7.3,9,16
Adam Jones,2223,CB,DEN,4,0,21.5,0,0,10,57.3,59.2,80.3,,67.4,44.0,0.0,0,1,37,37,2.7,1,2
Thomas Davis Sr.,2231,LB,CAR,2,2,1.3,0,0,5,68.4,65.0,79.0,81.9,46.9,62.0,16.7,1,0,42,44,2.4,1,3
Derrick Johnson,2232,LB,OAK,6,1,5.0,0,0,23,68.6,65.2,79.6,46.7,60.1,42.6,20.0,2,0,51,51,3.9,2,7
Lorenzo Alexander,2476,LB,BUF,7,1,4.4,0,0,4,91.6,90.3,84.5,73.2,75.7,78.6,0.0,0,0,73,76,9.6,7,13
Haloti Ngata,2957,DI,PHI,4,1,0.3,0,0,24,,63.8,80.5,55.9,66.5,71.5,0.0,0,0,45,47,4.4,2,3
Johnathan Joseph,2969,CB,HST,7,0,8.0,0,0,13,78.7,77.3,85.6,,59.7,43.7,50.0,2,1,163,169,0.6,1,2
Frostee Rucker,3036,ED,OAK,5,1,1.3,0,0,23,60.2,70.5,85.6,55.9,74.7,76.9,0.0,0,0,75,80,9.3,7,8
Domata Peko Sr.,3068,DI,DEN,7,7,2.8,0,0,10,84.4,67.3,32.6,55.8,69.7,52.2,10.5,2,2,119,121,5.9,7,10
Kyle Williams,3079,DI,BUF,7,1,3.0,0,0,4,62.9,67.7,61.5,64.8,64.5,74.1,0.0,0,1,91,95,2.2,2,3
Antoine Bethea,3152,S,ARZ,7,7,8.9,0,0,1,73.7,66.8,23.1,51.5,58.5,67.9,13.2,5,2,225,233,4.9,11,26
Tom Johnson,3378,DI,MIN,5,0,1.3,0,0,18,60.0,55.5,40.0,60.2,55.1,72.6,0.0,0,1,43,46,7.0,3,6
