player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Antonio Brown,5718,WR,PIT,12,132,0,25,12.3,5,51.1,16.7,1,6,0.0,0,19,0,85.7,78.5,0,48,0.0,0,184,23,92.9,171,117.5,45,34.1,8,359,191,8.3,15.6,2.1,0,10.9,7,68.4,18.2,2,11,1.8,1,28,0,88.0,71.4,7,78,0.0,0,348,54,96.0,334,67.6,79,59.8,3,623,209,3.9,11.5,1.87
Adam Thielen,8288,WR,MIN,12,130,0,18,11.3,2,74.0,40.0,2,5,7.5,3,29,1,65.1,91.4,1,68,1.1,2,182,37,90.7,165,124.3,50,38.5,4,506,141,3.8,13.7,3.07,0,9.2,2,76.4,50.0,5,10,3.5,2,31,0,88.4,79.6,2,45,0.3,1,336,55,98.2,330,104.2,72,55.4,3,625,204,3.7,11.4,1.89
Julio Jones,6158,WR,ATL,12,129,0,2,12.1,1,55.8,42.9,6,14,11.1,3,18,0,52.7,77.2,1,35,0.0,0,158,24,91.8,145,87.6,43,33.3,2,343,131,5.5,14.3,2.37,0,15.0,7,75.0,45.5,5,11,3.2,2,42,2,83.2,90.4,2,58,0.0,0,294,60,96.6,284,105.9,80,62.0,1,914,218,3.6,15.2,3.22
Davante Adams,8688,WR,GB,12,121,0,12,12.7,3,70.0,75.0,3,4,3.4,1,19,0,77.5,91.2,0,57,0.0,0,183,28,92.3,169,145.7,40,33.1,5,439,142,5.1,15.7,2.6,0,11.8,4,68.5,0.0,0,6,7.4,4,25,0,64.5,72.2,0,41,0.0,0,315,50,96.2,303,108.2,73,60.3,3,620,235,4.7,12.4,2.05
Zach Ertz,7816,TE,PHI,12,119,0,24,6.3,0,72.2,62.5,5,8,10.3,3,15,0,54.2,66.6,1,27,7.6,12,158,26,84.8,134,88.3,36,30.3,1,245,80,3.1,9.4,1.83,0,8.1,1,82.4,28.6,2,7,4.7,3,36,0,76.7,80.2,1,34,8.4,27,322,61,87.6,282,109.3,74,62.2,2,697,220,3.6,11.4,2.47
Odell Beckham Jr.,8647,WR,NYG,12,119,0,21,10.9,3,70.4,50.0,2,4,5.0,1,14,0,69.6,84.6,1,39,0.0,0,109,19,91.7,100,123.2,27,22.7,3,265,106,5.6,13.9,2.65,0,13.3,17,63.2,26.3,5,19,3.5,2,35,0,82.1,87.7,2,51,0.0,0,344,55,96.8,333,86.3,87,73.1,1,778,213,3.9,14.1,2.34
JuJu Smith-Schuster,11817,WR,PIT,12,116,0,25,11.4,1,72.7,64.3,9,14,0.0,0,25,0,88.3,86.5,0,97,0.0,0,179,32,93.3,167,122.7,44,37.9,2,474,183,5.7,14.8,2.84,0,7.8,2,71.0,27.3,3,11,9.3,5,24,0,57.5,68.4,2,75,0.0,0,326,49,96.0,313,96.5,69,59.5,2,623,295,6.0,12.7,1.99
DeAndre Hopkins,7808,WR,HST,12,112,0,13,11.2,5,67.4,54.5,6,11,0.0,0,20,1,88.0,89.9,1,49,0.0,0,153,29,91.5,140,109.5,43,38.4,3,389,128,4.4,13.4,2.78,0,13.8,2,76.7,69.2,9,13,0.0,0,31,1,90.4,90.2,2,49,0.0,0,290,46,93.1,270,116.0,60,53.6,3,680,158,3.4,14.8,2.52
Stefon Diggs,9579,WR,MIN,11,112,0,18,9.5,4,76.5,85.7,6,7,0.0,0,11,0,86.1,72.8,1,75,0.6,1,157,26,91.7,144,126.6,34,30.4,4,276,79,3.0,10.6,1.92,0,9.5,8,74.6,40.0,4,10,0.0,0,24,0,90.5,78.9,0,34,0.0,0,301,53,98.7,297,95.7,71,63.4,0,535,309,5.8,10.1,1.8
Jarvis Landry,8698,WR,CLV,12,110,0,8,10.3,1,50.0,33.3,1,3,5.9,1,8,0,67.7,60.5,0,39,0.0,0,155,16,91.6,142,68.4,32,29.1,0,189,83,5.2,11.8,1.33,0,10.8,6,63.9,42.9,6,14,6.1,3,23,0,69.3,70.8,1,33,0.3,1,317,46,96.5,306,83.6,72,65.5,1,508,140,3.0,11.0,1.66
Keenan Allen,7857,WR,LAC,12,106,0,27,9.3,1,73.5,50.0,2,4,3.8,1,18,1,74.2,81.1,1,27,0.0,0,125,25,96.0,120,101.0,34,32.1,1,327,122,4.9,13.1,2.73,0,9.3,5,80.0,50.0,5,10,3.7,2,29,1,79.6,87.2,1,54,0.0,0,234,52,96.2,225,100.3,65,61.3,0,625,219,4.2,12.0,2.78
Michael Thomas,10681,WR,NO,12,105,0,20,8.5,8,82.5,50.0,5,10,2.9,1,24,1,79.9,90.6,0,35,0.0,0,155,33,91.0,141,142.5,40,38.1,4,408,170,5.2,12.4,2.89,0,8.1,6,90.9,71.4,5,7,3.8,2,30,1,78.7,87.7,1,44,0.0,0,214,50,97.7,209,110.2,55,52.4,1,594,179,3.6,11.9,2.84
Travis Kelce,7844,TE,KC,12,103,0,16,9.0,1,80.0,60.0,3,5,4.8,1,14,1,60.5,80.0,2,40,4.7,7,148,20,86.5,128,121.3,25,24.3,4,290,122,6.1,14.5,2.27,0,8.8,7,78.9,63.6,7,11,5.1,3,35,1,75.1,90.6,0,43,7.5,23,308,56,86.7,267,130.2,71,68.9,4,763,350,6.3,13.6,2.86
Mike Evans,8642,WR,TB,12,101,0,30,15.0,1,61.5,50.0,4,8,5.9,1,12,1,40.1,64.6,0,27,0.7,1,149,16,91.9,137,101.1,26,25.7,1,218,32,2.0,13.6,1.59,0,15.9,3,68.6,77.8,7,9,5.9,3,37,0,71.4,87.6,5,72,0.0,0,328,48,95.7,314,95.8,70,69.3,3,890,177,3.7,18.5,2.83
Emmanuel Sanders,5606,WR,DEN,12,97,0,10,11.2,2,63.9,28.6,2,7,8.0,2,15,0,62.5,77.9,0,38,0.0,0,150,23,93.3,140,86.8,36,37.1,0,272,59,2.6,11.8,1.94,0,8.8,5,81.8,0.0,0,2,4.3,2,20,0,70.3,78.9,2,64,0.4,1,260,45,92.7,241,113.6,55,56.7,3,580,237,5.3,12.9,2.41
James White,8765,HB,NE,12,97,0,19,4.0,0,51.9,0.0,0,2,6.7,1,10,0,64.7,68.6,1,16,8.1,11,136,14,85.3,116,62.9,27,27.8,1,134,122,8.7,9.6,1.16,0,1.2,4,86.7,,0,0,3.7,2,19,0,87.4,85.5,0,37,9.2,20,217,52,88.5,192,102.4,60,61.9,1,435,427,8.2,8.4,2.27
