player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
James Conner,11860,HB,PIT,1,31,4,2,28.9,39,0,135,0,2,4,90,48.4,4,5,25,1,13,30.0,69.4,78.9,,41.4,67.9,69.8,60.0,22,0,57,5,29,33,0,0,5,36,2,135,90,2.9,4.4,1.97,13
Adrian Peterson,3623,HB,WAS,1,26,3,2,35.4,34,0,96,0,2,3,81,55.6,3,4,32,1,13,28.2,51.4,75.3,,75.7,30.6,55.6,60.0,17,0,70,2,9,31,0,0,3,28,1,96,81,3.12,3.7,7.78,12
Carlos Hyde,8692,HB,CLV,1,22,1,0,0.0,0,0,62,0,0,1,42,8.3,1,3,8,0,10,77.8,58.7,75.5,,33.9,55.3,61.0,60.0,12,0,3,1,17,23,0,0,2,23,1,62,42,1.91,2.8,0.18,11
Todd Gurley II,9443,HB,LA,1,20,2,2,35.2,38,0,108,0,0,2,64,27.8,4,6,26,0,5,77.8,65.6,75.8,,77.8,73.0,61.5,60.0,23,0,39,3,29,26,0,0,3,23,0,108,64,3.2,5.4,1.34,15
Lamar Miller,7097,HB,HST,1,20,1,1,31.6,31,0,98,1,0,1,64,15.2,2,3,13,0,8,77.3,60.9,78.5,,77.2,40.9,67.8,60.0,31,0,11,1,29,22,0,0,2,21,0,98,64,3.2,4.9,0.38,11
Peyton Barber,10927,HB,TB,1,19,5,1,33.3,23,0,69,0,0,5,59,81.7,2,2,30,0,5,76.8,65.8,76.3,,79.1,50.8,66.5,60.1,23,0,0,0,16,24,0,0,0,19,0,69,59,3.11,3.6,0.0,14
Saquon Barkley,45791,HB,NYG,1,18,5,1,64.2,68,0,106,1,0,5,95,131.9,2,3,21,0,6,77.6,60.6,77.0,,80.8,45.6,64.8,60.0,68,0,22,2,25,21,0,0,6,20,1,106,95,5.28,5.9,0.88,12
Rex Burkhead,7971,HB,NE,1,18,3,0,0.0,0,0,64,0,0,3,41,36.0,1,2,19,1,10,25.0,52.8,75.1,,72.4,68.2,49.2,60.0,12,0,5,1,16,20,0,0,3,19,0,64,41,2.28,3.6,0.31,8
Joe Mixon,11803,HB,CIN,1,17,1,1,28.4,27,0,95,1,0,1,48,12.8,2,4,7,0,8,77.6,62.4,76.3,,7.5,54.3,66.7,,27,0,54,5,23,19,0,0,7,22,1,95,48,2.82,5.6,2.35,9
Kareem Hunt,11841,HB,KC,1,16,5,0,0.0,0,0,49,0,0,5,39,76.2,1,2,16,0,7,75.8,53.5,76.6,,74.8,51.8,54.4,59.6,13,0,0,0,17,21,0,0,0,16,0,49,39,2.44,3.1,0.0,9
Dalvin Cook,11796,HB,MIN,1,16,5,1,37.5,15,0,40,0,5,5,45,127.8,1,1,18,1,3,25.8,58.1,77.7,,73.4,90.2,42.2,60.0,15,0,55,6,31,17,0,0,6,22,0,40,45,2.81,2.5,1.77,13
Dion Lewis,6301,HB,TEN,1,16,6,1,34.7,26,1,75,2,1,6,55,114.6,1,2,31,0,4,76.8,57.7,0.0,,79.7,42.4,66.7,60.0,26,1,35,5,27,18,0,0,8,21,1,75,55,3.44,4.7,1.3,11
Phillip Lindsay,12660,HB,DEN,1,15,2,0,0.0,0,0,71,1,1,2,23,27.1,2,5,10,0,13,75.9,57.7,72.7,,77.3,47.2,59.9,,14,0,31,2,8,15,0,0,3,17,0,71,23,1.53,4.7,3.88,2
Ezekiel Elliott,10638,HB,DAL,1,15,0,2,47.8,33,0,69,0,0,0,36,0.0,2,3,9,0,6,76.4,56.2,77.4,,45.8,55.4,57.7,60.0,17,0,17,3,29,19,0,0,3,18,1,69,36,2.4,4.6,0.59,9
Melvin Gordon III,9448,HB,LAC,1,15,2,1,28.1,18,0,64,2,5,2,27,52.5,2,3,27,0,7,77.4,68.2,77.6,,69.7,66.4,65.6,72.2,18,0,102,9,31,19,0,0,12,24,0,64,27,1.8,4.3,3.29,6
Jamaal Williams,11889,HB,GB,1,15,0,0,0.0,0,0,47,0,0,0,34,0.0,1,2,12,0,8,75.5,44.3,76.2,,36.8,52.3,46.5,,11,0,0,0,17,15,0,0,0,15,0,47,34,2.27,3.1,0.0,7
Jay Ajayi,9582,HB,PHI,1,15,3,0,0.0,0,0,62,0,0,3,45,60.0,1,4,24,0,10,75.8,61.8,74.8,,50.3,53.4,63.0,,11,0,0,0,10,16,0,0,0,15,2,62,45,3.0,4.1,0.0,5
Royce Freeman,45747,HB,DEN,1,15,3,2,45.1,32,0,71,0,0,3,41,54.7,2,3,10,0,4,75.5,62.7,72.3,,74.7,53.1,63.2,,17,0,0,0,11,15,0,0,0,15,0,71,41,2.73,4.7,0.0,10
Jordan Howard,10784,HB,CHI,1,15,3,1,19.5,16,0,82,0,0,3,59,59.0,3,3,6,0,6,76.8,80.7,76.8,,81.9,61.4,81.7,65.6,16,0,25,5,23,21,0,0,5,20,0,82,59,3.93,5.5,1.09,9
Kenyan Drake,10707,HB,MIA,1,14,1,1,33.3,16,0,48,0,0,1,30,12.6,2,3,17,0,3,75.8,70.2,76.9,,80.1,62.9,70.2,59.8,16,0,18,3,22,17,0,0,4,17,0,48,30,2.14,3.4,0.82,10
T.J. Yeldon,9469,HB,JAX,1,14,1,1,29.4,15,0,51,2,1,1,32,26.9,1,1,15,0,4,75.8,46.1,75.0,,81.6,32.2,50.9,60.0,15,0,18,3,19,15,0,0,6,17,0,51,32,2.29,3.6,0.95,10
Jordan Wilkins,26618,HB,IND,1,14,2,0,0.0,0,0,40,0,0,2,23,19.3,1,1,14,0,7,76.1,55.5,76.5,,41.3,55.8,56.3,60.0,12,0,21,3,27,16,0,0,3,17,0,40,23,1.64,2.9,0.78,7
Cam Newton,6153,QB,CAR,1,12,4,2,77.6,45,0,57,0,0,4,47,130.6,3,4,5,0,3,80.8,77.2,79.3,72.3,,,73.2,60.0,29,1,0,0,0,31,1,1,0,12,1,58,59,4.54,4.5,,3
Kenneth Dixon,10768,HB,BLT,1,13,4,1,34.1,15,0,44,0,0,4,39,92.3,1,3,3,0,2,74.7,72.3,73.5,,76.7,57.0,71.3,60.0,15,0,0,0,4,17,0,0,0,13,1,44,39,3.0,3.4,0.0,11
Bilal Powell,6278,HB,NYJ,1,12,2,0,0.0,0,0,60,0,0,2,34,43.6,3,3,22,0,2,74.5,58.4,74.4,,16.0,57.4,61.6,60.0,14,0,5,1,6,15,0,0,2,13,0,60,34,2.83,5.0,0.83,10
Ryan Fitzpatrick,2467,QB,TB,1,6,0,0,0.0,0,0,1,0,0,0,1,0.0,1,3,30,0,0,80.0,95.5,79.0,96.0,,,64.2,60.0,12,0,0,0,0,28,35,6,0,6,1,36,2,0.17,3.0,,1
Alfred Morris,7165,HB,SF,1,12,0,0,0.0,0,0,38,0,0,0,32,0.0,2,3,28,2,2,17.7,42.2,75.5,,74.3,53.1,41.8,,14,0,0,0,17,14,0,0,0,12,0,38,32,2.67,3.2,0.0,9
Latavius Murray,7962,HB,MIN,1,11,1,0,0.0,0,0,42,0,0,1,26,21.5,0,1,18,0,1,73.8,62.1,69.7,,72.7,58.2,61.8,,9,0,0,0,2,11,0,0,0,11,0,42,26,2.36,3.8,0.0,10
Marshawn Lynch,3628,HB,OAK,1,11,2,0,0.0,0,0,41,0,0,2,31,43.4,1,4,23,0,3,74.4,63.0,74.4,,78.3,57.8,62.9,60.0,10,0,8,2,8,12,0,0,2,13,1,41,31,2.82,3.7,1.0,7
