player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Matt Skura,11102,C,BLT,4,100.0,0,3,65.1,81.5,58.2,0,3,184,100.0,100.0,99.2,1,3,0,313,313,0,0,313,197,197,0,0,116,0
Alex Lewis,10764,G,BLT,4,100.0,0,3,51.5,56.4,47.4,2,6,184,100.0,100.0,96.2,1,11,3,313,0,311,1,313,197,197,0,0,116,0
Stefen Wisniewski,6200,G,PHI,4,100.0,0,24,63.7,73.4,58.5,0,6,188,100.0,100.0,98.4,1,6,0,311,0,311,0,311,205,205,0,0,106,0
Lane Johnson,7786,T,PHI,4,100.0,1,24,72.3,68.0,74.0,2,13,188,100.0,100.0,93.9,2,19,4,311,0,0,5,311,205,205,0,306,106,0
Jason Kelce,6343,C,PHI,4,100.0,0,24,86.0,83.3,83.7,1,3,188,100.0,100.0,98.9,1,4,0,310,310,0,0,310,205,205,0,0,105,0
Brandon Brooks,7078,G,PHI,4,100.0,0,24,80.4,76.6,77.0,1,5,187,100.0,100.0,98.4,1,6,0,310,0,0,0,310,204,204,310,0,106,0
J.C. Tretter,7904,C,CLV,4,100.0,1,8,73.7,84.6,69.3,0,3,175,100.0,100.0,98.6,1,4,1,309,309,0,0,309,188,188,0,0,121,0
Chris Hubbard,8051,T,CLV,4,100.0,1,8,62.4,70.1,50.8,0,7,175,100.0,100.0,96.3,1,10,3,309,0,0,0,309,188,188,0,309,121,0
Desmond Harrison,15466,T,CLV,4,100.0,2,8,63.3,78.4,58.5,1,12,175,100.0,100.0,95.7,5,14,1,309,0,0,309,309,188,188,0,0,121,0
Joel Bitonio,8670,G,CLV,4,100.0,0,8,71.5,85.3,64.0,0,4,175,100.0,100.0,98.9,1,4,0,309,0,309,0,309,188,188,0,0,121,0
Kevin Zeitler,7032,G,CLV,4,100.0,1,8,69.3,88.9,57.1,0,2,175,100.0,100.0,98.9,1,3,1,309,0,0,0,309,188,188,309,0,121,0
Kolton Miller,47013,T,OAK,4,100.0,0,23,65.5,71.0,61.1,1,10,177,100.0,100.0,96.3,3,12,1,303,0,0,303,303,190,190,0,0,113,0
Gabe Jackson,8716,G,OAK,4,100.0,1,23,75.8,64.6,75.8,1,9,177,100.0,100.0,96.0,2,12,2,303,0,0,0,303,190,190,303,0,113,0
