team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
PIT,25,8,363,5,50,363,90.8,61,6
NO,20,8,295,7,38,295,90.7,50,5
CHI,6,8,299,6,45,299,89.8,56,5
KC,16,9,342,18,50,342,89.5,70,2
LA,26,9,325,11,55,325,88.3,71,5
BLT,3,9,411,15,71,411,88.1,92,6
SEA,29,8,252,4,41,252,87.9,53,8
CLV,8,9,402,7,66,402,87.7,86,13
NE,19,9,347,19,52,347,87.2,80,9
BUF,4,9,350,11,59,350,86.9,81,11
DAL,9,8,288,10,55,288,86.3,72,7
TB,30,8,385,22,62,385,86.2,95,11
GB,12,8,377,11,59,377,86.2,87,17
IND,14,8,362,19,63,362,86.2,91,9
ATL,2,8,341,20,47,341,86.1,81,14
PHI,24,8,346,18,59,346,86.0,87,10
TEN,31,8,272,4,50,272,86.0,65,11
NYJ,22,9,319,7,66,319,85.7,82,9
WAS,32,8,308,16,60,308,85.4,83,7
CAR,5,8,296,6,65,296,85.3,79,8
DEN,10,9,359,13,74,359,85.1,97,10
SF,28,9,327,12,65,327,84.3,90,13
DET,11,8,326,11,70,326,83.9,93,12
CIN,7,8,319,3,80,319,83.5,94,11
JAX,15,8,373,21,78,373,83.5,111,12
LAC,27,8,261,15,57,261,82.8,81,9
OAK,23,8,314,10,59,314,81.7,92,23
MIN,18,9,400,20,101,400,80.9,137,16
NYG,21,8,350,10,87,350,80.1,118,21
MIA,17,9,301,18,74,301,79.4,108,16
HST,13,9,347,24,88,347,79.0,129,17
ARZ,1,8,279,24,74,279,77.4,112,14
