player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Antonio Brown,5718,WR,PIT,2,11.4,5,56.3,20.0,1,5,0,0.0,0,11,25,0,83.2,74.7,71.7,,71.7,0.0,0,2,22,0.0,0,118,1,18,90.7,107,17.8,21,54.2,32,1,82.2,97,160,81,4.5,8.9,1.5
Michael Thomas,10681,WR,NO,2,7.3,2,93.3,80.0,4,5,0,3.4,1,13,20,2,76.1,19.8,83.5,,82.8,0.0,0,0,35,0.0,0,86,1,28,91.9,79,32.6,28,137.4,30,3,67.4,58,269,85,3.0,9.6,3.41
Julio Jones,6158,WR,ATL,2,17.3,1,57.7,28.6,2,7,0,6.3,1,10,2,0,65.6,73.5,85.7,,84.0,0.0,0,2,36,0.0,0,77,0,15,93.5,72,22.1,17,55.4,26,0,77.9,60,233,49,3.3,15.5,3.24
Adam Thielen,8288,WR,MIN,2,10.7,0,72.0,50.0,2,4,0,5.3,1,12,18,0,69.0,73.9,83.0,65.1,80.4,0.0,0,0,34,1.1,1,95,0,18,96.8,92,63.2,60,114.3,25,1,36.8,35,233,76,4.2,12.9,2.53
JuJu Smith-Schuster,11817,WR,PIT,2,6.8,1,72.0,25.0,1,4,0,0.0,0,13,25,0,82.7,73.9,76.3,,76.0,0.0,0,0,67,0.0,0,115,0,18,91.3,105,87.8,101,115.4,25,1,12.2,14,240,148,8.2,13.3,2.29
Zach Ertz,7816,TE,PHI,2,6.9,0,69.6,25.0,1,4,0,11.1,2,4,24,0,52.8,73.3,50.9,77.3,53.3,34.0,33,0,34,8.2,8,97,1,16,82.5,80,46.4,45,85.8,23,0,19.6,19,142,42,2.6,8.9,1.78
Christian McCaffrey,11763,HB,CAR,2,1.5,6,87.0,0.0,0,1,0,0.0,0,9,5,0,84.1,30.1,70.3,75.4,85.1,0.0,0,0,18,11.0,9,82,0,20,82.9,68,13.4,11,93.3,23,0,4.9,4,147,142,7.1,7.4,2.16
Odell Beckham Jr.,8647,WR,NYG,2,13.0,4,65.2,0.0,0,1,0,0.0,0,8,21,0,81.7,74.5,72.5,,72.4,1.0,1,0,24,0.0,0,96,0,15,92.7,89,30.2,29,85.8,23,0,68.8,66,162,37,2.5,10.8,1.82
Golden Tate,5585,WR,DET,2,7.3,3,63.6,100.0,1,1,0,22.2,4,8,11,0,29.5,73.5,61.5,,62.0,0.0,0,0,67,0.0,0,99,0,14,97.0,96,76.8,76,105.9,22,1,22.2,22,188,87,6.2,13.4,1.96
DeAndre Hopkins,7808,WR,HST,2,15.4,0,63.6,44.4,4,9,0,0.0,0,8,13,0,81.7,73.8,81.3,,81.1,0.0,0,1,31,0.0,0,89,0,14,92.1,82,27.0,24,86.9,22,1,73.0,65,188,39,2.8,13.4,2.29
Jarvis Landry,8698,WR,CLV,2,12.6,1,57.1,0.0,0,3,1,7.7,1,6,8,0,61.8,71.9,69.6,38.5,68.1,0.0,0,0,39,1.1,1,90,1,12,93.3,84,67.8,61,84.4,21,0,32.2,29,175,45,3.8,14.6,2.08
Allen Robinson II,8696,WR,CHI,2,11.0,1,66.7,80.0,4,5,0,0.0,0,8,6,0,80.6,72.7,73.4,,73.6,0.0,0,2,33,0.0,0,84,0,14,95.2,80,33.3,28,46.6,21,0,66.7,56,144,28,2.0,10.3,1.8
Demaryius Thomas,5547,WR,DEN,2,8.6,1,52.4,0.0,0,5,1,26.7,4,6,10,0,28.4,71.5,60.7,,58.6,0.0,0,1,23,0.0,0,66,2,11,95.5,63,37.9,25,57.8,21,1,62.1,41,81,55,5.0,7.4,1.29
Quincy Enunwa,8843,WR,NYJ,2,10.2,2,65.0,,0,0,0,7.1,1,10,22,1,63.5,21.4,81.7,66.2,80.2,0.0,0,1,21,1.6,1,61,0,13,95.1,58,73.8,45,84.4,20,1,24.6,15,155,84,6.5,11.9,2.67
Nelson Agholor,9453,WR,PHI,2,6.3,0,80.0,60.0,3,5,0,0.0,0,6,24,0,83.2,75.8,71.9,,72.0,1.1,1,0,50,0.0,0,93,1,16,91.4,85,51.6,48,108.5,20,1,47.3,44,121,58,3.6,7.6,1.42
Corey Davis,11760,WR,TEN,2,8.5,2,55.0,,0,0,0,0.0,0,6,31,1,78.7,20.4,71.6,,69.6,1.7,1,0,18,0.0,0,60,0,11,95.0,57,25.0,15,72.3,20,0,73.3,44,117,63,5.7,10.6,2.05
Kenny Golladay,11851,WR,DET,2,11.0,2,65.0,50.0,2,4,0,0.0,0,11,11,0,80.0,72.3,79.6,,79.3,1.8,2,1,30,0.0,0,111,0,13,95.5,106,26.1,29,94.4,20,1,72.1,80,203,75,5.8,15.6,1.92
Chris Thompson,7936,HB,WAS,2,2.5,4,95.0,0.0,0,1,0,0.0,0,9,32,0,83.2,77.5,73.5,83.3,80.9,2.8,2,0,23,8.3,6,72,0,19,87.5,63,6.9,5,115.6,20,1,13.9,10,155,112,5.9,8.2,2.46
T.Y. Hilton,7092,WR,IND,2,7.2,1,60.0,33.3,2,6,0,7.7,1,7,14,0,63.2,72.3,63.7,,63.1,0.0,0,2,22,0.0,0,92,1,12,94.6,87,30.4,28,72.7,20,2,69.6,64,129,71,5.9,10.8,1.48
Saquon Barkley,45791,HB,NYG,2,-1.4,8,80.0,0.0,0,1,0,5.9,1,3,21,0,68.0,81.4,61.6,42.8,71.1,0.0,0,1,18,10.3,8,78,0,16,84.6,66,1.3,1,67.1,20,0,7.7,6,102,131,8.2,6.4,1.55
Theo Riddick,7980,HB,DET,2,1.9,1,73.7,,0,0,0,17.6,3,3,11,0,36.0,74.5,58.9,84.7,49.6,1.5,1,1,10,12.3,8,65,0,14,84.6,55,3.1,2,55.2,19,0,4.6,3,62,52,3.7,4.4,1.13
Melvin Gordon III,9448,HB,LAC,2,-0.5,5,78.9,,0,0,0,11.8,2,9,27,0,51.2,80.1,69.1,70.7,77.5,0.0,0,0,25,12.3,8,65,0,15,78.5,51,1.5,1,132.5,19,2,10.8,7,140,152,10.1,9.3,2.75
Davante Adams,8688,WR,GB,2,9.6,1,68.4,33.3,1,3,0,13.3,2,8,12,0,49.8,72.7,75.5,,74.4,0.0,0,0,51,0.0,0,96,1,13,91.7,88,10.4,10,127.5,19,2,89.6,86,152,62,4.8,11.7,1.73
Mike Evans,8642,WR,TB,2,11.3,2,89.5,100.0,4,4,0,5.6,1,12,30,1,67.7,23.2,90.8,,90.5,0.0,0,0,50,0.0,0,63,0,17,93.7,59,19.0,12,152.2,19,2,81.0,51,230,52,3.1,13.5,3.9
Alvin Kamara,11822,HB,NO,2,3.4,8,83.3,33.3,1,3,0,0.0,0,7,20,0,67.0,80.0,75.1,73.5,84.0,0.0,0,0,35,11.7,9,77,0,15,84.4,65,15.6,12,123.4,18,1,18.2,14,165,131,8.7,11.0,2.54
Keenan Allen,7857,WR,LAC,2,8.1,1,82.4,0.0,0,2,0,0.0,0,9,27,0,80.6,73.4,74.6,,72.6,1.2,1,0,23,0.0,0,84,0,14,90.5,76,56.0,47,129.2,17,1,42.9,36,175,83,5.9,12.5,2.3
Stefon Diggs,9579,WR,MIN,2,14.7,3,70.6,75.0,3,4,0,0.0,0,7,18,0,80.0,73.3,78.0,,78.7,1.1,1,0,75,0.0,0,89,1,12,97.8,87,22.5,20,142.4,17,3,76.4,68,171,51,4.3,14.3,1.97
A.J. Green,6156,WR,CIN,2,12.8,2,64.7,50.0,3,6,0,8.3,1,9,7,2,60.2,13.3,75.8,,73.9,0.0,0,0,38,0.0,0,76,0,11,90.8,69,18.4,14,135.0,17,4,81.6,62,161,49,4.5,14.6,2.33
Michael Crabtree,4933,WR,BLT,2,9.8,0,50.0,33.3,1,3,0,27.3,3,5,3,0,28.8,70.1,55.0,,54.8,0.0,0,1,20,0.0,0,101,0,8,92.1,93,14.9,15,63.0,16,1,85.1,86,94,24,3.0,11.8,1.01
James White,8765,HB,NE,2,4.0,1,68.8,,0,0,0,0.0,0,6,19,0,78.7,75.7,66.2,83.1,79.8,0.0,0,1,27,9.3,5,54,0,11,87.0,47,16.7,9,83.1,16,1,18.5,10,111,82,7.5,10.1,2.36
