player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Deon Bush,10758,S,CHI,7,0,6,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,1.0,1,103,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Siran Neal,27130,S,BUF,3,0,4,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,20.0,1,5,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Kentrell Brothers,10794,LB,MIN,2,0,18,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,20.0,1,5,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Kevin Minter,7826,LB,TB,4,0,30,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,10.0,1,10,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Donte Jackson,49377,CB,CAR,15,0,5,0,1,0,0,0,0,50.0,1,1,100.0,1,1,0,0,0.4,2,536,2,75.0,0,0,1,0,50.0,1,1,50.0,0,0,0,1,1,0
Jalen Davis,50431,CB,MIA,3,0,17,1,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,6.5,2,31,2,75.0,0,1,0,0,50.0,1,1,50.0,0,0,0,1,1,0
Casey Hayward Jr.,7064,CB,LAC,16,0,27,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.2,1,599,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Datone Jones,7807,DI,DAL,1,0,9,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Desmond Trufant,7803,CB,ATL,16,0,2,0,2,0,0,1,0,75.0,3,2,50.0,1,1,0,0,0.6,4,630,3,50.0,0,0,1,0,25.0,1,1,50.0,0,0,0,1,1,0
Richard Sherman,6306,CB,SF,14,0,28,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,0.4,2,503,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Isaiah Johnson,9753,S,LA,1,0,26,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,20.0,1,5,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Shalom Luani,11976,S,SEA,2,0,29,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,12.5,1,8,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Stephon Gilmore,7016,CB,NE,16,0,19,0,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,0.3,2,642,1,50.0,0,0,0,0,50.0,1,0,0.0,0,0,0,1,1,0
Jordan Lucas,10838,S,KC,7,0,16,1,0,0,1,0,0,66.7,2,1,25.0,0,0,0,0,1.8,3,164,2,50.0,0,0,0,0,33.3,1,1,100.0,1,1,0,1,1,0
Josh Keyes,9943,LB,HST,1,0,13,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,6.3,1,16,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Marcus Peters,9451,CB,LA,16,0,26,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.2,1,539,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
