player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Siran Neal,27130,S,BUF,2,0,4,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,33.3,1,3,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Dymonte Thomas,49127,S,DEN,1,0,10,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,14.3,1,7,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Richard Sherman,6306,CB,SF,6,0,28,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,0.4,1,241,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Donte Jackson,49377,CB,CAR,7,0,5,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,0.4,1,269,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Malcolm Butler,9040,CB,TEN,7,0,31,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.9,2,232,2,75.0,0,0,1,1,100.0,2,2,75.0,1,1,0,1,1,0
D.J. Swearinger Sr.,7838,S,WAS,7,0,32,1,1,0,0,1,0,66.7,2,2,75.0,1,1,0,0,1.0,3,293,3,66.7,0,1,0,0,33.3,1,1,50.0,0,0,0,1,1,0
Armani Watts,51264,S,KC,5,0,16,1,0,0,1,0,0,33.3,1,1,50.0,0,0,0,0,6.3,3,48,2,50.0,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Rayshawn Jenkins,11868,S,LAC,4,0,27,1,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,7.3,3,41,2,50.0,0,1,0,0,33.3,1,1,50.0,0,0,0,1,1,0
Datone Jones,7807,DI,DAL,1,0,9,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
K.J. Wright,6251,LB,SEA,1,0,29,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.9,1,35,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Akeem King,9682,CB,SEA,3,0,29,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.4,1,42,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jimmy Smith,6179,CB,BLT,4,0,3,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,1.0,1,101,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Damontae Kazee,11904,S,ATL,7,0,2,0,1,0,0,0,0,,0,0,,0,0,0,0,0.4,1,237,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Josh Keyes,9943,LB,HST,1,0,13,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,6.3,1,16,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Karl Joseph,10648,S,OAK,4,0,23,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,5.0,1,20,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Skai Moore,21605,LB,IND,2,0,14,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,6.7,1,15,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Isaiah Johnson,9753,S,LA,1,0,26,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,20.0,1,5,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Bryce Callahan,10000,CB,CHI,7,0,6,2,4,0,2,4,1,77.8,7,7,57.1,1,1,0,1,3.6,9,253,7,44.4,0,0,0,0,22.2,2,0,0.0,0,0,0,1,1,0
