team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
LA,26,7,238,7,30,238,91.4,39,2
NO,20,6,232,4,28,232,90.9,37,5
CHI,6,6,243,1,36,243,90.3,42,5
PIT,25,6,276,4,44,276,89.5,53,5
KC,16,7,271,14,44,271,88.9,59,1
SEA,29,6,188,4,28,188,88.8,37,5
BLT,3,7,324,9,56,324,88.4,70,5
GB,12,6,296,8,39,296,87.7,60,13
CLV,8,7,318,5,52,318,87.3,69,12
NYJ,22,7,243,4,46,243,87.2,56,6
DEN,10,7,275,7,54,275,87.1,66,5
NE,19,7,262,16,40,262,87.0,62,6
DET,11,6,233,6,48,233,86.3,59,5
TB,30,6,278,16,41,278,86.2,67,10
PHI,24,7,309,16,52,309,86.1,77,9
BUF,4,7,247,7,46,247,86.0,61,8
TEN,31,7,236,3,43,236,86.0,56,10
DAL,9,7,249,10,50,249,85.9,65,5
IND,14,7,331,19,59,331,85.5,87,9
ATL,2,7,301,20,44,301,85.4,76,12
WAS,32,6,225,13,41,225,85.3,60,6
JAX,15,7,321,18,60,321,84.4,89,11
CAR,5,6,231,5,57,231,84.0,68,6
CIN,7,7,282,3,73,282,83.0,86,10
SF,28,7,271,12,60,271,83.0,82,10
LAC,27,7,233,13,55,233,82.0,76,8
MIA,17,7,232,12,50,232,81.9,73,11
OAK,23,6,252,10,45,252,81.9,73,18
MIN,18,7,333,17,85,333,81.1,114,12
NYG,21,7,297,8,73,297,80.6,98,17
HST,13,7,292,23,73,292,78.1,112,16
ARZ,1,7,234,22,69,234,75.0,104,13
