player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Rob Havenstein,9490,T,LA,10,0,26,69.1,100.0,58,20.3,58,83.5,0,100.0,286,286,81.7,100.0,184,64.3,184
Austin Blythe,10882,G,LA,10,0,26,69.1,100.0,58,20.3,58,82.5,0,100.0,286,286,80.2,100.0,184,64.3,184
J.R. Sweezy,7209,G,SEA,9,0,29,55.1,100.0,90,32.3,90,46.3,3,100.0,279,279,51.0,100.0,170,60.9,170
Germain Ifedi,10665,T,SEA,9,0,29,52.0,100.0,90,32.3,90,49.7,1,100.0,279,279,51.2,100.0,170,60.9,170
Andrew Whitworth,3000,T,LA,10,0,26,65.7,100.0,58,20.9,58,80.6,1,100.0,278,278,72.1,100.0,181,65.1,181
Joe Thuney,10712,G,NE,10,0,19,71.8,100.0,145,52.2,145,73.8,0,100.0,278,278,67.7,100.0,88,31.7,88
Duane Brown,4340,T,SEA,9,0,29,65.4,100.0,90,32.4,90,67.3,1,100.0,278,278,62.6,100.0,169,60.8,169
Laken Tomlinson,9461,G,SF,10,0,28,62.6,100.0,57,20.6,57,66.0,1,100.0,277,277,66.0,100.0,196,70.8,196
Mike McGlinchey,46275,T,SF,10,0,28,83.0,100.0,57,20.7,57,84.9,1,100.0,276,276,76.9,100.0,195,70.7,195
Max Unger,4972,C,NO,9,0,20,70.8,100.0,97,35.3,97,61.9,0,100.0,275,275,55.7,100.0,140,50.9,140
Larry Warford,7846,G,NO,9,0,20,55.0,100.0,97,35.3,97,60.1,0,100.0,275,275,69.6,100.0,140,50.9,140
Ryan Ramczyk,11787,T,NO,9,0,20,83.8,100.0,97,35.3,97,81.7,2,100.0,275,275,80.7,100.0,140,50.9,140
John Sullivan,4501,C,LA,10,0,26,45.7,100.0,55,20.3,55,52.6,1,100.0,271,271,56.3,100.0,175,64.6,175
Trent Brown,9677,T,NE,10,1,19,75.2,100.0,141,52.2,141,70.0,2,100.0,270,270,54.4,100.0,86,31.9,86
David Andrews,9948,C,NE,10,0,19,69.3,100.0,140,52.4,140,75.1,1,100.0,267,267,80.4,100.0,87,32.6,87
Russell Wilson,7077,QB,SEA,9,0,29,60.0,97.8,88,33.2,90,60.0,0,95.0,265,279,60.0,95.3,162,61.1,170
Kevin Zeitler,7032,G,CLV,10,0,8,61.5,100.0,101,38.1,101,66.8,1,100.0,265,265,73.5,100.0,137,51.7,137
J.C. Tretter,7904,C,CLV,10,0,8,69.1,100.0,101,38.1,101,74.1,0,100.0,265,265,71.7,100.0,137,51.7,137
Chris Hubbard,8051,T,CLV,10,1,8,57.1,100.0,101,38.1,101,47.6,1,100.0,265,265,47.8,100.0,137,51.7,137
Joel Bitonio,8670,G,CLV,10,1,8,64.7,100.0,101,38.1,101,69.8,1,100.0,265,265,70.4,100.0,137,51.7,137
Tyler Higbee,10744,TE,LA,10,0,26,51.9,100.0,54,20.5,54,64.7,0,100.0,264,264,68.9,100.0,169,64.0,169
Rodger Saffold,5558,G,LA,10,0,26,54.4,100.0,55,20.9,55,80.0,0,100.0,263,263,77.0,100.0,170,64.6,170
Dion Dawkins,11818,T,BUF,10,0,4,55.8,100.0,99,37.8,99,51.8,1,100.0,262,262,47.8,100.0,125,47.7,125
Jordan Mills,7945,T,BUF,10,0,4,41.2,100.0,99,38.1,99,44.1,3,100.0,260,260,56.4,100.0,123,47.3,123
Jared Goff,10635,QB,LA,10,0,26,60.0,100.0,57,21.9,57,60.0,0,94.2,260,276,60.0,99.4,177,68.1,178
John Miller,9514,G,BUF,10,0,4,64.4,100.0,98,37.7,98,57.9,0,100.0,260,260,51.2,100.0,126,48.5,126
Joe Staley,3644,T,SF,10,0,28,64.3,100.0,51,19.7,51,75.6,0,100.0,259,259,71.4,100.0,189,73.0,189
Mike Person,6391,G,SF,10,0,28,62.8,100.0,52,20.2,52,71.3,2,100.0,258,258,72.0,100.0,182,70.5,182
Robert Woods,7822,WR,LA,10,0,26,64.3,98.2,55,21.7,56,81.7,1,95.1,254,267,71.3,100.0,175,68.9,175
Brian Winters,7853,G,NYJ,10,0,22,52.6,100.0,89,35.2,89,71.5,0,100.0,253,253,76.2,100.0,139,54.9,139
James Carpenter,6177,G,NYJ,10,0,22,56.8,100.0,89,35.2,89,54.2,0,100.0,253,253,52.4,100.0,139,54.9,139
Kelvin Beachum,7229,T,NYJ,10,2,22,58.6,100.0,89,35.2,89,57.9,2,100.0,253,253,56.8,100.0,139,54.9,139
