team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
CHI,6,4,150,1,17,150,93.3,19,1
LA,26,4,141,5,17,141,92.2,22,0
NO,20,4,169,3,24,169,89.6,31,4
DAL,9,4,135,5,20,135,89.3,27,2
PIT,25,4,199,3,30,199,89.2,38,5
JAX,15,4,169,5,26,169,89.1,34,3
BLT,3,4,184,5,28,184,88.9,37,4
CLV,8,4,175,1,28,175,88.3,35,6
KC,16,4,150,10,23,150,88.3,34,1
TEN,31,4,139,1,22,139,88.1,28,5
DEN,10,4,151,5,27,151,87.4,35,3
DET,11,4,180,5,31,180,87.2,41,5
GB,12,4,186,6,22,186,87.1,38,10
PHI,24,4,188,7,32,188,87.0,44,5
WAS,32,3,110,8,17,110,86.8,27,2
MIA,17,4,114,7,15,114,86.8,26,4
SEA,29,4,139,3,27,139,86.3,34,4
NYJ,22,4,140,3,29,140,85.7,36,4
TB,30,4,170,11,24,170,85.6,42,7
OAK,23,4,177,7,28,177,85.0,44,9
BUF,4,4,156,4,29,156,84.9,40,7
NE,19,4,142,12,23,142,84.2,40,5
CIN,7,4,167,2,40,167,83.8,48,6
NYG,21,4,169,1,34,169,83.7,45,10
IND,14,4,201,15,38,201,82.8,61,8
CAR,5,3,107,4,27,107,82.7,34,3
ATL,2,4,164,14,31,164,82.6,51,6
LAC,27,4,154,8,40,154,81.8,52,4
SF,28,4,149,10,40,149,79.9,55,5
MIN,18,4,211,8,65,211,78.9,81,8
HST,13,4,177,13,45,177,78.5,67,9
ARZ,1,4,127,17,41,127,71.7,65,7
