player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,CAR,12,3,1,5,66.1,5,15,259,96.5,9.7,25,2,5.4,4,282,272,24,2,69.4,3,10,136,96.6,15.4,21,6.3,2,147,142,15
Terrell Suggs,1326,ED,BLT,12,4,1,3,67.1,5,22,297,86.1,12.1,36,3,6.9,7,368,317,34,1,62.3,3,12,151,88.5,13.9,21,7.6,4,182,161,19
Mike Adams,1972,S,CAR,12,0,0,5,69.0,2,5,28,6.1,14.3,4,1,12.5,0,492,30,7,0,58.7,0,3,11,5.3,18.2,2,13.6,0,225,12,3
Thomas Davis Sr.,2231,LB,CAR,8,1,0,5,74.5,2,5,52,19.7,13.5,7,0,6.7,0,284,56,7,0,72.9,1,4,22,20.0,22.7,5,11.4,0,120,24,5
Derrick Johnson,2232,LB,OAK,6,0,0,23,46.7,0,1,11,11.9,0.0,0,0,4.5,0,101,12,1,0,49.8,0,1,5,9.5,0.0,0,10.0,0,63,6,1
Lorenzo Alexander,2476,LB,BUF,12,3,0,4,72.5,2,23,191,76.2,16.8,32,0,10.2,7,265,202,32,2,65.6,1,13,110,84.9,18.2,20,10.0,4,139,118,18
Haloti Ngata,2957,DI,PHI,9,0,0,24,52.6,2,3,133,99.3,4.5,6,0,2.6,1,144,143,6,0,53.2,0,1,42,100.0,4.8,2,3.6,1,47,47,2
Frostee Rucker,3036,ED,OAK,11,1,0,23,50.6,4,7,155,97.6,5.8,9,0,3.5,0,168,164,11,1,57.2,1,3,41,100.0,12.2,5,4.9,0,42,42,4
Domata Peko Sr.,3068,DI,DEN,12,0,0,10,56.1,1,5,198,100.0,5.6,11,4,2.0,1,212,212,7,0,63.6,1,3,54,100.0,13.0,7,3.7,0,61,61,4
Kyle Williams,3079,DI,BUF,12,1,0,4,66.3,6,13,305,99.1,10.5,32,2,5.7,8,327,324,27,0,71.8,5,10,147,99.4,16.3,24,9.9,7,158,157,22
Antoine Bethea,3152,S,ARZ,12,0,0,1,57.0,2,4,29,6.6,6.9,2,3,17.2,2,485,32,8,0,49.5,0,1,8,4.9,0.0,0,18.8,1,184,9,2
Tom Johnson,3378,DI,MIN,10,0,0,18,63.9,2,8,171,99.4,9.9,17,1,5.3,4,178,177,14,0,66.9,2,7,84,100.0,15.5,13,10.1,4,87,87,13
Tramon Williams,3558,S,GB,12,0,0,12,51.0,0,3,14,2.9,7.1,1,1,10.7,0,484,14,3,0,52.2,0,3,12,6.5,8.3,1,12.5,0,185,12,3
Leon Hall,3634,CB,OAK,10,1,0,23,57.8,1,0,12,5.9,8.3,1,0,4.2,0,222,13,1,0,49.6,0,0,5,6.3,0.0,0,0.0,0,96,6,0
Reggie Nelson,3637,S,OAK,11,0,0,23,55.4,0,1,14,6.6,7.1,1,0,3.6,0,229,15,1,0,66.5,0,0,3,3.1,33.3,1,0.0,0,96,3,0
Eric Weddle,3653,S,BLT,12,1,1,3,74.6,2,1,20,4.2,10.0,2,1,12.5,1,497,21,4,0,57.0,1,0,8,3.3,12.5,1,6.3,0,241,8,1
Brandon Mebane,3701,DI,LAC,10,1,0,27,57.7,2,3,157,94.8,5.1,8,2,2.2,1,174,165,6,0,61.0,1,1,39,100.0,7.7,3,5.1,1,40,40,3
Corey Graham,3784,S,PHI,9,1,0,24,60.2,0,2,9,3.5,0.0,0,1,11.1,0,259,9,2,0,54.6,0,0,2,1.8,0.0,0,0.0,0,110,2,0
Chris Long,4316,ED,PHI,12,0,0,24,76.8,12,25,301,98.1,20.6,62,1,8.1,6,313,307,43,0,84.9,8,17,152,97.5,30.3,46,12.2,6,158,154,31
Calais Campbell,4364,ED,JAX,12,2,0,15,69.8,7,28,358,99.5,14.8,53,3,6.8,7,388,386,42,1,67.1,3,17,169,100.0,16.6,28,10.1,7,184,184,27
William Hayes,4417,ED,MIA,3,0,0,17,67.9,0,0,45,100.0,11.1,5,0,4.4,2,47,47,2,0,74.9,0,0,24,100.0,16.7,4,8.3,2,25,25,2
Brandon Carr,4454,CB,BLT,12,0,1,3,63.8,1,0,7,1.6,0.0,0,5,7.1,0,450,7,1,0,52.7,0,0,3,1.4,0.0,0,0.0,0,221,3,0
Wesley Woodyard,4583,LB,TEN,10,1,0,31,60.8,2,4,45,14.9,15.6,7,0,13.3,3,315,47,9,1,57.4,0,1,14,13.3,14.3,2,10.7,1,113,15,2
Cameron Wake,4907,ED,MIA,10,0,0,17,82.0,7,30,210,99.6,23.8,50,2,11.2,5,231,230,42,0,87.5,6,18,111,100.0,32.4,36,15.3,5,125,125,29
Brian Orakpo,4936,ED,TEN,12,3,0,31,62.9,4,18,264,85.1,10.2,27,0,4.9,2,328,279,24,2,63.1,3,10,103,85.2,12.6,13,7.3,1,128,109,14
