player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,5,1,0,,1,1,5,66.0,74.7,50.0,65.6,76.9,76.4,2,7,0,,0.0,0,0,1,0.0,0,1,1,0,4,148,147,0,5,133,9,0,1,104,40,0,5,5,0,10,0,0,0,
Terrell Suggs,1326,ED,BLT,6,1,3,50.0,1,1,3,54.0,67.3,34.8,74.8,57.8,49.3,1,14,0,15,27.3,3,0,2,64.6,2,5,0,0,24,254,252,0,0,251,1,0,2,154,76,2,11,7,4,20,0,20,14,10.0
Mike Adams,1972,S,CAR,5,3,0,72.7,0,0,5,63.7,63.9,35.3,67.8,62.9,81.1,1,0,2,31,3.6,1,0,1,97.3,8,0,92,7,198,314,49,0,0,49,0,121,265,11,105,45,12,24,11,1,1,116,39,14.5
Adam Jones,2223,CB,DEN,4,1,0,75.0,0,0,10,57.3,59.2,80.3,,67.4,44.0,0,0,1,30,23.1,3,1,1,56.3,9,0,7,108,83,120,0,0,0,0,0,0,120,0,37,5,2,9,12,0,0,76,48,8.4
Thomas Davis Sr.,2231,LB,CAR,1,1,0,50.0,0,0,5,78.6,73.3,75.8,66.3,53.8,46.0,0,1,0,21,16.7,1,2,0,79.2,3,0,50,0,35,62,8,0,0,8,0,0,54,4,23,4,1,4,6,1,0,51,13,17.0
Derrick Johnson,2232,LB,OAK,6,1,0,100.0,0,0,23,68.6,65.2,79.6,46.7,60.1,42.6,0,1,0,11,21.1,4,0,0,106.9,3,0,130,3,89,152,2,0,0,2,0,3,150,12,51,14,6,14,3,1,0,29,3,9.7
Lorenzo Alexander,2476,LB,BUF,6,2,2,71.4,0,0,4,91.7,90.9,84.1,76.0,76.3,78.3,1,14,1,6,4.5,1,1,0,34.5,5,3,80,0,30,203,120,0,1,119,0,0,83,104,69,3,13,19,7,18,0,20,17,4.0
Haloti Ngata,2957,DI,PHI,4,1,0,,0,0,24,,63.8,80.5,55.9,66.5,71.5,1,2,0,,0.0,0,0,0,0.0,0,1,0,0,0,117,117,0,110,1,6,0,0,70,47,0,3,3,0,4,0,0,0,
Johnathan Joseph,2969,CB,HST,6,2,0,56.5,0,0,13,72.8,71.8,85.1,,58.8,42.0,0,0,1,42,18.2,6,3,1,78.1,26,0,29,347,242,396,0,0,0,0,0,0,396,0,154,20,9,25,46,0,1,339,125,13.0
Frostee Rucker,3036,ED,OAK,5,1,1,,0,0,23,60.2,70.5,85.6,55.9,74.7,76.9,2,3,0,,0.0,0,0,0,0.0,0,0,0,0,1,159,159,1,11,137,10,0,0,78,80,0,7,9,0,5,0,0,0,
