player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Siran Neal,27130,S,BUF,2,0,4,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,33.3,1,3,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Malcolm Butler,9040,CB,TEN,7,0,31,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.9,2,232,2,75.0,0,0,1,1,100.0,2,2,75.0,1,1,0,1,1,0
D.J. Swearinger Sr.,7838,S,WAS,6,0,32,1,1,0,0,1,0,66.7,2,2,75.0,1,1,0,0,1.3,3,240,3,66.7,0,1,0,0,33.3,1,1,50.0,0,0,0,1,1,0
Glover Quin,5035,S,DET,6,0,11,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.5,1,203,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Armani Watts,51264,S,KC,5,0,16,1,0,0,1,0,0,33.3,1,1,50.0,0,0,0,0,6.3,3,48,2,50.0,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Isaiah Johnson,9753,S,LA,1,0,26,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,20.0,1,5,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Ben Gedeon,11875,LB,MIN,7,0,18,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.7,1,37,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Rayshawn Jenkins,11868,S,LAC,4,0,27,1,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,7.3,3,41,2,50.0,0,1,0,0,33.3,1,1,50.0,0,0,0,1,1,0
Karl Joseph,10648,S,OAK,3,0,23,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,16.7,1,6,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jimmy Smith,6179,CB,BLT,3,0,3,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,1.6,1,64,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Datone Jones,7807,DI,DAL,1,0,9,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Akeem King,9682,CB,SEA,2,0,29,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.4,1,41,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Skai Moore,21605,LB,IND,2,0,14,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,6.7,1,15,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Damontae Kazee,11904,S,ATL,7,0,2,0,1,0,0,0,0,,0,0,,0,0,0,0,0.4,1,237,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Jermaine Carter,28838,LB,CAR,2,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,8.3,1,12,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Mackensie Alexander,10688,CB,MIN,6,0,18,1,2,0,1,1,0,62.5,5,3,40.0,1,1,0,0,5.6,8,142,5,43.8,0,0,1,0,37.5,3,2,50.0,1,1,0,2,2,0
Bryce Callahan,10000,CB,CHI,6,0,6,2,2,0,2,2,0,80.0,4,4,50.0,0,0,0,0,2.3,5,220,4,40.0,0,0,0,0,20.0,1,0,0.0,0,0,0,0,0,0
Jayron Kearse,10878,CB,MIN,6,0,18,0,1,0,0,1,0,75.0,3,2,50.0,1,1,0,0,7.1,4,56,2,37.5,0,0,0,0,25.0,1,0,0.0,0,0,0,1,1,0
Mychal Kendricks,7049,LB,SEA,3,0,29,1,1,0,0,0,0,25.0,2,2,100.0,2,2,0,0,10.8,8,74,4,37.5,0,1,1,0,75.0,6,2,16.7,0,0,0,2,2,0
Kavon Frazier,10846,S,DAL,5,0,9,0,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,3.0,3,100,1,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,1,1,0
Jaire Alexander,49350,CB,GB,4,0,12,0,2,0,0,1,0,66.7,4,2,37.5,1,1,0,0,4.8,6,126,3,33.3,0,0,1,0,33.3,2,1,25.0,0,0,0,1,1,0
T.J. Carrie,8853,CB,CLV,7,0,8,0,0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,1.4,3,208,1,33.3,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Sherrick McManis,5667,CB,CHI,6,0,6,0,1,0,0,0,0,40.0,2,1,50.0,1,1,0,0,18.5,5,27,2,30.0,0,0,1,0,60.0,3,1,16.7,0,0,0,1,1,0
Barry Church,5924,S,JAX,7,0,15,1,1,0,1,0,0,42.9,3,2,50.0,1,1,0,0,2.8,7,248,3,28.6,0,0,1,0,57.1,4,1,12.5,0,0,0,1,1,0
Darius Leonard,49684,LB,IND,6,0,14,0,1,0,0,0,0,60.0,9,2,22.2,2,2,0,0,7.2,17,237,5,26.5,0,0,0,0,40.0,6,2,33.3,2,2,1,4,4,1
