player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Matt Skura,11102,C,BLT,13,100.0,0,3,61.8,67.8,57.9,3,18,521,100.0,100.0,97.6,3,23,2,973,973,0,0,973,560,560,0,0,413,0
Marshal Yanda,3702,G,BLT,13,100.0,0,3,84.5,83.4,80.4,3,9,516,100.0,100.0,98.8,2,12,0,947,0,3,0,947,555,555,944,0,392,0
Ryan Jensen,7985,C,TB,13,100.0,0,30,57.1,71.0,55.4,9,11,608,100.0,100.0,98.2,9,21,1,924,924,0,0,924,645,645,0,0,279,0
Ali Marpet,9494,G,TB,13,100.0,0,30,74.7,82.2,67.2,8,12,608,100.0,100.0,98.0,2,22,2,924,0,924,0,924,645,645,0,0,279,0
Donovan Smith,9467,T,TB,13,100.0,1,30,63.6,67.5,50.3,6,25,608,100.0,100.0,96.3,7,38,7,924,0,0,924,924,645,645,0,0,279,0
Quenton Nelson,12954,G,IND,13,100.0,0,14,78.0,81.4,76.6,4,13,565,100.0,100.0,98.1,8,19,2,918,0,918,0,918,600,600,0,0,318,0
Joe Thuney,10712,G,NE,13,100.0,0,19,76.9,89.0,68.0,5,11,501,100.0,100.0,98.4,3,16,0,914,0,913,1,914,526,526,0,0,388,0
Ramon Foster,5229,G,PIT,13,100.0,0,25,73.1,85.2,61.5,1,17,590,100.0,100.0,98.3,2,19,1,909,0,908,0,909,632,632,0,0,277,0
Alejandro Villanueva,9091,T,PIT,13,99.9,1,25,81.0,82.9,66.9,2,7,589,99.8,99.8,98.4,6,14,5,908,0,0,908,909,631,632,0,0,277,0
David Andrews,9948,C,NE,13,100.0,0,19,75.5,83.9,71.8,1,9,500,100.0,100.0,98.6,4,12,2,902,901,1,0,902,525,525,0,0,377,0
Nick Martin,10684,C,HST,13,100.0,1,13,65.6,78.3,58.5,1,10,496,100.0,100.0,98.7,2,12,1,899,899,0,0,899,541,541,0,0,358,0
Chris Hubbard,8051,T,CLV,13,100.0,2,8,64.3,73.1,48.7,2,27,520,100.0,100.0,96.1,3,35,6,896,0,0,2,896,567,567,0,894,329,0
Kevin Zeitler,7032,G,CLV,13,100.0,1,8,75.8,91.1,67.4,1,6,520,100.0,100.0,98.9,7,9,2,896,0,0,0,896,567,567,896,0,329,0
J.C. Tretter,7904,C,CLV,13,100.0,1,8,78.7,84.7,73.3,1,8,520,100.0,100.0,98.7,1,11,2,896,896,0,0,896,567,567,0,0,329,0
Joel Bitonio,8670,G,CLV,13,100.0,1,8,80.3,88.7,73.3,0,10,520,100.0,100.0,99.0,4,10,0,896,0,896,0,896,567,567,0,0,329,0
Maurkice Pouncey,5543,C,PIT,13,100.0,0,25,71.7,77.3,65.2,3,11,585,100.0,100.0,98.6,2,15,1,894,894,0,0,894,627,627,0,0,267,0
Rob Havenstein,9490,T,LA,13,100.0,1,26,82.1,73.9,82.0,3,21,506,100.0,100.0,97.2,1,26,2,884,0,0,0,884,538,538,0,883,346,0
Austin Blythe,10882,G,LA,13,100.0,0,26,79.8,78.5,74.4,3,20,506,100.0,100.0,97.7,1,23,0,884,10,17,0,884,538,538,856,0,346,0
Trent Brown,9677,T,NE,13,100.0,4,19,71.6,68.4,69.0,10,16,482,100.0,100.0,96.7,6,29,3,884,0,0,881,884,505,505,0,0,379,3
Charles Leno Jr.,8880,T,CHI,13,100.0,0,6,77.3,81.4,68.0,2,19,492,100.0,100.0,97.1,4,25,4,883,0,0,874,883,533,533,0,0,350,5
Cody Whitehair,10690,C,CHI,13,100.0,1,6,71.3,75.0,67.6,0,11,492,100.0,100.0,98.9,2,11,0,883,883,0,0,883,533,533,0,0,350,0
Laken Tomlinson,9461,G,SF,13,100.0,2,28,67.8,72.6,64.9,3,19,486,100.0,100.0,96.9,6,26,4,879,0,878,0,879,524,524,0,0,355,0
Joe Looney,7117,C,DAL,13,100.0,0,9,59.2,66.7,55.0,3,13,495,100.0,100.0,98.2,3,17,1,878,878,0,0,878,526,526,0,0,352,0
Bobby Massie,7112,T,CHI,13,100.0,1,6,71.7,78.0,60.5,2,18,492,100.0,100.0,97.8,3,21,1,878,0,0,0,878,533,533,0,877,345,1
La'el Collins,9719,T,DAL,13,100.0,3,9,69.2,66.4,71.9,5,26,495,100.0,100.0,95.5,9,38,7,877,0,0,0,877,526,526,0,877,351,0
Andrew Whitworth,3000,T,LA,13,100.0,1,26,82.0,84.9,76.9,3,23,506,100.0,100.0,96.6,7,30,4,876,0,0,875,876,538,538,0,0,338,0
Mike McGlinchey,46275,T,SF,13,100.0,2,28,77.7,68.5,81.4,5,16,484,100.0,100.0,97.0,4,25,4,876,0,0,0,876,522,522,32,843,354,0
Mitchell Schwartz,7041,T,KC,13,100.0,1,16,86.0,84.4,78.0,5,9,531,100.0,100.0,98.3,4,16,2,870,0,0,0,870,571,571,0,867,299,3
Frank Ragnow,39137,G,DET,13,100.0,1,11,66.0,54.3,69.4,8,18,518,100.0,100.0,96.7,6,30,4,870,1,869,0,870,555,555,0,0,315,0
Brandon Brooks,7078,G,PHI,13,100.0,0,24,80.2,85.7,73.6,2,7,531,100.0,100.0,99.2,3,9,0,870,0,0,0,870,566,566,870,0,304,0
Ronnie Stanley,10640,T,BLT,12,100.0,0,3,77.3,84.5,66.8,2,12,454,100.0,100.0,98.2,3,15,1,869,0,0,845,869,486,486,0,0,383,22
Graham Glasgow,10729,C,DET,13,100.0,5,11,70.5,71.2,70.6,5,15,518,100.0,100.0,97.9,7,21,1,869,869,0,0,869,555,555,0,0,314,0
Jermey Parnell,5426,T,JAX,13,100.0,1,15,65.7,67.9,63.4,2,32,551,100.0,100.0,96.0,9,39,5,869,0,0,0,869,573,573,0,868,296,0
Alex Mack,4944,C,ATL,13,100.0,0,2,77.4,75.4,79.5,4,7,563,100.0,100.0,98.5,3,14,3,868,868,0,0,868,600,600,0,0,268,0
Jake Matthews,8641,T,ATL,13,100.0,0,2,81.2,87.8,63.3,6,13,563,100.0,100.0,98.0,2,21,2,868,0,0,868,868,600,600,0,0,268,0
Eric Fisher,7783,T,KC,13,100.0,1,16,72.4,71.2,72.0,4,29,528,100.0,100.0,96.3,7,36,3,867,0,0,864,867,568,568,0,0,299,3
Dion Dawkins,11818,T,BUF,13,99.8,1,4,68.5,77.0,56.2,1,21,489,99.6,99.6,96.3,9,29,7,865,0,0,863,867,525,527,0,0,340,3
John Sullivan,4501,C,LA,13,100.0,0,26,56.3,63.4,54.8,5,21,501,100.0,100.0,96.8,5,29,3,863,863,0,0,863,532,532,0,0,331,0
Mike Remmers,7431,G,MIN,13,100.0,1,18,58.3,60.2,55.6,4,26,573,100.0,100.0,96.3,4,36,6,861,0,0,0,861,601,601,861,0,260,0
Corey Linsley,8796,C,GB,13,100.0,1,12,80.1,86.3,74.6,2,6,570,100.0,100.0,98.8,1,11,3,860,860,0,0,860,604,604,0,0,256,0
Max Unger,4972,C,NO,13,100.0,0,20,67.6,81.1,59.9,1,6,441,100.0,100.0,98.5,0,10,3,858,858,0,0,858,464,464,0,0,394,0
