team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
PIT,25,11,503,8,64,503,90.7,83,11
NO,20,11,379,10,48,379,90.5,65,7
CHI,6,11,412,8,60,412,90.0,75,7
BLT,3,11,462,16,79,462,88.4,101,6
KC,16,11,431,20,69,431,88.1,96,7
CLV,8,11,453,7,77,453,87.9,97,13
LA,26,11,423,13,72,423,87.8,94,9
NE,19,11,423,23,62,423,87.6,95,10
ATL,2,11,488,25,60,488,87.4,104,19
IND,14,11,463,23,75,463,87.3,108,10
BUF,4,11,403,14,68,403,86.8,94,12
PHI,24,11,459,21,79,459,86.5,112,12
DAL,9,11,401,16,69,401,86.4,97,12
SEA,29,11,356,5,63,356,86.2,83,15
TB,30,11,522,30,88,522,85.8,133,15
NYJ,22,11,406,18,80,406,85.5,108,10
WAS,32,11,432,23,77,432,85.4,113,13
CAR,5,11,404,7,92,404,85.0,110,11
DEN,10,11,420,15,86,420,84.9,114,13
SF,28,11,400,15,77,400,84.7,107,15
DET,11,11,455,14,91,455,84.7,122,17
GB,12,11,478,13,84,478,84.6,122,25
TEN,31,11,372,4,79,372,84.5,99,16
CIN,7,11,436,5,111,436,83.0,132,16
LAC,27,11,372,19,77,372,82.5,113,17
JAX,15,11,471,24,103,471,82.3,147,20
NYG,21,11,443,14,103,443,81.4,141,24
OAK,23,11,426,15,80,426,81.3,127,32
MIN,18,11,491,23,129,491,80.7,171,19
MIA,17,11,370,23,85,370,80.5,126,18
HST,13,11,409,24,105,409,79.1,150,21
ARZ,1,11,365,31,97,365,76.7,149,21
