player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Antonio Brown,5718,WR,PIT,12,11.5,13,61.4,15.0,3,20,0,1.2,1,48,25,0,90.7,82.6,76.0,,75.7,0.0,0,9,78,0.0,0,578,2,81,93.4,540,19.0,110,87.6,132,12,81.0,468,1028,414,5.1,12.7,1.9
Adam Thielen,8288,WR,MIN,12,9.9,4,75.4,43.8,7,16,0,4.9,5,64,18,1,85.6,58.8,90.2,77.7,90.1,0.7,4,3,68,0.5,3,556,1,98,95.3,530,57.9,322,115.7,130,9,41.4,230,1166,358,3.7,11.9,2.2
Julio Jones,6158,WR,ATL,12,14.5,8,66.7,44.8,13,29,0,5.5,5,62,2,2,75.9,29.4,89.9,,89.2,0.0,0,3,58,0.0,0,484,0,86,94.0,455,21.1,102,98.4,129,3,78.9,382,1323,357,4.2,15.4,2.91
Davante Adams,8688,WR,GB,12,11.9,7,70.2,27.3,3,11,0,5.6,5,49,12,0,75.8,82.5,86.0,,85.4,0.0,0,0,57,0.0,0,533,2,85,94.7,505,21.0,112,129.3,121,11,78.8,420,1115,387,4.6,13.1,2.21
Zach Ertz,7816,TE,PHI,12,7.7,1,78.2,45.0,9,20,1,6.1,6,54,24,0,73.0,82.9,76.3,70.1,80.0,32.0,162,2,34,8.1,41,507,3,93,86.8,440,49.3,250,110.7,119,6,18.1,92,978,298,3.2,10.5,2.22
Odell Beckham Jr.,8647,WR,NYG,12,12.5,20,64.7,29.2,7,24,0,3.8,3,51,21,0,84.0,84.7,90.0,,89.9,0.2,1,4,51,0.0,0,489,2,77,95.1,465,29.4,144,95.6,119,6,70.1,343,1052,318,4.1,13.7,2.26
JuJu Smith-Schuster,11817,WR,PIT,12,9.1,3,71.6,48.1,13,27,0,5.7,5,50,25,0,75.0,82.5,77.9,,76.9,0.0,0,2,97,0.0,0,549,2,83,93.6,514,67.0,368,105.7,116,4,33.0,181,1104,480,5.8,13.3,2.15
DeAndre Hopkins,7808,WR,HST,12,12.5,8,71.4,63.0,17,27,1,0.0,0,55,13,2,91.4,29.1,91.0,,91.2,0.0,0,3,49,0.0,0,491,2,80,92.7,455,20.4,100,115.7,112,8,79.6,391,1115,291,3.6,13.9,2.45
Stefon Diggs,9579,WR,MIN,11,9.8,12,75.0,61.1,11,18,0,0.0,0,38,18,0,91.3,83.1,81.1,66.3,80.5,0.6,3,1,75,0.2,1,491,2,84,96.1,472,22.8,112,109.9,112,6,76.0,373,839,402,4.8,10.0,1.78
Jarvis Landry,8698,WR,CLV,12,10.8,7,60.0,44.4,8,18,1,5.7,4,33,8,0,73.5,82.1,71.3,38.5,69.4,0.2,1,1,39,0.2,1,502,3,66,93.2,468,68.7,345,82.1,110,2,30.3,152,733,235,3.6,11.1,1.57
Keenan Allen,7857,WR,LAC,12,9.4,6,78.3,53.3,8,15,0,3.5,3,52,27,2,85.2,57.6,90.4,,90.2,0.5,2,2,54,0.0,0,395,1,83,94.4,373,51.4,203,113.7,106,5,47.8,189,996,350,4.2,12.0,2.67
Michael Thomas,10681,WR,NO,12,8.2,14,86.7,59.1,13,22,0,3.2,3,59,20,2,88.0,29.5,91.0,64.9,91.3,0.2,1,1,72,0.2,1,418,3,91,94.3,394,31.6,132,132.5,105,8,68.2,285,1120,401,4.4,12.3,2.84
