player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,CAR,3,1,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,2.5,,,0,0,,67.8,0,,0.0,0,0,0.0,0,1,100.0,40,1,1,0,0,0,0,0.0,
Terrell Suggs,1326,ED,BLT,3,11,0,3,0,,,9.1,,,0,0,,62.3,0,,100.0,1,0,0.0,0,2,18.2,22,0,0,0,0,0,0,0.0,,0,0,9.0,0.0,15.4,,8.0,0,0,0.0,58.9,0,,,0,0,39.6,0,8,72.7,52,2,0,1,0,0,0,0.0,
Mike Adams,1972,S,CAR,3,119,0,5,1,9.5,100.0,92.9,12.0,12.0,0,0,0.0,52.9,0,17,0.0,0,0,118.8,2,26,21.8,28,0,0,2,0,33,14,1.4,16.5,0,0,11.5,100.0,96.7,21.0,21.0,0,0,0.0,67.3,0,31,0.0,0,0,118.8,4,87,73.1,90,2,6,4,0,62,16,0.7,15.5
Adam Jones,2223,CB,DEN,2,40,0,10,1,4.2,100.0,100.0,3.0,3.0,0,0,0.0,29.5,0,30,33.3,2,0,118.8,5,16,40.0,16,0,3,5,0,64,43,4.3,12.8,0,0,,,100.0,,,0,0,,69.4,0,,0.0,0,0,0.0,0,19,47.5,19,0,1,0,0,0,0,0.0,
Derrick Johnson,2232,LB,OAK,3,53,0,23,0,,,63.6,,,0,0,,69.6,0,,0.0,0,0,0.0,0,14,26.4,22,0,1,0,0,0,0,0.0,,0,0,8.7,100.0,97.1,9.7,9.7,0,0,0.0,64.8,0,11,0.0,0,0,106.9,3,34,64.2,35,3,4,3,0,29,3,1.0,9.7
Lorenzo Alexander,2476,LB,BUF,3,18,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,1,4.0,75.0,26.2,5.7,4.3,0,1,25.0,90.3,0,6,0.0,0,1,78.1,3,17,94.4,65,2,2,4,0,13,9,0.8,4.3
Johnathan Joseph,2969,CB,HST,3,98,0,13,0,9.5,72.7,100.0,5.6,4.1,0,1,9.1,49.5,0,23,0.0,0,1,127.5,8,49,50.0,49,2,7,11,1,91,52,2.0,11.4,0,0,4.7,66.7,100.0,10.8,7.2,0,0,0.0,69.3,0,21,33.3,2,0,81.3,4,44,44.9,44,2,4,6,0,34,11,0.8,8.5
Kyle Williams,3079,DI,BUF,3,1,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,0,,,1.3,,,0,0,,62.7,0,,0.0,0,0,0.0,0,1,100.0,78,2,2,0,0,0,0,0.0,
Antoine Bethea,3152,S,ARZ,3,113,0,1,0,-5.0,100.0,88.9,15.0,15.0,0,0,0.0,60.0,0,18,0.0,0,0,118.8,1,16,14.2,18,0,3,1,0,18,23,1.2,18.0,0,1,11.7,85.7,94.5,13.5,11.6,0,0,0.0,65.0,0,21,12.5,1,0,103.0,6,86,76.1,91,1,6,7,0,61,36,0.8,10.2
Tramon Williams,3558,S,GB,3,129,0,12,0,11.4,71.4,100.0,10.2,7.3,0,0,0.0,50.0,0,18,50.0,1,0,137.5,5,56,43.4,56,0,1,7,1,61,15,1.2,12.2,0,0,13.8,37.5,100.0,21.0,7.9,0,0,0.0,78.9,0,12,12.5,1,0,45.8,3,66,51.2,66,3,7,8,0,23,8,0.4,7.7
Brent Grimes,3589,CB,TB,1,43,0,30,0,17.0,66.7,100.0,7.5,5.0,0,0,0.0,38.2,0,27,33.3,1,0,149.3,2,15,34.9,15,0,2,3,1,45,30,3.0,22.5,0,0,14.7,100.0,100.0,8.3,8.3,0,0,0.0,56.8,0,43,0.0,0,0,118.8,3,26,60.5,26,0,1,3,0,56,12,2.2,18.7
Leon Hall,3634,CB,OAK,3,89,0,23,0,19.0,66.7,96.7,13.5,9.0,0,1,33.3,65.4,0,21,0.0,0,1,104.9,2,29,32.6,30,1,3,3,0,34,4,1.3,17.0,0,0,5.3,100.0,91.2,6.6,6.6,0,0,0.0,62.0,0,17,16.7,1,0,101.2,7,52,58.4,57,3,5,7,0,58,21,1.3,8.3
Reggie Nelson,3637,S,OAK,3,88,0,23,0,11.5,100.0,92.9,12.5,12.5,0,0,0.0,65.7,0,20,0.0,0,0,116.7,2,26,29.5,28,1,1,2,0,24,1,1.0,12.0,0,0,6.0,100.0,93.2,48.0,48.0,0,0,0.0,63.6,0,6,0.0,0,0,91.7,1,55,62.5,59,0,4,1,0,6,0,0.1,6.0
Eric Weddle,3653,S,BLT,3,117,0,3,0,0.0,100.0,100.0,27.0,27.0,0,0,0.0,53.0,0,3,0.0,0,0,79.2,1,32,27.4,32,1,2,1,0,3,3,0.1,3.0,0,0,3.5,0.0,95.1,,36.0,0,1,50.0,73.3,0,,0.0,0,1,39.6,0,77,65.8,81,0,3,2,0,0,0,0.0,
Brandon Mebane,3701,DI,LAC,3,3,0,27,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,2.6,,,0,0,,80.0,0,,0.0,0,0,0.0,0,1,33.3,39,1,1,0,0,0,0,0.0,
Corey Graham,3784,S,PHI,3,85,0,24,0,,,90.5,,,0,0,,65.0,0,,,0,0,0.0,0,19,22.4,21,0,0,0,0,0,0,0.0,,0,1,-1.0,100.0,100.0,26.0,26.0,1,0,0.0,61.8,0,6,0.0,0,0,79.2,2,54,63.5,54,1,3,2,0,-1,1,0.0,-0.5
Chris Long,4316,ED,PHI,3,1,0,24,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,18,1,0,0,0,0,0,,,0,0,,,1.8,,,0,0,,50.9,0,,100.0,1,0,0.0,0,1,100.0,55,1,0,0,0,0,0,0.0,
Dominique Rodgers-Cromartie,4330,CB,OAK,2,29,0,23,0,4.0,0.0,100.0,,6.0,0,1,100.0,85.5,0,,,0,1,39.6,0,6,20.7,6,0,0,1,0,0,0,0.0,,0,0,33.5,0.0,100.0,,9.0,0,1,50.0,53.2,0,,,0,1,39.6,0,21,72.4,21,0,0,2,0,0,0,0.0,
Aqib Talib,4334,CB,LA,3,90,0,26,0,5.0,60.0,100.0,8.7,5.2,0,1,20.0,68.4,0,13,0.0,0,1,78.8,3,29,32.2,29,0,3,5,0,32,20,1.2,10.7,0,0,10.0,33.3,100.0,55.0,18.3,0,1,33.3,76.1,0,12,0.0,0,1,46.5,1,59,65.6,59,1,5,3,0,12,6,0.2,12.0
Brandon Carr,4454,CB,BLT,3,121,0,3,0,12.3,83.3,100.0,5.4,4.5,0,0,0.0,29.0,0,22,0.0,0,0,115.3,5,32,26.4,32,1,6,6,0,70,6,2.6,14.0,0,0,15.2,45.5,100.0,15.2,6.9,0,4,36.4,84.1,1,18,25.0,1,2,24.8,5,81,66.9,81,1,3,11,0,60,17,0.8,12.0
Orlando Scandrick,4457,CB,KC,3,149,0,16,0,21.4,28.6,100.0,19.5,5.6,0,0,0.0,44.1,0,20,100.0,1,0,82.7,2,45,30.2,45,0,0,7,1,27,4,0.7,13.5,0,0,10.3,33.3,100.0,20.8,6.9,0,4,33.3,76.6,0,15,40.0,2,3,42.4,4,86,57.7,86,2,3,12,0,25,18,0.3,6.3
Wesley Woodyard,4583,LB,TEN,3,104,0,31,1,4.0,100.0,81.0,30.0,30.0,0,0,0.0,71.8,0,4,0.0,0,0,83.3,1,34,32.7,42,1,1,1,0,4,0,0.1,4.0,0,0,2.8,100.0,92.4,9.5,9.5,0,0,0.0,64.9,0,19,11.1,1,0,98.6,6,61,58.7,66,6,8,6,0,46,29,0.8,7.7
Brian Orakpo,4936,ED,TEN,3,19,0,31,0,4.0,0.0,26.5,,8.0,0,0,0.0,63.3,0,,0.0,0,0,39.6,0,9,47.4,34,1,1,1,0,0,0,0.0,,0,0,6.0,100.0,20.4,8.0,8.0,0,0,0.0,61.7,0,15,,0,0,118.8,1,10,52.6,49,0,0,1,0,15,9,1.9,15.0
Malcolm Jenkins,4937,S,PHI,3,129,0,24,0,35.0,100.0,85.2,22.0,22.0,0,0,0.0,63.1,0,75,0.0,0,0,158.3,1,23,17.8,27,0,1,1,1,75,40,3.4,75.0,0,0,12.6,62.5,98.9,17.2,10.8,0,0,0.0,60.3,0,20,0.0,0,0,79.7,5,89,69.0,90,1,8,8,0,49,15,0.6,9.8
Vontae Davis,4948,CB,BUF,1,17,0,4,0,18.0,100.0,100.0,4.0,4.0,0,0,0.0,51.5,0,10,0.0,0,0,147.9,1,4,23.5,4,1,1,1,1,10,0,2.5,10.0,0,0,,,100.0,,,0,0,,66.5,0,,,0,0,0.0,0,10,58.8,10,0,0,0,0,0,0,0.0,
Clay Matthews,4949,ED,GB,3,28,0,12,0,-2.0,100.0,14.3,6.0,6.0,0,0,0.0,88.6,0,1,0.0,0,0,79.2,1,6,21.4,42,2,2,1,0,1,3,0.2,1.0,0,1,9.5,100.0,33.9,9.5,9.5,0,0,0.0,67.0,0,34,0.0,0,0,118.8,2,19,67.9,56,2,2,2,0,39,20,2.1,19.5
