player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,CAR,3,0,1,5,58.1,2,2,49,98.1,16.3,8,1,4.1,0,52,51,4,0,61.7,2,2,37,97.4,21.6,8,5.4,0,38,37,4
Terrell Suggs,1326,ED,BLT,3,3,1,3,75.4,0,4,64,86.1,14.1,9,2,7.8,3,79,68,7,1,59.4,0,2,33,94.6,12.1,4,9.1,2,37,35,4
Mike Adams,1972,S,CAR,3,0,0,5,66.3,0,0,3,4.0,0.0,0,1,0.0,0,124,5,0,0,59.1,0,0,0,1.6,,0,,0,63,1,0
Derrick Johnson,2232,LB,OAK,3,0,0,23,48.1,0,1,8,14.5,0.0,0,0,6.3,0,62,9,1,0,49.8,0,1,5,17.1,0.0,0,10.0,0,35,6,1
Lorenzo Alexander,2476,LB,BUF,3,1,0,4,81.0,0,11,53,75.7,26.4,14,0,12.3,1,74,56,12,0,63.5,0,4,31,89.2,19.4,6,6.5,0,37,33,4
Haloti Ngata,2957,DI,PHI,3,0,0,24,49.8,0,1,43,100.0,2.3,1,0,1.2,0,46,46,1,0,52.3,0,0,9,100.0,0.0,0,0.0,0,12,12,0
Frostee Rucker,3036,ED,OAK,3,0,0,23,53.7,0,3,43,100.0,4.7,2,0,3.5,0,47,47,3,0,58.3,0,1,9,100.0,11.1,1,5.6,0,10,10,1
Domata Peko Sr.,3068,DI,DEN,3,0,0,10,54.9,0,0,47,100.0,2.1,1,1,0.0,0,50,50,0,0,52.3,0,0,14,100.0,0.0,0,0.0,0,16,16,0
Kyle Williams,3079,DI,BUF,3,0,0,4,64.7,0,6,88,98.9,13.6,12,0,5.7,2,95,94,8,0,68.0,0,6,43,100.0,20.9,9,11.6,2,46,46,8
Antoine Bethea,3152,S,ARZ,3,0,0,1,64.9,1,1,6,5.8,16.7,1,2,16.7,0,120,7,2,0,59.0,0,0,1,2.0,0.0,0,0.0,0,49,1,0
Tom Johnson,3378,DI,MIN,2,0,0,18,63.5,0,1,36,100.0,8.3,3,0,1.4,0,39,39,1,0,50.9,0,0,12,100.0,0.0,0,0.0,0,13,13,0
Leon Hall,3634,CB,OAK,3,1,0,23,66.0,0,0,6,7.3,0.0,0,0,0.0,0,96,7,0,0,53.5,0,0,2,7.1,0.0,0,0.0,0,42,3,0
Reggie Nelson,3637,S,OAK,3,0,0,23,52.5,0,0,7,7.4,0.0,0,0,0.0,0,95,7,0,0,56.2,0,0,2,5.1,0.0,0,0.0,0,39,2,0
Eric Weddle,3653,S,BLT,3,0,0,3,75.8,2,0,4,3.3,25.0,1,0,25.0,0,121,4,2,0,67.7,1,0,2,3.7,50.0,1,25.0,0,54,2,1
Brandon Mebane,3701,DI,LAC,3,1,0,27,66.5,1,0,39,93.3,7.7,3,0,3.8,1,45,42,2,0,61.7,0,0,10,100.0,10.0,1,10.0,1,10,10,1
Corey Graham,3784,S,PHI,3,1,0,24,70.9,0,0,2,2.3,0.0,0,0,0.0,0,87,2,0,0,,0,0,0,0.0,,0,,0,42,0,0
Chris Long,4316,ED,PHI,3,0,0,24,82.3,6,8,77,98.7,26.0,20,1,11.7,2,79,78,16,0,80.6,4,4,32,97.0,37.5,12,18.8,2,33,32,10
Calais Campbell,4364,ED,JAX,3,0,0,15,68.8,2,3,74,100.0,10.8,8,0,7.4,3,82,82,8,0,64.8,1,0,32,100.0,9.4,3,10.9,3,36,36,4
William Hayes,4417,ED,MIA,3,0,0,17,67.9,0,0,45,100.0,11.1,5,0,4.4,2,47,47,2,0,74.9,0,0,24,100.0,16.7,4,8.3,2,25,25,2
Wesley Woodyard,4583,LB,TEN,3,1,0,31,66.0,1,2,13,11.1,30.8,4,0,19.2,1,117,13,4,1,61.5,0,1,4,11.1,25.0,1,12.5,0,36,4,1
Cameron Wake,4907,ED,MIA,3,0,0,17,67.2,1,8,72,100.0,16.7,12,0,7.6,1,75,75,10,0,69.2,1,4,39,100.0,23.1,9,9.0,1,42,42,6
Brian Orakpo,4936,ED,TEN,3,1,0,31,66.8,1,6,68,79.3,10.3,7,0,5.1,0,92,73,7,0,69.5,0,4,25,78.8,16.0,4,8.0,0,33,26,4
Malcolm Jenkins,4937,S,PHI,3,1,0,24,64.3,0,0,5,3.7,0.0,0,0,0.0,0,134,5,0,0,55.3,0,0,2,3.7,0.0,0,0.0,0,54,2,0
Clay Matthews,4949,ED,GB,3,0,0,12,53.4,1,2,70,73.1,2.9,2,3,2.1,0,104,76,3,0,63.5,1,1,19,63.9,5.3,1,5.3,0,36,23,2
Ziggy Hood,4955,DI,WAS,3,0,0,32,52.7,0,1,26,100.0,3.8,1,0,1.9,0,27,27,1,0,58.6,0,1,9,100.0,11.1,1,5.6,0,10,10,1
Patrick Chung,4957,S,NE,2,0,0,19,55.6,0,3,5,7.0,20.0,1,0,30.0,0,71,5,3,0,59.1,0,0,1,2.9,0.0,0,0.0,0,35,1,0
Connor Barwin,4969,ED,NYG,3,2,0,21,65.5,3,3,72,94.9,9.7,7,0,4.2,0,78,74,6,1,57.6,0,2,39,97.6,7.7,3,2.6,0,42,41,2
Michael Johnson,4993,ED,CIN,2,0,0,7,47.3,1,1,36,100.0,5.6,2,0,2.8,0,37,37,2,0,48.6,0,1,20,100.0,5.0,1,2.5,0,21,21,1
Captain Munnerlyn,5140,CB,CAR,3,0,0,5,71.6,0,2,6,6.5,33.3,2,1,16.7,0,92,6,2,0,67.6,0,1,1,1.7,100.0,1,50.0,0,59,1,1
Ricky Jean Francois,5168,DI,DET,3,0,0,11,51.9,0,2,42,100.0,2.4,1,0,2.4,0,44,44,2,0,52.0,0,0,12,100.0,0.0,0,0.0,0,12,12,0
Clinton McDonald,5173,DI,OAK,2,0,0,23,62.2,0,2,52,100.0,9.6,5,0,3.8,1,58,58,3,0,69.5,0,1,18,100.0,22.2,4,8.3,1,22,22,2
Steve McLendon,5232,DI,NYJ,3,1,0,22,70.7,0,2,36,100.0,11.1,4,0,5.6,1,37,37,3,0,78.3,0,1,9,100.0,33.3,3,16.7,1,9,9,2
Michael Bennett,5273,ED,PHI,3,0,1,24,64.7,4,7,81,98.8,14.8,12,1,6.8,0,85,84,11,0,62.9,2,2,37,100.0,16.2,6,5.4,0,38,38,4
Ramon Humber,5310,LB,BUF,2,0,0,4,52.4,0,0,4,16.0,0.0,0,0,0.0,0,25,4,0,0,53.8,0,0,3,23.1,0.0,0,0.0,0,13,3,0
Ndamukong Suh,5527,DI,LA,3,1,0,26,76.3,2,8,80,100.0,16.3,13,0,7.5,1,86,86,11,1,74.9,1,5,44,100.0,20.5,9,9.1,1,48,48,7
Gerald McCoy,5528,DI,TB,3,0,0,30,60.7,3,6,121,99.2,11.6,14,2,5.4,2,128,127,11,0,65.7,3,4,61,100.0,18.0,11,7.4,1,64,64,8
Tyson Alualu,5535,DI,PIT,2,0,0,25,54.3,0,1,34,97.3,5.9,2,0,1.5,0,37,36,1,0,57.6,0,1,21,100.0,9.5,2,2.4,0,22,22,1
Brandon Graham,5538,ED,PHI,3,0,0,24,75.5,1,9,76,97.6,19.7,15,1,6.6,0,84,82,10,0,77.2,0,4,33,100.0,27.3,9,6.1,0,37,37,4
Earl Thomas III,5539,S,SEA,3,0,0,29,64.0,0,1,4,3.4,25.0,1,1,12.5,0,116,4,1,0,54.5,0,1,3,5.3,0.0,0,16.7,0,57,3,1
Jason Pierre-Paul,5540,ED,TB,3,0,2,30,65.6,6,3,116,99.2,9.5,11,3,6.5,3,123,122,12,0,72.1,6,2,62,100.0,14.5,9,9.7,2,64,64,10
Derrick Morgan,5541,ED,TEN,3,1,0,31,61.4,3,1,54,85.9,9.3,5,0,3.7,0,71,61,4,1,55.2,0,1,26,93.3,7.7,2,1.9,0,30,28,1
Kareem Jackson,5545,CB,HST,3,1,0,13,71.7,0,0,1,1.0,0.0,0,0,0.0,0,101,1,0,0,,0,0,0,0.0,,0,,0,35,0,0
Devin McCourty,5552,S,NE,3,0,0,19,59.2,0,0,1,0.8,0.0,0,0,0.0,0,133,1,0,0,,0,0,0,0.0,,0,,0,68,0,0
Jerry Hughes,5556,ED,BUF,3,0,0,4,90.7,5,13,80,92.5,28.8,23,2,13.8,2,93,86,20,0,90.6,3,5,41,91.7,29.3,12,14.6,2,48,44,10
Patrick Robinson,5557,CB,NO,3,0,1,20,59.1,0,0,1,1.3,0.0,0,2,0.0,0,75,1,0,0,59.1,0,0,1,3.8,0.0,0,0.0,0,26,1,0
Linval Joseph,5571,DI,MIN,3,0,0,18,54.7,1,2,94,100.0,5.3,5,1,1.6,0,106,106,3,0,55.9,1,1,39,100.0,10.3,4,2.6,0,46,46,2
Carlos Dunlap,5579,ED,CIN,3,4,0,7,74.7,3,7,114,100.0,12.3,14,2,6.1,2,121,121,12,3,66.6,1,7,64,100.0,14.1,9,6.3,0,70,70,8
Sean Lee,5580,LB,DAL,3,0,0,9,63.8,1,1,11,15.2,9.1,1,0,18.2,1,79,12,3,0,69.2,1,1,7,22.2,14.3,1,28.6,1,36,8,3
Morgan Burnett,5596,S,PIT,2,0,1,25,83.0,1,1,4,6.3,25.0,1,1,25.0,0,63,4,2,0,63.5,0,1,1,3.3,100.0,1,50.0,0,30,1,1
Earl Mitchell,5605,DI,SF,3,0,0,28,54.9,1,2,41,93.3,7.3,3,0,3.7,0,45,42,3,0,59.9,0,1,12,100.0,8.3,1,4.2,0,12,12,1
Corey Peters,5607,DI,ARZ,3,0,0,1,49.6,0,3,81,100.0,2.5,2,0,1.9,0,91,91,3,0,53.8,0,2,35,100.0,2.9,1,2.9,0,40,40,2
