player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,4,22,22,4.32,39.73,51.0,14.9,0,0,0,5,1,72.0,6,61,1,0,63.6,208,14,22,94.95,874,2,1122
Dustin Colquitt,2316,P,KC,4,13,13,4.43,43.62,47.0,0.8,0,0,2,3,16,68.4,7,67,1,0,38.5,4,5,13,57.64,567,2,611
Sam Koch,3148,P,BLT,4,16,16,4.27,42.56,49.88,8.6,1,0,1,2,3,68.9,7,63,2,0,56.3,77,9,17,68.37,681,2,798
Brett Kern,4580,P,TEN,4,20,20,4.25,42.75,48.7,7.9,0,0,2,1,31,66.0,10,62,5,0,50.0,79,10,20,84.94,855,2,974
Kevin Huber,5066,P,CIN,4,12,12,4.27,41.5,41.67,0.7,1,0,4,5,7,56.6,7,55,0,0,25.0,2,3,13,51.29,498,0,500
Thomas Morstead,5088,P,NO,4,13,13,4.55,44.69,48.62,5.2,0,0,0,5,20,73.1,4,58,1,0,46.2,31,6,13,59.21,581,1,632
Britton Colquitt,5192,P,CLV,4,30,30,4.2,35.9,42.1,12.8,0,0,4,7,8,60.0,14,59,5,0,43.3,166,13,30,125.88,1077,1,1263
Matt Bosher,6344,P,ATL,4,16,16,4.37,39.69,45.13,6.7,1,0,2,3,2,63.6,4,57,0,0,62.5,67,10,17,69.92,635,1,722
Chris Jones,6798,P,DAL,4,17,17,4.62,40.18,46.12,10.1,0,0,2,4,9,73.5,5,56,1,0,58.8,101,10,17,78.62,683,0,784
Bryan Anger,7072,P,TB,4,15,15,4.43,39.93,42.8,5.4,0,0,3,3,30,59.4,4,64,1,0,53.3,43,8,15,66.39,599,0,642
Johnny Hekker,7252,P,LA,4,7,7,4.41,42.57,48.43,10.5,0,0,2,0,26,71.1,3,62,2,0,28.6,21,2,7,30.87,298,1,339
Marquette King,7410,P,DEN,4,20,20,3.96,39.7,44.05,8.4,0,0,4,2,10,61.3,8,66,5,0,40.0,67,8,20,79.29,794,1,881
Sam Martin,7947,P,DET,4,14,14,4.22,32.36,44.57,30.2,0,0,1,6,11,57.5,6,55,1,0,35.7,151,5,14,59.11,453,1,624
Caleb Sturgis,7948,K,LAC,1,1,1,2.85,24.0,24.0,,0,0,1,0,27,60.0,1,24,0,0,0.0,0,0,1,2.85,24,0,24
Ryan Allen,8242,P,NE,4,17,17,4.19,40.47,47.06,10.2,0,0,4,2,19,52.9,4,59,1,0,52.9,92,9,17,71.23,688,1,800
Tress Way,8358,P,WAS,3,14,14,4.27,37.86,43.07,12.2,0,0,2,5,32,59.5,7,59,1,0,42.9,73,6,14,59.82,530,0,603
Pat O'Donnell,8826,P,CHI,4,14,14,4.58,42.93,47.21,8.0,0,0,1,7,6,71.2,6,63,0,0,35.7,40,5,14,64.08,601,1,661
Michael Palardy,9277,P,CAR,3,14,14,4.33,42.71,45.93,6.3,0,0,1,8,5,79.9,8,59,0,0,28.6,25,4,14,60.65,598,1,643
Bradley Pinion,9598,P,SF,4,18,18,4.56,37.72,43.56,8.8,0,0,0,4,28,62.0,5,59,2,0,66.7,105,12,18,82.0,679,0,784
Matt Wile,9972,P,MIN,4,19,19,4.6,41.11,44.84,5.2,1,0,4,4,18,71.3,8,70,3,0,31.6,31,6,20,87.34,781,2,852
Jordan Berry,10236,P,PIT,4,22,22,4.27,37.64,42.5,13.4,0,0,4,8,25,53.3,8,59,3,0,22.7,67,5,22,94.0,828,2,935
Drew Kaser,10813,P,LAC,4,13,13,4.23,38.08,48.38,16.3,1,0,2,2,27,60.5,7,66,1,0,53.8,114,7,14,55.02,495,1,629
Riley Dixon,10862,P,NYG,4,19,19,4.38,41.0,47.84,7.8,0,0,2,4,21,66.7,4,60,1,0,47.4,70,9,19,83.15,779,3,909
Lachlan Edwards,10869,P,NYJ,4,22,22,4.28,43.86,48.36,6.6,0,0,2,4,22,59.8,8,62,3,0,54.5,79,12,22,94.19,965,1,1064
Rigoberto Sanchez,12130,P,IND,4,17,17,4.41,42.53,45.41,3.6,0,0,1,6,14,57.8,5,59,1,0,47.1,29,8,17,75.03,723,1,772
