player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Matt Skura,11102,C,BLT,15,0,3,57.2,100.0,267,54.4,267,55.3,1,100.0,491,491,58.5,100.0,155,31.6,155
Duane Brown,4340,T,SEA,15,0,29,73.4,100.0,141,29.0,141,73.2,1,100.0,487,487,68.4,100.0,304,62.4,304
Marshal Yanda,3702,G,BLT,15,0,3,65.3,100.0,262,55.7,262,79.1,1,100.0,470,470,87.3,100.0,141,30.0,141
J.R. Sweezy,7209,G,SEA,15,0,29,57.4,100.0,135,29.2,135,49.3,4,100.0,463,463,53.5,100.0,291,62.9,291
Ronnie Stanley,10640,T,BLT,14,0,3,63.1,100.0,254,55.1,254,66.5,1,100.0,461,461,64.5,100.0,142,30.8,142
Joe Thuney,10712,G,NE,15,0,19,67.4,100.0,246,53.6,246,67.9,2,100.0,459,459,63.3,100.0,137,29.8,137
Russell Wilson,7077,QB,SEA,15,0,29,60.0,98.6,139,30.7,141,60.0,0,92.8,453,488,60.0,94.8,289,63.8,305
Trent Brown,9677,T,NE,15,2,19,74.6,100.0,242,53.8,242,68.3,5,100.0,450,450,56.5,100.0,135,30.0,135
Germain Ifedi,10665,T,SEA,14,0,29,51.3,100.0,130,29.0,130,51.5,3,100.0,449,449,52.8,100.0,282,62.8,282
Justin Britt,8699,C,SEA,14,0,29,68.2,100.0,131,29.2,131,66.0,1,100.0,448,448,62.2,100.0,278,62.1,278
David Andrews,9948,C,NE,15,0,19,67.6,100.0,241,53.8,241,71.4,3,100.0,448,448,74.7,100.0,136,30.4,136
Ryan Ramczyk,11787,T,NO,15,0,20,81.4,100.0,170,38.1,170,79.4,3,100.0,446,446,76.7,100.0,213,47.8,213
Larry Warford,7846,G,NO,15,0,20,55.7,100.0,165,38.2,165,61.2,0,100.0,432,432,71.3,100.0,205,47.5,205
Max Unger,4972,C,NO,15,0,20,64.0,100.0,162,37.9,162,58.4,0,100.0,428,428,54.8,100.0,206,48.1,206
Ben Jones,7099,C,TEN,15,0,31,63.9,100.0,104,24.8,104,71.8,1,100.0,420,420,75.1,100.0,281,66.9,281
Tom Brady,698,QB,NE,15,0,19,60.1,100.0,239,57.0,239,60.1,0,95.7,419,438,60.1,100.0,133,31.7,133
Josh Kline,8230,G,TEN,15,1,31,59.0,100.0,104,25.1,104,54.8,2,100.0,415,415,56.4,100.0,281,67.7,281
Charles Leno Jr.,8880,T,CHI,15,0,6,64.4,100.0,127,31.5,127,68.9,1,100.0,403,403,67.2,100.0,227,56.3,227
Cody Whitehair,10690,C,CHI,15,0,6,67.2,100.0,127,31.5,127,68.7,0,100.0,403,403,72.4,100.0,227,56.3,227
Austin Blythe,10882,G,LA,15,0,26,59.9,100.0,93,23.1,93,72.3,0,100.0,402,402,72.1,100.0,250,62.2,250
Rob Havenstein,9490,T,LA,15,0,26,79.0,100.0,93,23.1,93,86.6,1,100.0,402,402,79.5,100.0,250,62.2,250
Drew Brees,802,QB,NO,15,0,20,61.0,100.0,166,41.4,166,63.4,0,93.7,401,428,65.1,100.0,206,51.4,206
Joe Looney,7117,C,DAL,15,0,9,51.2,100.0,172,43.0,172,50.1,2,100.0,400,400,53.9,100.0,186,46.5,186
La'el Collins,9719,T,DAL,15,0,9,66.5,100.0,171,42.9,171,73.6,3,100.0,399,399,72.3,100.0,186,46.6,186
Bobby Massie,7112,T,CHI,15,1,6,52.7,100.0,127,31.9,127,58.0,2,100.0,398,398,60.9,100.0,227,57.0,227
Laken Tomlinson,9461,G,SF,15,0,28,61.2,100.0,87,22.0,87,63.2,1,100.0,396,396,63.3,100.0,274,69.2,274
Shaq Mason,9564,G,NE,13,1,19,78.1,100.0,216,54.5,216,81.6,2,100.0,396,396,82.0,100.0,118,29.8,118
Mike McGlinchey,46275,T,SF,15,0,28,81.5,100.0,87,22.0,87,81.6,1,100.0,395,395,73.0,100.0,273,69.1,273
Dion Dawkins,11818,T,BUF,15,0,4,61.5,100.0,134,34.3,134,60.5,1,100.0,391,391,61.6,100.0,193,49.4,193
Jordan Mills,7945,T,BUF,15,0,4,50.3,100.0,134,34.4,134,47.8,3,100.0,389,389,53.2,100.0,191,49.1,191
Nick Martin,10684,C,HST,15,0,13,64.4,100.0,106,27.4,106,56.9,0,100.0,387,387,55.8,100.0,251,64.9,251
Andrew Whitworth,3000,T,LA,15,0,26,69.1,100.0,90,23.3,90,77.1,1,100.0,386,386,67.2,100.0,244,63.2,244
J.C. Tretter,7904,C,CLV,15,0,8,62.9,100.0,157,41.1,157,70.8,0,100.0,382,382,72.1,100.0,182,47.6,182
Joel Bitonio,8670,G,CLV,15,1,8,74.0,100.0,157,41.1,157,73.7,1,100.0,382,382,68.2,100.0,182,47.6,182
Chris Hubbard,8051,T,CLV,15,1,8,56.0,100.0,157,41.1,157,49.6,1,100.0,382,382,46.4,100.0,182,47.6,182
Kevin Zeitler,7032,G,CLV,15,0,8,56.0,100.0,157,41.1,157,67.7,1,100.0,382,382,77.1,100.0,182,47.6,182
Rodger Saffold,5558,G,LA,15,0,26,55.5,100.0,90,23.7,90,77.4,0,100.0,379,379,78.2,100.0,236,62.3,236
John Sullivan,4501,C,LA,15,0,26,48.1,100.0,87,23.0,87,54.0,1,100.0,379,379,52.3,100.0,238,62.8,238
DeAndre Hopkins,7808,WR,HST,15,0,13,65.8,100.0,105,27.8,105,63.3,1,99.7,378,379,58.1,100.0,250,66.1,250
Dan Feeney,11826,G,LAC,15,0,27,59.8,100.0,198,52.7,198,55.9,1,100.0,376,376,44.1,100.0,106,28.2,106
Tyler Lockett,9502,WR,SEA,15,0,29,59.4,100.0,97,25.8,97,58.3,0,96.9,376,388,63.0,100.0,270,71.8,270
