team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
PIT,25,13,590,11,76,590,90.6,99,12
NO,20,13,441,15,58,441,89.7,82,9
CHI,6,13,492,11,75,492,89.4,95,9
NE,19,13,501,26,71,501,88.3,107,10
KC,16,13,531,25,81,531,88.3,115,9
CLV,8,13,520,7,90,520,88.2,110,13
BLT,3,13,521,16,95,521,88.0,118,7
ATL,2,13,563,26,73,563,87.7,119,20
PHI,24,13,534,23,91,534,86.9,127,13
IND,14,13,565,30,96,565,86.4,140,14
NYJ,22,13,464,18,88,464,86.2,117,11
LA,26,13,506,18,100,506,86.0,130,12
SEA,29,13,403,6,78,403,85.4,101,17
WAS,32,13,501,27,88,501,85.3,131,16
TB,30,13,608,35,105,608,85.0,161,21
BUF,4,13,491,17,103,491,84.9,134,14
GB,12,13,571,14,107,571,84.9,147,26
DEN,10,13,491,19,104,491,84.6,137,14
TEN,31,13,439,6,93,439,84.6,117,18
DAL,9,13,495,20,91,495,84.5,132,21
DET,11,13,518,20,100,518,84.4,141,21
CAR,5,13,499,13,114,499,84.3,142,15
SF,28,13,486,25,93,486,84.2,136,18
LAC,27,13,442,25,85,442,83.0,130,20
CIN,7,13,509,8,122,509,82.9,152,22
JAX,15,13,553,28,122,553,81.9,175,25
NYG,21,13,511,15,116,511,81.9,158,27
OAK,23,13,505,16,98,505,81.8,149,35
MIN,18,13,573,27,141,573,81.7,189,21
MIA,17,13,421,27,94,421,80.4,143,22
HST,13,13,496,26,119,496,80.3,170,25
ARZ,1,13,440,36,114,440,77.7,173,23
