team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
NO,20,7,256,5,30,256,91.2,40,5
CHI,6,7,278,4,41,278,90.1,50,5
PIT,25,7,313,4,47,313,89.9,57,6
KC,16,8,308,16,48,308,89.0,66,2
LA,26,8,281,9,44,281,88.8,58,5
SEA,29,7,207,4,31,207,88.2,42,7
BLT,3,8,371,13,64,371,88.0,83,6
CLV,8,8,357,6,58,357,87.7,76,12
GB,12,7,330,11,45,330,87.0,71,15
NYJ,22,8,276,5,55,276,87.0,66,6
TB,30,7,338,18,51,338,86.8,79,10
BUF,4,8,291,9,50,291,86.4,69,10
NE,19,8,309,19,50,309,86.2,77,8
IND,14,8,362,19,63,362,86.2,91,9
DET,11,7,277,7,58,277,86.1,71,6
PHI,24,8,346,18,59,346,86.0,87,10
TEN,31,7,236,3,43,236,86.0,56,10
DAL,9,7,249,10,50,249,85.9,65,5
DEN,10,8,315,9,65,315,85.7,82,8
WAS,32,7,258,15,48,258,85.5,69,6
ATL,2,7,301,20,44,301,85.4,76,12
CAR,5,7,268,5,63,268,85.1,74,6
JAX,15,8,373,21,78,373,83.5,111,12
CIN,7,8,319,3,80,319,83.5,94,11
SF,28,8,305,12,64,305,83.3,89,13
OAK,23,7,280,10,49,280,83.0,77,18
LAC,27,7,233,13,55,233,82.0,76,8
MIA,17,8,272,15,60,272,81.8,87,12
MIN,18,8,377,20,96,377,80.6,131,15
NYG,21,8,350,10,87,350,80.1,118,21
HST,13,8,313,24,78,313,78.6,118,16
ARZ,1,8,279,24,74,279,77.4,112,14
