player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,1,5,5,4.45,46.2,52.6,6.0,0,0,0,2,1,72.2,3,60,0,0,40.0,12,2,5,22.26,231,1,263
Dustin Colquitt,2316,P,KC,1,5,5,4.58,52.2,51.2,-2.5,0,0,2,1,16,66.1,4,67,0,0,40.0,-5,2,5,22.88,261,0,256
Sam Koch,3148,P,BLT,1,5,5,4.01,47.6,51.4,6.3,0,0,1,0,3,58.1,3,63,1,0,60.0,19,3,5,20.07,238,0,257
Brett Kern,4580,P,TEN,1,4,4,3.96,44.5,44.75,0.5,0,0,0,1,31,67.7,4,55,1,0,50.0,1,2,4,15.83,178,0,179
Kevin Huber,5066,P,CIN,1,2,2,4.41,48.0,48.0,0.0,0,0,1,0,7,59.7,0,50,0,0,50.0,0,1,2,8.81,96,0,96
Thomas Morstead,5088,P,NO,1,3,3,4.4,45.67,52.0,6.3,0,0,0,0,20,62.8,0,58,0,0,100.0,19,3,3,13.19,137,0,156
Britton Colquitt,5192,P,CLV,1,12,12,4.03,37.17,43.5,11.2,0,0,1,2,8,60.2,6,57,3,0,41.7,56,5,12,48.4,446,1,522
Matt Bosher,6344,P,ATL,1,6,6,4.48,42.83,47.67,7.3,0,0,1,1,2,65.4,1,57,0,0,66.7,29,4,6,26.9,257,0,286
Chris Jones,6798,P,DAL,1,6,6,4.72,38.5,48.83,15.5,0,0,0,2,9,78.6,2,56,0,0,66.7,62,4,6,28.3,231,0,293
Bryan Anger,7072,P,TB,1,1,1,4.46,42.0,42.0,0.0,0,0,0,0,30,60.0,0,42,0,0,100.0,0,1,1,4.46,42,0,42
