player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,CAR,2,1,,0,0,5,67.8,71.5,80.2,60.7,65.9,73.0,0.0,0,0,12,14,0.0,0,0
Terrell Suggs,1326,ED,BLT,2,0,-1.0,1,0,3,74.2,60.5,0.0,72.9,48.8,35.4,0.0,0,2,24,25,4.2,1,1
Mike Adams,1972,S,CAR,2,1,6.3,0,0,5,66.7,66.4,0.0,66.3,65.5,84.2,0.0,0,1,47,50,6.4,3,6
Adam Jones,2223,CB,DEN,2,0,-2.0,0,0,10,53.2,57.1,78.6,,75.0,48.2,0.0,0,1,18,18,5.6,1,1
Derrick Johnson,2232,LB,OAK,2,1,6.3,0,0,23,77.2,72.6,78.4,48.8,61.6,60.9,16.7,1,0,32,32,3.1,1,4
Lorenzo Alexander,2476,LB,BUF,2,0,6.0,0,0,4,90.7,87.7,79.7,71.0,69.4,81.7,0.0,0,0,37,38,8.1,3,8
Haloti Ngata,2957,DI,PHI,2,1,,0,0,24,,51.1,77.8,51.8,53.8,68.4,0.0,0,0,26,28,0.0,0,0
Johnathan Joseph,2969,CB,HST,2,0,11.0,0,0,13,64.3,60.7,80.2,,46.3,30.2,66.7,2,1,62,65,0.0,0,1
Frostee Rucker,3036,ED,OAK,2,0,2.0,0,0,23,,71.1,81.9,56.0,75.4,72.6,0.0,0,0,34,35,8.8,3,3
Domata Peko Sr.,3068,DI,DEN,2,2,3.0,0,0,10,90.0,62.2,8.3,57.8,58.4,43.1,16.7,1,1,24,25,8.3,2,3
Kyle Williams,3079,DI,BUF,2,1,3.0,0,0,4,62.7,70.4,79.8,69.0,59.6,70.8,0.0,0,0,32,33,0.0,0,1
