team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
PIT,25,12,549,9,73,549,90.3,94,12
NO,20,12,409,13,55,409,89.7,76,8
CHI,6,12,458,11,68,458,89.4,88,9
KC,16,12,474,22,72,474,88.6,101,7
BLT,3,12,491,16,85,491,88.5,107,6
CLV,8,12,495,7,85,495,88.1,105,13
NE,19,12,456,24,67,456,87.8,101,10
ATL,2,12,519,26,65,519,87.4,111,20
LA,26,12,458,13,84,458,87.2,107,10
PHI,24,12,498,21,83,498,87.1,116,12
IND,14,12,520,27,87,520,86.7,126,12
NYJ,22,12,439,18,83,439,86.0,112,11
SEA,29,12,379,6,69,379,85.9,91,16
TB,30,12,561,30,91,561,85.8,140,19
DAL,9,12,438,17,76,438,85.5,110,17
GB,12,12,532,14,93,532,85.2,132,25
BUF,4,12,445,17,90,445,85.1,120,13
WAS,32,12,461,26,85,461,84.7,126,15
DEN,10,12,444,17,92,444,84.6,123,14
TEN,31,12,413,6,87,413,84.4,111,18
CAR,5,12,453,11,105,453,84.1,130,14
SF,28,12,450,22,87,450,84.1,126,17
DET,11,12,493,20,100,493,83.8,140,20
LAC,27,12,410,25,81,410,82.9,123,17
CIN,7,12,477,7,118,477,82.7,145,20
JAX,15,12,504,25,113,504,81.7,161,23
NYG,21,12,482,15,111,482,81.5,152,26
MIN,18,12,537,25,135,537,81.4,180,20
OAK,23,12,467,16,91,467,81.3,141,34
MIA,17,12,397,26,87,397,80.7,133,20
HST,13,12,450,24,110,450,80.0,157,23
ARZ,1,12,394,31,104,394,77.3,157,22
