player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Andrew Luck,7007,QB,IND,1,82.0,50,53,5.2,2.46,1,4,7.1,73.6,39,0,17,4.9,56,2,17,14,81.4,82.3,79.7,63.9,1,1,60,0,11.8,93.2,3.6,2,1,0,1,2,4,6.7,319,6.0
Philip Rivers,1725,QB,LAC,1,79.2,48,51,10.4,2.31,0,3,5.3,66.7,34,0,14,10.5,52,4,23,27,81.4,74.9,74.2,58.3,0,1,59,0,7.1,103.7,1.9,1,0,0,3,3,2,3.4,424,8.3
Matthew Stafford,4924,QB,DET,1,77.5,40,46,8.6,2.44,1,3,6.1,58.7,27,0,11,12.9,47,4,15,11,80.4,68.1,67.9,58.3,1,4,50,0,0.0,47.9,0.0,0,1,0,4,1,4,8.0,286,6.2
Drew Brees,802,QB,NO,1,86.4,44,45,8.1,2.52,0,3,6.3,82.2,37,0,14,2.6,46,1,19,20,80.3,95.9,94.7,,0,0,49,0,7.1,129.5,2.2,1,0,0,1,3,0,0.0,439,9.8
Matt Ryan,4317,QB,ATL,1,59.5,37,43,10.8,2.62,1,3,6.8,48.8,21,0,20,4.5,49,1,10,2,32.0,47.5,48.5,62.1,1,1,52,1,20.0,57.4,8.2,4,2,0,4,0,2,3.8,251,5.8
Ben Roethlisberger,1732,QB,PIT,1,66.7,39,41,9.3,2.33,2,4,9.1,56.1,23,0,12,11.5,47,3,18,25,31.9,60.1,58.9,62.2,0,3,50,0,33.3,60.5,8.5,4,1,0,0,1,3,6.0,335,8.2
Tyrod Taylor,6332,QB,CLV,1,48.6,35,40,11.7,3.11,2,1,2.3,37.5,15,0,24,11.8,54,2,9,8,81.4,50.6,42.9,78.0,0,1,58,0,29.2,51.8,13.0,7,7,1,2,1,2,3.4,197,4.9
Derek Carr,8671,QB,OAK,1,78.4,37,40,5.1,2.23,0,1,2.3,72.5,29,0,12,0.0,42,0,11,23,80.2,54.0,56.4,56.0,0,3,47,1,8.3,62.8,2.4,1,1,0,3,0,2,4.3,303,7.6
Tom Brady,698,QB,NE,1,70.3,37,39,8.9,2.4,0,4,9.8,66.7,26,0,7,0.0,41,0,16,19,79.9,83.5,79.9,70.6,1,1,43,0,28.6,102.2,4.9,2,0,0,1,3,0,0.0,277,7.1
Case Keenum,7323,QB,DEN,1,78.4,37,39,9.4,2.36,1,0,0.0,64.1,25,0,8,13.8,40,4,15,10,79.3,60.0,59.2,,1,3,42,0,12.5,84.2,2.5,1,0,0,0,3,3,7.1,329,8.4
Eli Manning,1722,QB,NYG,1,74.3,35,37,6.9,2.57,0,2,4.5,62.2,23,0,15,11.5,40,3,8,21,80.0,79.1,79.0,56.8,1,1,47,0,13.3,67.8,5.0,2,1,0,1,0,1,2.1,224,6.1
Kirk Cousins,7102,QB,MIN,1,69.7,33,36,7.6,2.71,0,2,5.6,55.6,20,0,14,13.0,43,3,16,18,79.5,71.4,71.9,56.9,0,0,43,0,21.4,95.1,7.0,3,4,0,3,2,1,2.3,244,6.8
Mitchell Trubisky,11757,QB,CHI,1,72.7,33,35,6.3,2.87,0,1,2.6,65.7,23,0,11,4.2,43,1,8,6,23.0,52.6,54.6,51.5,0,0,46,0,36.4,77.2,9.3,4,4,0,2,0,3,6.5,171,4.9
Deshaun Watson,11767,QB,HST,1,59.4,32,34,12.7,3.5,0,1,2.7,50.0,17,0,21,10.5,42,2,11,13,31.0,62.1,62.5,61.7,1,1,45,1,14.3,62.9,7.1,3,5,0,1,1,2,4.4,176,5.2
Sam Bradford,5526,QB,ARZ,1,68.8,32,34,6.3,2.34,1,1,2.8,58.8,20,0,16,9.1,38,2,7,1,28.5,43.7,43.7,66.4,0,1,40,1,12.5,57.6,5.3,2,1,0,1,0,2,5.0,153,4.5
Nick Foles,7089,QB,PHI,1,66.7,33,34,8.6,2.53,0,0,0.0,55.9,19,0,9,13.6,36,3,5,24,28.7,55.6,51.6,60.0,0,1,41,0,22.2,50.7,5.6,2,0,0,1,0,2,4.9,117,3.4
Joe Flacco,4332,QB,BLT,1,90.6,32,34,7.1,2.95,1,1,2.6,73.5,25,0,6,13.8,35,4,12,3,79.1,86.4,86.9,55.2,0,0,39,0,16.7,121.7,2.9,1,0,0,1,3,0,0.0,236,6.9
Russell Wilson,7077,QB,SEA,1,67.7,31,33,11.3,3.05,2,4,11.4,57.6,19,0,18,9.5,40,2,10,29,21.9,59.0,62.9,44.9,0,2,42,0,33.3,92.7,15.0,6,1,0,0,3,3,7.1,298,9.0
Blake Bortles,8638,QB,JAX,1,75.9,29,33,7.5,2.52,2,2,5.9,54.5,18,0,7,18.2,36,4,13,15,79.2,70.9,70.4,59.6,1,1,37,0,14.3,67.2,2.8,1,1,0,1,1,2,5.4,176,5.3
Jimmy Garoppolo,8697,QB,SF,1,51.6,31,33,11.7,2.8,1,3,8.3,45.5,15,0,19,6.3,38,1,11,28,79.3,65.2,64.1,61.2,0,3,42,0,15.8,45.1,7.9,3,2,0,1,1,2,4.8,261,7.9
Jared Goff,10635,QB,LA,1,65.5,29,33,11.0,2.92,1,0,0.0,54.5,18,0,5,5.3,34,1,13,26,27.9,58.5,57.8,60.0,0,0,36,0,20.0,97.2,2.9,1,0,0,3,2,3,8.3,233,7.1
Alex Smith,2218,QB,WAS,1,80.8,26,30,3.6,3.02,0,0,0.0,70.0,21,0,17,0.0,37,0,14,32,29.4,66.7,73.9,43.7,0,0,40,1,17.6,118.1,8.1,3,4,0,4,2,0,0.0,255,8.5
Aaron Rodgers,2241,QB,GB,1,80.0,25,30,8.6,2.75,0,1,3.2,66.7,20,0,10,0.0,33,0,11,12,27.2,64.2,64.6,57.9,0,0,34,3,20.0,130.7,6.1,2,1,0,5,3,1,2.9,286,9.5
Dak Prescott,10769,QB,DAL,1,80.0,25,29,6.9,3.35,0,0,0.0,65.5,19,0,16,5.0,39,1,11,9,27.5,52.9,55.0,62.8,0,0,44,2,37.5,81.1,15.4,6,4,0,4,0,1,2.3,170,5.9
Ryan Tannehill,7014,QB,MIA,1,77.8,27,28,9.7,2.16,0,1,3.3,71.4,20,0,4,4.8,31,1,9,17,78.8,71.7,72.0,58.0,1,2,34,0,25.0,89.9,3.2,1,1,0,0,2,2,5.9,230,8.2
Ryan Fitzpatrick,2467,QB,TB,1,85.2,27,28,12.9,2.62,1,6,18.8,75.0,21,0,6,8.7,34,2,17,30,80.0,95.5,96.0,64.2,0,0,38,0,0.0,156.3,0.0,0,6,0,0,4,0,0.0,417,14.9
Andy Dalton,6187,QB,CIN,1,85.2,27,28,6.1,2.7,1,2,6.7,75.0,21,0,10,8.7,32,2,11,7,78.1,77.0,76.7,58.7,0,1,34,0,20.0,109.7,6.3,2,2,0,0,2,1,2.9,243,8.7
Patrick Mahomes,11765,QB,KC,1,76.2,21,27,14.9,2.6,1,2,7.1,55.6,15,0,13,6.3,30,1,11,16,78.5,83.8,82.6,65.4,3,0,31,0,7.7,127.5,3.3,1,1,0,2,4,0,0.0,256,9.5
Cam Newton,6153,QB,CAR,1,73.9,23,26,6.7,2.56,1,1,3.2,65.4,17,0,10,0.0,31,0,8,5,80.8,77.2,72.3,73.2,0,0,36,1,30.0,82.4,9.7,3,1,1,1,0,0,0.0,161,6.2
Blaine Gabbert,6162,QB,TEN,1,63.6,22,22,6.0,2.21,0,0,0.0,50.0,11,0,1,21.4,22,3,8,31,75.9,46.6,47.0,,0,1,23,0,0.0,47.0,0.0,0,0,0,0,0,1,4.3,117,5.3
Sam Darnold,29048,QB,NYJ,1,85.0,20,21,9.1,3.11,0,0,0.0,76.2,16,0,5,5.9,23,1,10,22,77.8,67.2,63.8,67.9,0,1,24,1,40.0,116.8,8.7,2,0,0,1,2,1,4.2,198,9.4
Nathan Peterman,11926,QB,BUF,1,42.9,14,18,9.7,2.62,2,0,0.0,27.8,5,0,7,16.7,22,1,0,4,75.6,24.3,25.3,55.7,1,2,22,0,42.9,0.0,13.6,3,1,0,1,0,3,13.6,24,1.3
Marcus Mariota,9435,QB,TEN,1,62.5,16,16,7.9,2.48,0,0,0.0,56.3,9,0,3,10.0,17,1,6,31,75.3,57.9,52.8,68.3,0,2,18,0,0.0,36.2,0.0,0,1,0,0,0,2,11.1,103,6.4
Josh Allen,46601,QB,BUF,1,61.5,13,15,14.5,3.62,0,1,5.9,40.0,6,0,11,25.0,20,2,6,4,76.3,73.3,70.3,67.5,0,0,22,0,27.3,56.0,15.0,3,2,0,2,0,0,0.0,74,4.9
DeShone Kizer,11807,QB,GB,1,57.1,7,7,9.1,2.88,0,0,0.0,57.1,4,0,4,0.0,9,0,3,12,18.1,25.1,26.0,,0,1,9,0,50.0,42.9,22.2,2,0,0,0,0,2,22.2,55,7.9
Matt Cassel,2447,QB,DET,1,33.3,6,6,7.5,1.92,0,0,0.0,33.3,2,0,1,0.0,6,0,0,11,69.9,35.5,36.3,60.0,0,1,6,0,0.0,2.8,0.0,0,0,0,0,0,0,0.0,14,2.3
Lamar Jackson,46416,QB,BLT,1,33.3,3,4,13.0,4.43,0,0,0.0,25.0,1,0,4,0.0,6,0,1,3,72.8,54.3,41.9,68.2,0,0,6,0,25.0,52.1,16.7,1,1,0,1,0,1,16.7,24,6.0
Nelson Agholor,9453,WR,PHI,1,100.0,1,1,9.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,24,72.2,65.1,68.5,61.8,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0
