player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,10,0,4,2,50.0,2,2,100.0,14,57.8,0,0,,31,29,93.5,0,6,5,83.3,18,15,83.3,6,6,100.0
Phil Dawson,422,K,ARZ,7,0,1,0,0.0,2,1,50.0,1,53.2,0,0,,14,14,100.0,0,1,1,100.0,6,4,66.7,2,2,100.0
Sebastian Janikowski,595,K,SEA,10,0,5,3,60.0,6,5,83.3,29,66.7,0,0,,30,30,100.0,0,4,3,75.0,16,12,75.0,1,1,100.0
Matt Bryant,1223,K,ATL,7,0,4,4,100.0,5,5,100.0,2,82.6,0,0,,18,17,94.4,0,1,1,100.0,13,13,100.0,3,3,100.0
Mike Nugent,2264,K,OAK,3,0,1,1,100.0,2,2,100.0,23,65.8,0,0,,5,4,80.0,0,0,0,,6,6,100.0,3,3,100.0
Robbie Gould,2607,K,SF,10,0,2,2,100.0,7,6,85.7,28,72.0,0,0,,20,19,95.0,0,8,8,100.0,22,21,95.5,5,5,100.0
Stephen Gostkowski,3063,K,NE,10,0,5,2,40.0,4,4,100.0,19,74.2,0,0,,31,31,100.0,0,5,5,100.0,22,19,86.4,8,8,100.0
Matt Prater,3471,K,DET,10,0,5,3,60.0,2,1,50.0,11,63.7,0,0,,21,21,100.0,0,10,10,100.0,22,19,86.4,5,5,100.0
Mason Crosby,3809,K,GB,10,0,6,4,66.7,9,6,66.7,12,47.1,0,0,,25,23,92.0,0,8,7,87.5,26,20,76.9,3,3,100.0
Stephen Hauschka,4655,K,BUF,9,0,5,4,80.0,6,6,100.0,4,83.8,0,0,,12,12,100.0,0,4,4,100.0,16,15,93.8,1,1,100.0
Ryan Succop,5180,K,TEN,9,0,4,3,75.0,5,4,80.0,31,69.8,0,0,,16,16,100.0,0,8,8,100.0,21,18,85.7,4,3,75.0
Graham Gano,5443,K,CAR,10,0,3,3,100.0,4,4,100.0,5,69.9,0,0,,28,25,89.3,0,4,3,75.0,12,11,91.7,1,1,100.0
Dan Bailey,6796,K,MIN,7,0,1,1,100.0,5,3,60.0,18,53.5,0,0,,17,16,94.1,0,7,7,100.0,17,14,82.4,4,3,75.0
Randy Bullock,7154,K,CIN,10,0,3,1,33.3,3,3,100.0,7,67.8,0,0,,32,31,96.9,0,4,3,75.0,12,9,75.0,2,2,100.0
Greg Zuerlein,7163,K,LA,6,0,3,2,66.7,2,1,50.0,26,68.9,0,0,,21,20,95.2,0,8,8,100.0,18,16,88.9,5,5,100.0
Johnny Hekker,7252,P,LA,1,0,0,0,,0,0,,26,61.5,0,0,,1,1,100.0,0,0,0,,1,1,100.0,1,1,100.0
Giorgio Tavecchio,7278,K,ATL,3,0,2,2,100.0,2,2,100.0,2,79.0,0,0,,8,8,100.0,0,0,0,,5,5,100.0,1,1,100.0
Justin Tucker,7604,K,BLT,10,0,4,4,100.0,6,4,66.7,3,79.1,0,0,,23,22,95.7,0,5,5,100.0,21,19,90.5,6,6,100.0
Caleb Sturgis,7948,K,LAC,6,0,1,0,0.0,6,3,50.0,27,26.2,0,0,,15,9,60.0,0,2,2,100.0,13,9,69.2,4,4,100.0
