player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ezekiel Elliott,10638,HB,DAL,12,240,32,22,40.5,465,0,1149,2,8,32,747,42.5,32,57,9,4,118,56.2,70.4,32.3,,57.3,68.3,70.2,67.1,41,2,423,53,317,288,0,0,64,293,6,1149,747,3.11,4.8,1.33,115
Todd Gurley II,9443,HB,LA,12,233,26,16,29.4,346,0,1175,5,9,26,756,40.7,33,64,26,1,60,84.5,78.2,87.9,,74.4,68.1,78.2,59.8,36,0,474,46,346,279,0,0,57,279,15,1175,756,3.24,5.0,1.37,172
David Johnson,9519,HB,ARZ,12,205,17,3,12.0,91,0,761,6,8,17,496,25.2,15,41,1,2,97,69.2,64.4,87.2,,74.4,61.9,63.0,58.8,53,0,328,35,259,226,0,0,49,240,6,761,496,2.42,3.7,1.27,93
James Conner,11860,HB,PIT,12,201,36,15,35.6,324,0,909,4,21,36,570,63.9,26,52,25,4,124,46.5,70.6,89.3,,62.6,59.0,73.6,71.0,30,1,467,52,367,219,0,0,64,253,12,909,570,2.84,4.5,1.27,61
Saquon Barkley,45791,HB,NYG,12,195,32,15,48.7,465,0,954,2,25,32,669,72.7,25,40,21,0,61,90.9,85.7,88.0,,55.4,90.0,82.1,59.1,68,0,602,74,357,216,0,0,88,269,8,954,669,3.43,4.9,1.69,129
Adrian Peterson,3623,HB,WAS,12,192,33,12,41.8,358,0,856,1,11,33,604,66.5,22,39,32,3,105,52.7,69.0,84.0,,44.6,60.2,69.0,59.8,90,0,177,16,129,221,0,0,20,208,7,856,604,3.15,4.5,1.37,85
Kareem Hunt,11841,HB,KC,11,181,43,12,33.6,277,0,824,3,10,43,606,85.7,23,46,16,0,66,90.6,81.6,23.8,,69.8,69.3,84.1,53.7,45,2,378,26,254,213,0,0,33,207,7,824,606,3.35,4.6,1.49,110
Jordan Howard,10784,HB,CHI,12,178,14,8,25.5,156,0,612,0,1,14,461,20.1,13,33,6,1,71,78.0,66.9,88.2,,87.7,61.3,63.0,72.3,25,0,106,15,168,219,0,0,19,193,5,612,461,2.59,3.4,0.63,105
Lamar Miller,7097,HB,HST,11,176,25,15,46.0,403,0,876,1,3,25,592,48.5,21,32,13,1,46,78.3,74.9,52.3,,78.8,47.7,79.7,79.7,97,1,144,18,219,189,0,0,26,194,3,876,592,3.36,5.0,0.66,119
Peyton Barber,10927,HB,TB,12,169,35,9,29.4,187,0,635,1,1,35,466,54.5,20,32,30,1,59,74.6,67.6,85.0,,59.5,53.6,70.0,60.1,28,1,71,13,208,193,0,0,19,182,4,635,466,2.76,3.8,0.34,100
Christian McCaffrey,11763,HB,CAR,12,163,27,12,37.7,325,0,863,0,14,27,467,48.3,28,42,5,4,86,46.4,76.2,90.1,,65.1,81.6,72.2,57.3,59,0,663,80,377,271,0,0,90,243,5,863,467,2.87,5.3,1.76,74
Alvin Kamara,11822,HB,NO,12,161,21,8,22.9,170,0,742,3,15,21,431,42.6,17,47,20,0,67,90.9,82.0,88.5,,74.7,86.7,75.7,55.8,49,0,555,65,261,231,0,0,79,226,11,742,431,2.68,4.6,2.13,84
Chris Carson,12004,HB,SEA,10,157,32,11,28.3,199,0,704,1,3,32,545,71.5,20,37,29,3,50,44.9,79.7,84.1,,47.7,68.8,78.1,60.4,24,0,127,13,95,181,0,0,15,170,4,704,545,3.47,4.5,1.34,104
Joe Mixon,11803,HB,CIN,10,154,22,14,41.9,316,0,755,4,6,22,421,40.9,23,41,7,0,40,90.4,73.8,87.2,,50.6,53.7,79.2,60.1,43,0,256,33,214,169,0,0,42,187,5,755,421,2.73,4.9,1.2,106
Phillip Lindsay,12660,HB,DEN,12,154,16,11,36.9,346,0,937,2,7,16,370,30.9,28,43,10,0,70,90.5,84.6,17.9,,59.4,70.2,85.5,60.0,65,1,189,25,140,170,0,0,30,179,8,937,370,2.4,6.1,1.35,73
Carlos Hyde,8692,HB,JAX,11,154,22,3,10.8,55,0,511,1,0,22,364,32.3,14,25,15,2,71,58.3,50.8,83.3,,28.6,47.3,54.9,60.2,22,0,30,7,114,166,0,0,11,161,5,511,364,2.36,3.3,0.26,79
Melvin Gordon III,9448,HB,LAC,10,153,38,15,39.3,315,0,802,7,9,38,451,70.3,26,44,27,1,99,78.0,88.2,85.6,,71.1,61.0,90.9,65.1,34,0,453,44,208,194,0,0,55,197,9,802,451,2.95,5.2,2.18,46
Sony Michel,27589,HB,NE,9,144,17,8,28.4,184,0,649,1,0,17,354,27.7,16,40,19,1,82,90.2,71.7,19.0,,60.0,56.4,71.4,59.2,34,1,50,7,38,161,0,0,11,151,5,649,354,2.46,4.5,1.32,51
LeSean McCoy,4976,HB,BUF,11,143,14,5,23.4,112,0,478,1,9,14,293,27.4,11,21,4,0,55,90.3,64.0,44.5,,50.6,70.2,62.9,57.3,28,2,210,29,185,174,0,0,34,172,2,478,293,2.05,3.3,1.14,81
Isaiah Crowell,9295,HB,NYJ,12,141,21,9,47.9,326,0,680,2,6,21,460,54.7,15,26,22,0,63,90.1,70.1,34.4,,44.0,60.8,72.9,59.5,77,1,150,20,143,152,0,0,25,161,6,680,460,3.26,4.8,1.05,78
Frank Gore,2282,HB,MIA,12,139,23,4,18.7,115,0,616,0,5,23,458,61.5,9,21,17,0,45,90.1,82.0,30.9,,51.2,72.4,80.8,70.3,39,1,100,11,119,153,0,0,15,150,0,616,458,3.29,4.4,0.84,92
Dion Lewis,6301,HB,TEN,12,135,28,4,20.3,94,1,464,3,14,28,346,59.8,12,18,31,1,32,75.7,65.4,51.2,,65.0,69.9,62.9,57.5,36,1,309,45,252,164,0,0,51,180,1,464,346,2.56,3.4,1.23,98
Matt Breida,12271,HB,SF,12,132,14,14,46.5,346,0,744,0,4,14,394,35.1,26,34,28,1,33,72.8,78.9,83.8,,39.6,90.4,70.8,55.9,66,0,209,21,136,151,0,0,25,153,3,744,394,2.98,5.6,1.54,97
