player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,CAR,10,3,1,5,68.0,4,13,222,95.9,10.4,23,2,5.6,4,243,233,21,2,72.3,3,10,118,96.1,16.9,20,7.2,2,129,124,15
Terrell Suggs,1326,ED,BLT,10,3,1,3,67.7,3,20,249,86.2,12.9,32,3,7.0,6,304,262,29,1,61.7,2,11,128,88.2,13.3,17,7.4,3,153,135,16
Mike Adams,1972,S,CAR,10,0,0,5,70.9,2,4,24,6.2,12.5,3,1,12.5,0,417,26,6,0,58.8,0,2,8,4.5,12.5,1,12.5,0,200,9,2
Thomas Davis Sr.,2231,LB,CAR,6,0,0,5,77.4,2,4,33,17.2,18.2,6,0,9.1,0,209,36,6,0,81.3,1,4,16,18.9,31.3,5,15.6,0,95,18,5
Derrick Johnson,2232,LB,OAK,6,0,0,23,46.7,0,1,11,11.9,0.0,0,0,4.5,0,101,12,1,0,49.8,0,1,5,9.5,0.0,0,10.0,0,63,6,1
Lorenzo Alexander,2476,LB,BUF,10,2,0,4,70.7,2,20,161,76.0,16.8,27,0,9.9,5,221,168,27,1,66.1,1,11,90,82.6,18.9,17,10.0,3,115,95,15
Haloti Ngata,2957,DI,PHI,7,0,0,24,51.0,1,2,115,99.2,3.5,4,0,2.2,1,124,123,4,0,51.6,0,0,35,100.0,2.9,1,2.9,1,39,39,1
Frostee Rucker,3036,ED,OAK,9,1,0,23,53.6,3,5,118,97.7,5.9,7,0,3.4,0,129,126,8,1,61.8,1,1,29,100.0,10.3,3,3.4,0,30,30,2
Domata Peko Sr.,3068,DI,DEN,10,0,0,10,56.2,1,3,163,100.0,4.9,8,3,1.8,1,173,173,5,0,60.4,1,1,44,100.0,9.1,4,2.3,0,50,50,2
Kyle Williams,3079,DI,BUF,10,1,0,4,65.3,5,13,262,99.3,10.7,28,1,5.7,6,278,276,24,0,68.8,4,10,127,100.0,15.7,20,9.4,5,134,134,19
Antoine Bethea,3152,S,ARZ,10,0,0,1,59.6,2,3,24,6.9,8.3,2,2,18.8,2,391,27,7,0,50.7,0,1,6,5.1,0.0,0,25.0,1,137,7,2
Tom Johnson,3378,DI,MIN,8,0,0,18,62.4,2,6,140,99.3,9.3,13,1,5.0,3,146,145,11,0,65.1,2,5,71,100.0,14.1,10,9.2,3,73,73,10
