player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Austin Blythe,10882,G,LA,9,0,26,68.7,100.0,52,19.8,52,81.2,0,100.0,263,263,78.5,100.0,172,65.4,172
Rob Havenstein,9490,T,LA,9,0,26,71.5,100.0,52,19.8,52,84.2,0,100.0,263,263,81.1,100.0,172,65.4,172
Trent Brown,9677,T,NE,9,1,19,79.0,100.0,132,51.0,132,70.6,2,100.0,259,259,54.4,100.0,86,33.2,86
Joe Thuney,10712,G,NE,9,0,19,68.6,100.0,132,51.0,132,71.4,0,100.0,259,259,68.1,100.0,86,33.2,86
Andrew Whitworth,3000,T,LA,9,0,26,63.5,100.0,52,20.4,52,81.1,1,100.0,255,255,72.8,100.0,169,66.3,169
David Andrews,9948,C,NE,9,0,19,66.9,100.0,131,51.4,131,74.9,1,100.0,255,255,80.7,100.0,86,33.7,86
Germain Ifedi,10665,T,SEA,8,0,29,52.1,100.0,86,34.3,86,49.0,0,100.0,251,251,50.1,100.0,148,59.0,148
J.R. Sweezy,7209,G,SEA,8,0,29,53.5,100.0,86,34.3,86,42.4,3,100.0,251,251,47.9,100.0,148,59.0,148
Duane Brown,4340,T,SEA,8,0,29,66.9,100.0,86,34.4,86,65.4,1,100.0,250,250,60.1,100.0,147,58.8,147
John Sullivan,4501,C,LA,9,0,26,45.3,100.0,49,19.8,49,52.1,1,100.0,248,248,55.9,100.0,163,65.7,163
Laken Tomlinson,9461,G,SF,9,0,28,64.1,100.0,52,21.1,52,68.0,1,100.0,247,247,67.6,100.0,173,70.0,173
Mike McGlinchey,46275,T,SF,9,0,28,88.2,100.0,52,21.1,52,87.6,1,100.0,246,246,77.5,100.0,172,69.9,172
Nick Martin,10684,C,HST,9,0,13,60.1,100.0,66,27.2,66,57.9,0,100.0,243,243,58.8,100.0,156,64.2,156
Tyler Higbee,10744,TE,LA,9,0,26,48.3,100.0,48,19.8,48,64.0,0,100.0,242,242,69.1,100.0,158,65.3,158
Rodger Saffold,5558,G,LA,9,0,26,48.5,100.0,49,20.4,49,80.5,0,100.0,240,240,79.0,100.0,158,65.8,158
Russell Wilson,7077,QB,SEA,8,0,29,60.0,97.7,84,35.1,86,60.0,0,95.2,239,251,60.0,95.9,142,59.4,148
Jared Goff,10635,QB,LA,9,0,26,60.0,100.0,51,21.3,51,60.0,0,94.5,239,253,60.0,99.4,165,69.0,166
Tom Brady,698,QB,NE,9,0,19,60.0,100.0,131,55.0,131,60.1,0,94.1,238,253,60.1,100.0,86,36.1,86
DeAndre Hopkins,7808,WR,HST,9,0,13,64.7,100.0,65,27.3,65,64.1,1,99.6,238,239,57.8,100.0,156,65.5,156
J.C. Tretter,7904,C,CLV,9,0,8,69.4,100.0,99,41.8,99,71.2,0,100.0,237,237,67.9,100.0,116,48.9,116
Joel Bitonio,8670,G,CLV,9,1,8,64.9,100.0,99,41.8,99,67.8,1,100.0,237,237,66.6,100.0,116,48.9,116
Kevin Zeitler,7032,G,CLV,9,0,8,62.1,100.0,99,41.8,99,63.6,1,100.0,237,237,68.2,100.0,116,48.9,116
Chris Hubbard,8051,T,CLV,9,1,8,57.3,100.0,99,41.8,99,49.1,1,100.0,237,237,50.3,100.0,116,48.9,116
Brandon Shell,10792,T,NYJ,9,0,22,64.1,100.0,79,33.6,79,63.5,0,100.0,235,235,65.6,100.0,133,56.6,133
Kelvin Beachum,7229,T,NYJ,9,1,22,61.4,100.0,79,33.6,79,60.2,1,100.0,235,235,58.1,100.0,133,56.6,133
Robert Woods,7822,WR,LA,9,0,26,58.2,100.0,50,21.3,50,77.8,1,95.9,235,245,71.6,100.0,163,69.4,163
James Carpenter,6177,G,NYJ,9,0,22,61.8,100.0,79,33.6,79,57.5,0,100.0,235,235,51.8,100.0,133,56.6,133
Brian Winters,7853,G,NYJ,9,0,22,50.6,100.0,79,33.6,79,69.6,0,100.0,235,235,74.0,100.0,133,56.6,133
Matt Skura,11102,C,BLT,9,0,3,56.4,100.0,111,48.1,111,60.4,1,100.0,231,231,62.2,100.0,82,35.5,82
Joe Staley,3644,T,SF,9,0,28,61.5,100.0,46,20.1,46,73.4,0,100.0,229,229,69.1,100.0,166,72.5,166
Mike Person,6391,G,SF,9,0,28,64.1,100.0,47,20.6,47,72.7,2,100.0,228,228,73.0,100.0,159,69.7,159
Max Unger,4972,C,NO,8,0,20,66.9,100.0,84,36.8,84,59.5,0,100.0,228,228,55.9,100.0,115,50.4,115
Terron Armstead,7856,T,NO,8,0,20,70.4,100.0,84,36.8,84,85.0,0,100.0,228,228,83.4,100.0,115,50.4,115
Ryan Ramczyk,11787,T,NO,8,0,20,81.5,100.0,84,36.8,84,82.9,2,100.0,228,228,84.4,100.0,115,50.4,115
Larry Warford,7846,G,NO,8,0,20,55.0,100.0,84,36.8,84,60.1,0,100.0,228,228,70.2,100.0,115,50.4,115
Deshaun Watson,11767,QB,HST,9,0,13,60.0,97.0,64,28.2,66,60.0,0,93.8,227,242,60.0,97.4,152,67.0,156
Senio Kelemete,7144,G,HST,8,0,13,53.0,100.0,63,27.9,63,52.3,0,100.0,226,226,56.0,100.0,143,63.3,143
Garett Bolles,11775,T,DEN,9,0,10,67.3,100.0,94,42.3,94,67.5,0,100.0,222,222,57.7,100.0,103,46.4,103
Connor McGovern,10778,G,DEN,9,0,10,74.9,100.0,92,42.0,92,75.4,2,100.0,219,219,78.5,100.0,102,46.6,102
Case Keenum,7323,QB,DEN,9,0,10,60.3,100.0,95,43.8,95,60.2,0,97.7,217,222,60.0,99.0,102,47.0,103
John Miller,9514,G,BUF,9,0,4,66.2,100.0,92,42.6,92,59.1,0,100.0,216,216,50.2,100.0,96,44.4,96
Ben Jones,7099,C,TEN,8,0,31,69.9,100.0,51,23.7,51,71.2,1,100.0,215,215,68.5,100.0,146,67.9,146
Jordan Mills,7945,T,BUF,9,0,4,42.9,100.0,92,42.8,92,45.5,3,100.0,215,215,54.1,100.0,95,44.2,95
Sam Darnold,29048,QB,NYJ,9,0,22,60.0,98.7,78,36.3,79,60.0,0,91.5,215,235,60.0,97.7,130,60.5,133
Brandin Cooks,8655,WR,LA,9,0,26,68.5,100.0,48,22.3,48,68.3,0,97.7,215,220,65.1,100.0,151,70.2,151
Dion Dawkins,11818,T,BUF,9,0,4,56.0,100.0,92,42.8,92,50.8,1,100.0,215,215,44.7,100.0,95,44.2,95
Shaq Mason,9564,G,NE,8,0,19,79.3,100.0,115,53.5,115,81.5,1,100.0,215,215,76.8,100.0,69,32.1,69
Josh Kline,8230,G,TEN,8,0,31,65.0,100.0,51,23.7,51,55.1,0,100.0,215,215,54.7,100.0,146,67.9,146
