player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Adam Thielen,8288,WR,MIN,9,9.6,2,76.5,46.2,6,13,0,3.7,3,51,18,1,89.7,53.1,90.8,77.7,90.6,0.7,3,2,68,0.7,3,411,1,78,95.4,392,60.3,248,119.2,102,7,38.9,160,947,293,3.8,12.1,2.42
Jarvis Landry,8698,WR,CLV,9,10.1,5,59.8,43.8,7,16,1,6.8,4,24,8,0,68.3,81.0,68.7,38.5,66.1,0.2,1,1,39,0.2,1,419,3,55,93.6,392,69.7,292,80.8,92,2,29.1,122,578,207,3.8,10.5,1.47
Antonio Brown,5718,WR,PIT,8,11.1,12,57.3,13.3,2,15,0,1.9,1,32,25,0,87.4,79.8,74.9,,74.5,0.0,0,4,48,0.0,0,381,2,51,93.2,355,18.1,69,92.6,89,9,81.9,312,594,286,5.6,11.6,1.67
DeAndre Hopkins,7808,WR,HST,9,12.3,7,70.8,60.9,14,23,1,0.0,0,43,13,1,91.0,47.7,90.8,,90.9,0.0,0,3,49,0.0,0,380,2,63,92.4,351,20.5,78,115.1,89,7,79.5,302,894,258,4.1,14.2,2.55
Julio Jones,6158,WR,ATL,8,14.0,5,69.0,47.1,8,17,0,4.8,3,43,2,1,77.0,44.8,90.4,,90.0,0.0,0,2,58,0.0,0,313,0,60,93.6,293,21.7,68,98.5,87,1,78.3,245,933,274,4.6,15.6,3.18
Odell Beckham Jr.,8647,WR,NYG,8,11.4,19,70.1,38.5,5,13,0,1.6,1,39,21,0,90.0,83.4,88.6,,88.9,0.3,1,2,51,0.0,0,360,1,61,95.3,343,30.0,108,96.2,87,2,69.7,251,785,261,4.3,12.9,2.29
Zach Ertz,7816,TE,PHI,8,7.7,0,74.4,28.6,4,14,1,6.2,4,33,24,0,70.3,80.4,73.0,77.5,76.0,30.3,109,1,34,7.2,26,360,2,61,87.2,314,51.9,187,103.9,82,3,17.2,62,644,194,3.2,10.6,2.05
Davante Adams,8688,WR,GB,8,10.5,5,71.6,28.6,2,7,0,6.5,4,32,12,0,69.6,80.2,82.6,,81.6,0.0,0,0,51,0.0,0,374,1,58,94.4,353,21.1,79,128.1,81,7,78.9,295,730,273,4.7,12.6,2.07
Michael Thomas,10681,WR,NO,8,7.8,10,88.6,66.7,10,15,0,4.1,3,46,20,2,81.0,27.2,90.7,,91.1,0.3,1,1,72,0.0,0,302,3,70,94.4,285,31.5,95,128.9,79,5,68.2,206,880,338,4.8,12.6,3.09
Stefon Diggs,9579,WR,MIN,8,10.2,11,74.4,58.3,7,12,0,0.0,0,26,18,0,90.7,81.0,77.5,66.3,77.6,0.8,3,1,75,0.3,1,361,2,58,96.4,348,24.1,87,107.2,78,4,74.5,269,587,277,4.8,10.1,1.69
James White,8765,HB,NE,9,2.7,6,79.2,33.3,1,3,0,3.2,2,30,19,0,90.0,86.9,74.3,71.1,90.6,0.7,2,1,37,7.2,21,293,0,61,89.1,261,8.9,26,116.0,77,6,15.4,45,531,478,7.8,8.7,2.03
Michael Crabtree,4933,WR,BLT,9,11.5,6,53.9,41.7,5,12,0,19.6,10,25,3,0,28.4,78.1,64.6,,63.0,0.3,1,1,27,0.0,0,374,0,41,93.3,349,15.0,56,76.2,76,2,84.8,317,472,101,2.5,11.5,1.35
A.J. Green,6156,WR,CIN,8,13.8,3,59.2,57.1,12,21,0,10.0,5,36,7,2,62.5,23.7,86.7,,86.0,0.0,0,2,38,0.0,0,303,0,45,92.4,280,28.7,87,104.4,76,6,71.3,216,687,149,3.3,15.3,2.45
Mike Evans,8642,WR,TB,8,15.4,3,62.7,71.4,10,14,0,7.8,4,36,30,1,55.3,33.8,80.7,,80.8,0.0,0,5,72,0.0,0,354,1,47,93.8,332,18.4,65,88.0,75,4,81.6,289,786,142,3.0,16.7,2.37
JuJu Smith-Schuster,11817,WR,PIT,8,9.6,1,70.7,47.6,10,21,0,5.4,3,35,25,0,74.0,79.8,79.1,,77.6,0.0,0,2,67,0.0,0,360,2,53,93.3,336,78.6,283,96.1,75,2,21.4,77,672,269,5.1,12.7,2.0
Emmanuel Sanders,5606,WR,DEN,9,9.6,5,76.7,14.3,1,7,1,3.4,2,28,10,1,76.2,80.9,81.4,73.4,80.1,0.0,0,2,64,0.3,1,359,3,56,92.5,332,63.0,226,108.6,73,3,36.2,130,707,240,4.3,12.6,2.13
Robert Woods,7822,WR,LA,9,11.6,4,70.8,42.9,3,7,0,1.9,1,42,26,0,86.6,81.2,88.5,77.8,89.5,1.2,4,1,36,1.5,5,337,4,51,92.9,313,43.0,145,112.2,72,3,55.8,188,743,260,5.1,14.6,2.37
Travis Kelce,7844,TE,KC,9,9.6,6,72.9,46.7,7,15,0,5.6,3,35,16,0,67.5,79.8,87.2,71.8,89.9,36.5,129,3,43,5.9,21,353,4,51,86.7,306,38.5,136,117.6,70,6,24.1,85,741,335,6.6,14.5,2.42
Tyreek Hill,10799,WR,KC,9,14.7,8,69.6,50.0,5,10,0,7.7,4,31,16,0,63.8,83.8,85.5,,85.8,2.1,7,3,75,0.0,0,339,1,48,91.7,311,38.3,130,122.5,69,7,55.8,189,774,297,6.2,16.1,2.49
Saquon Barkley,45791,HB,NYG,8,-0.3,25,85.3,40.0,2,5,0,3.3,2,17,21,0,82.7,90.0,77.1,39.8,89.4,0.0,0,1,57,12.6,39,310,0,58,84.2,261,1.6,5,100.8,68,2,7.7,24,497,547,9.4,8.6,1.9
Willie Snead IV,8999,WR,BLT,9,8.8,9,69.2,40.0,2,5,0,8.2,4,26,3,0,63.2,79.2,63.0,,62.1,1.6,5,2,26,0.0,0,322,3,45,92.9,299,83.5,269,80.8,65,1,14.6,47,448,216,4.8,10.0,1.5
Corey Davis,11760,WR,TEN,8,9.6,6,55.4,42.9,3,7,0,5.3,2,23,31,1,71.6,28.9,72.7,,71.8,0.4,1,1,51,0.0,0,260,0,36,95.0,247,28.5,74,75.9,65,1,70.8,184,451,174,4.8,12.5,1.83
Alvin Kamara,11822,HB,NO,8,1.7,12,82.3,33.3,1,3,0,3.8,2,20,20,0,73.0,90.2,76.5,67.0,84.6,0.0,0,0,35,7.1,16,224,0,51,88.4,198,17.9,40,111.5,62,3,14.7,33,427,380,7.5,8.4,2.16
Golden Tate,5585,WR,DET,7,6.2,13,71.0,50.0,3,6,0,12.0,6,23,11,1,47.5,38.1,70.1,,69.3,0.8,2,1,67,0.0,0,261,0,44,95.0,248,70.5,184,105.4,62,3,28.4,74,517,283,6.4,11.8,2.08
Tyler Boyd,10689,WR,CIN,8,9.2,4,80.3,50.0,3,6,0,2.0,1,32,7,0,86.2,79.6,84.2,,83.1,2.5,8,0,49,0.0,0,316,0,49,93.4,295,73.4,232,136.3,61,5,23.4,74,620,232,4.7,12.7,2.1
John Brown,8726,WR,BLT,9,18.6,1,55.7,30.8,4,13,0,10.5,4,22,3,0,52.5,77.6,69.5,,70.1,0.3,1,1,71,0.0,0,360,1,34,93.1,335,24.4,88,104.6,61,4,75.3,271,601,126,3.7,17.7,1.79
Keenan Allen,7857,WR,LAC,8,9.6,4,77.0,54.5,6,11,0,2.1,1,30,27,2,85.0,43.8,83.8,,83.4,0.8,2,1,54,0.0,0,252,0,47,94.0,237,52.0,131,108.0,61,1,46.8,118,630,230,4.9,13.4,2.66
Eric Ebron,8645,TE,IND,8,10.5,1,60.0,50.0,9,18,1,2.7,1,19,14,0,80.8,77.6,67.1,72.6,71.1,22.6,61,0,28,3.3,9,270,5,36,89.6,242,60.7,164,118.3,60,7,16.3,44,394,115,3.2,10.9,1.63
George Kittle,11901,TE,SF,9,7.2,8,69.5,33.3,2,6,0,8.9,4,31,28,0,52.5,78.4,88.1,56.9,89.8,60.0,186,1,82,12.6,39,310,1,41,82.6,256,26.8,83,118.8,59,3,8.7,27,692,490,12.0,16.9,2.7
