team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TEN,31,2,61,0,4,61,95.1,5,1
DEN,10,2,77,2,5,77,94.2,8,1
LA,26,2,68,2,6,68,94.1,8,0
CHI,6,2,82,0,10,82,93.9,10,0
PIT,25,2,110,0,17,110,89.5,20,3
KC,16,2,61,5,6,61,89.3,12,1
JAX,15,2,87,3,16,87,89.1,19,0
MIA,17,2,59,3,8,59,89.0,12,1
TB,30,2,69,5,9,69,88.4,15,1
PHI,24,2,88,3,14,88,88.1,19,2
NO,20,2,84,3,11,84,88.1,17,3
WAS,32,2,86,8,9,86,87.8,19,2
CLV,8,2,88,0,14,88,87.5,18,4
DAL,9,2,64,2,10,64,87.5,14,2
BLT,3,2,99,4,19,99,87.4,24,1
OAK,23,2,75,1,14,75,87.3,17,2
BUF,4,2,83,2,18,83,86.7,21,1
MIN,18,2,95,2,18,95,86.3,23,3
DET,11,2,109,5,21,109,86.2,28,2
GB,12,2,89,4,9,89,86.0,19,6
CAR,5,2,80,2,17,80,85.6,21,2
IND,14,2,89,9,14,89,84.8,25,2
NYJ,22,2,68,2,15,68,84.6,19,2
CIN,7,2,74,1,18,74,84.5,21,2
NE,19,2,79,4,13,79,84.2,21,4
SEA,29,2,82,2,19,82,83.5,24,3
LAC,27,2,82,6,15,82,83.5,24,3
NYG,21,2,91,1,20,91,83.0,26,5
ATL,2,2,80,9,16,80,81.9,27,2
SF,28,2,71,6,21,71,78.2,29,2
HST,13,2,81,8,23,81,75.9,35,4
ARZ,1,2,66,6,20,66,75.8,29,3
