player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Adam Thielen,8288,WR,MIN,9,102,0,18,0,-1.8,0,100.0,,0,0,0.0,0,1,1,90.6,39.4,0,9,0.0,0,32,5,100.0,32,89.2,5,4.9,0,27,36,7.2,5.4,0.84,8.7,1,77.8,44.4,4,9,3.9,2,28,1,90.8,91.6,1,45,0.4,1,248,49,96.8,240,121.4,63,61.8,5,528,189,3.9,10.8,2.2
Jarvis Landry,8698,WR,CLV,9,92,0,8,0,-1.4,0,100.0,100.0,1,1,0.0,0,1,0,91.6,53.3,0,7,0.0,0,50,9,96.0,48,79.2,9,9.8,0,26,39,4.3,2.9,0.54,9.7,1,56.9,30.8,4,13,10.8,4,12,0,72.6,62.1,1,39,0.3,1,292,33,92.8,271,70.7,58,63.0,1,315,93,2.8,9.5,1.16
Antonio Brown,5718,WR,PIT,8,89,0,25,0,1.7,5,88.2,100.0,1,1,0.0,0,6,0,92.5,91.6,0,31,0.0,0,50,15,96.0,48,133.7,17,19.1,4,112,94,6.3,7.5,2.33,8.3,3,56.5,0.0,0,4,0.0,0,8,0,90.8,80.6,2,43,0.0,0,69,13,97.1,67,77.7,23,25.8,3,139,69,5.3,10.7,2.07
DeAndre Hopkins,7808,WR,HST,9,89,0,13,0,-2.5,0,100.0,,0,0,0.0,0,1,0,91.4,70.6,0,16,0.0,0,26,6,88.5,23,88.9,6,6.7,0,32,47,7.8,5.3,1.39,10.0,2,95.2,100.0,4,4,0.0,0,11,0,92.1,92.4,0,49,0.0,0,78,20,98.7,77,158.3,21,23.6,3,278,88,4.4,13.9,3.61
Julio Jones,6158,WR,ATL,8,87,0,2,0,2.5,0,100.0,,0,0,0.0,0,2,0,84.5,87.1,0,35,0.0,0,17,2,100.0,17,158.3,2,2.3,1,47,42,21.0,23.5,2.76,12.3,0,75.0,50.0,1,2,7.7,1,10,0,90.2,89.9,1,33,0.0,0,68,12,95.6,65,85.2,16,18.4,0,179,31,2.6,14.9,2.75
Odell Beckham Jr.,8647,WR,NYG,8,87,0,21,0,-0.8,3,100.0,,0,0,0.0,0,0,0,90.6,67.5,0,12,0.0,0,29,4,96.6,28,93.8,4,4.6,0,26,29,7.3,6.5,0.93,7.5,4,80.0,33.3,1,3,0.0,0,10,0,90.3,89.0,1,30,0.0,0,108,16,92.6,100,82.5,20,23.0,0,176,82,5.1,11.0,1.76
Zach Ertz,7816,TE,PHI,8,82,0,24,0,-3.0,0,50.0,0.0,0,1,0.0,0,0,0,78.7,37.4,0,2,26.3,10,38,1,68.4,26,56.3,2,2.4,0,2,4,4.0,2.0,0.08,8.4,0,72.3,28.6,2,7,2.9,1,18,0,67.1,74.7,1,34,1.1,2,187,34,92.0,172,89.9,47,57.3,0,411,113,3.3,12.1,2.39
Davante Adams,8688,WR,GB,8,81,0,12,0,0.5,3,100.0,,0,0,0.0,0,2,0,92.3,75.1,0,25,0.0,0,43,13,100.0,43,117.6,13,16.0,1,79,72,5.5,6.1,1.84,10.8,1,72.2,0.0,0,1,7.1,1,9,0,66.3,86.6,0,38,0.0,0,79,13,92.4,73,142.6,18,22.2,2,187,75,5.8,14.4,2.56
Michael Thomas,10681,WR,NO,8,79,0,20,0,-2.5,2,66.7,0.0,0,1,20.0,1,2,0,28.1,53.9,0,9,0.0,0,33,4,93.9,31,109.7,6,7.6,1,11,23,5.8,2.8,0.35,9.1,3,93.1,75.0,3,4,3.6,1,16,0,75.4,91.9,0,72,0.0,0,95,27,92.6,88,141.7,29,36.7,2,381,139,5.1,14.1,4.33
Stefon Diggs,9579,WR,MIN,8,78,0,18,0,-2.0,3,100.0,,0,0,0.0,0,4,0,92.1,92.7,0,34,0.0,0,28,12,100.0,28,97.9,12,15.4,0,90,114,9.5,7.5,3.21,4.3,1,95.2,100.0,3,3,0.0,0,8,0,91.5,82.5,0,34,0.0,0,87,20,95.4,83,118.1,21,26.9,1,179,120,6.0,9.0,2.16
