player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,CAR,6,4,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,22,0,0,0,0,0,0,,,0,0,,,3.9,,,0,0,,66.0,0,,0.0,0,0,0.0,0,4,100.0,103,3,1,0,0,0,0,0.0,
Terrell Suggs,1326,ED,BLT,7,30,0,3,0,,,12.7,,,0,0,,77.7,0,,66.7,2,0,0.0,0,9,30.0,71,2,1,0,0,0,0,0.0,,0,0,5.4,60.0,15.8,6.3,3.8,0,0,0.0,31.1,0,15,100.0,1,0,75.4,3,19,63.3,120,4,0,5,0,28,25,1.5,9.3
Mike Adams,1972,S,CAR,6,235,0,5,2,10.4,100.0,89.5,9.4,9.4,0,0,0.0,46.9,0,27,0.0,0,0,118.8,5,51,21.7,57,0,2,5,0,80,28,1.7,16.0,0,0,11.6,60.0,95.1,28.0,16.8,1,1,10.0,72.9,2,31,10.0,1,1,47.9,6,173,73.6,182,4,9,10,0,85,27,0.5,14.2
Adam Jones,2223,CB,DEN,4,83,0,10,1,3.1,100.0,100.0,4.0,4.0,0,0,0.0,34.1,0,30,37.5,3,0,107.1,7,30,36.1,30,1,4,7,0,68,46,2.4,9.7,0,0,12.3,50.0,100.0,21.0,10.5,0,1,25.0,74.2,0,5,0.0,0,1,56.3,2,45,54.2,45,0,3,4,0,8,2,0.2,4.0
Thomas Davis Sr.,2231,LB,CAR,2,67,0,5,0,12.0,50.0,81.3,12.0,6.0,0,1,50.0,78.2,0,17,,0,1,79.2,1,13,19.4,16,0,0,2,0,17,2,1.4,17.0,0,0,9.9,57.1,89.1,12.0,6.9,0,1,14.3,60.7,0,21,0.0,0,1,92.6,4,49,73.1,55,2,5,7,0,72,37,1.5,18.0
Derrick Johnson,2232,LB,OAK,6,89,0,23,0,,,69.0,,,0,0,,71.8,0,,0.0,0,0,0.0,0,20,22.5,29,0,2,0,0,0,0,0.0,,0,0,8.7,100.0,95.2,18.0,18.0,0,0,0.0,63.3,0,11,28.6,2,0,106.9,3,59,66.3,62,4,5,3,0,29,3,0.5,9.7
Lorenzo Alexander,2476,LB,BUF,7,32,0,4,1,,,0.0,,,0,0,,75.7,1,,0.0,0,0,0.0,0,0,0.0,27,1,1,0,0,0,0,,,0,1,2.4,71.4,27.2,6.2,4.4,0,1,14.3,91.1,0,6,14.3,1,1,74.1,5,31,96.9,114,5,5,7,0,20,17,0.6,4.0
Johnathan Joseph,2969,CB,HST,7,295,0,13,0,10.7,48.6,100.0,7.2,3.5,0,2,5.7,65.3,0,42,0.0,0,2,76.1,17,132,44.7,132,5,15,35,1,202,59,1.6,11.9,0,2,7.5,66.7,100.0,10.4,6.9,0,2,9.5,81.4,1,40,23.8,5,2,74.9,14,148,50.2,148,4,14,21,0,187,72,1.3,13.4
Frostee Rucker,3036,ED,OAK,5,1,0,23,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,20,0,0,0,0,0,0,,,0,0,,,1.9,,,0,0,,60.2,0,,0.0,0,0,0.0,0,1,100.0,54,0,1,0,0,0,0,0.0,
Kyle Williams,3079,DI,BUF,7,1,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,28,0,0,0,0,0,0,,,0,1,,,0.7,,,0,0,,62.9,0,,25.0,1,0,0.0,0,1,100.0,150,5,2,0,0,0,0,0.0,
